run: 35 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 03:43:00 2021 | q: 0/63 | q_time: 0.383146s | E: 1 | q_time/E: 0.383146s | shuffle time: 0.000000s
Tue Jan 26 03:43:00 2021 | q: 1/63 | q_time: 0.380394s | E: 1 | q_time/E: 0.380394s | shuffle time: 0.000257s
Tue Jan 26 03:43:01 2021 | q: 2/63 | q_time: 0.782273s | E: 2 | q_time/E: 0.391136s | shuffle time: 0.000272s
Tue Jan 26 03:43:02 2021 | q: 3/63 | q_time: 1.578478s | E: 4 | q_time/E: 0.394619s | shuffle time: 0.000273s
Tue Jan 26 03:43:05 2021 | q: 4/63 | q_time: 2.795587s | E: 7 | q_time/E: 0.399370s | shuffle time: 0.000277s
Tue Jan 26 03:43:09 2021 | q: 5/63 | q_time: 4.083269s | E: 10 | q_time/E: 0.408327s | shuffle time: 0.000280s
Tue Jan 26 03:43:15 2021 | q: 6/63 | q_time: 5.296475s | E: 13 | q_time/E: 0.407421s | shuffle time: 0.000280s
Tue Jan 26 03:43:21 2021 | q: 7/63 | q_time: 6.596966s | E: 16 | q_time/E: 0.412310s | shuffle time: 0.000279s
Tue Jan 26 03:43:29 2021 | q: 8/63 | q_time: 7.754475s | E: 19 | q_time/E: 0.408130s | shuffle time: 0.000279s
Tue Jan 26 03:43:38 2021 | q: 9/63 | q_time: 9.111561s | E: 22 | q_time/E: 0.414162s | shuffle time: 0.000279s
Tue Jan 26 03:43:50 2021 | q: 10/63 | q_time: 11.615604s | E: 26 | q_time/E: 0.446754s | shuffle time: 0.000278s
Tue Jan 26 03:44:04 2021 | q: 11/63 | q_time: 13.994624s | E: 30 | q_time/E: 0.466487s | shuffle time: 0.000283s
Tue Jan 26 03:44:23 2021 | q: 12/63 | q_time: 19.112416s | E: 34 | q_time/E: 0.562130s | shuffle time: 0.000281s
Tue Jan 26 03:44:40 2021 | q: 13/63 | q_time: 17.016766s | E: 37 | q_time/E: 0.459913s | shuffle time: 0.000281s
