run: 66 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 07:29:22 2021 | q: 0/63 | q_time: 0.376479s | E: 1 | q_time/E: 0.376479s | shuffle time: 0.000000s
Wed Jan 27 07:29:22 2021 | q: 1/63 | q_time: 0.374242s | E: 1 | q_time/E: 0.374242s | shuffle time: 0.000256s
Wed Jan 27 07:29:23 2021 | q: 2/63 | q_time: 0.769239s | E: 2 | q_time/E: 0.384620s | shuffle time: 0.000270s
Wed Jan 27 07:29:24 2021 | q: 3/63 | q_time: 1.556268s | E: 4 | q_time/E: 0.389067s | shuffle time: 0.000267s
Wed Jan 27 07:29:27 2021 | q: 4/63 | q_time: 2.763049s | E: 7 | q_time/E: 0.394721s | shuffle time: 0.000274s
Wed Jan 27 07:29:31 2021 | q: 5/63 | q_time: 3.999485s | E: 10 | q_time/E: 0.399948s | shuffle time: 0.000274s
Wed Jan 27 07:29:36 2021 | q: 6/63 | q_time: 5.201494s | E: 13 | q_time/E: 0.400115s | shuffle time: 0.000275s
Wed Jan 27 07:29:43 2021 | q: 7/63 | q_time: 6.449510s | E: 16 | q_time/E: 0.403094s | shuffle time: 0.000277s
Wed Jan 27 07:29:50 2021 | q: 8/63 | q_time: 7.763226s | E: 19 | q_time/E: 0.408591s | shuffle time: 0.000275s
Wed Jan 27 07:30:00 2021 | q: 9/63 | q_time: 9.073392s | E: 22 | q_time/E: 0.412427s | shuffle time: 0.000277s
Wed Jan 27 07:30:10 2021 | q: 10/63 | q_time: 10.719246s | E: 26 | q_time/E: 0.412279s | shuffle time: 0.000278s
Wed Jan 27 07:30:23 2021 | q: 11/63 | q_time: 12.305709s | E: 30 | q_time/E: 0.410190s | shuffle time: 0.000279s
Wed Jan 27 07:30:38 2021 | q: 12/63 | q_time: 15.391094s | E: 34 | q_time/E: 0.452679s | shuffle time: 0.000279s
Wed Jan 27 07:30:54 2021 | q: 13/63 | q_time: 16.272491s | E: 37 | q_time/E: 0.439797s | shuffle time: 0.000279s
Wed Jan 27 07:31:13 2021 | q: 14/63 | q_time: 18.541314s | E: 42 | q_time/E: 0.441460s | shuffle time: 0.000278s
Wed Jan 27 07:31:32 2021 | q: 15/63 | q_time: 19.577763s | E: 47 | q_time/E: 0.416548s | shuffle time: 0.000276s
Wed Jan 27 07:31:53 2021 | q: 16/63 | q_time: 20.900155s | E: 51 | q_time/E: 0.409807s | shuffle time: 0.000277s
Wed Jan 27 07:32:18 2021 | q: 17/63 | q_time: 24.356638s | E: 56 | q_time/E: 0.434940s | shuffle time: 0.000278s
Wed Jan 27 07:32:44 2021 | q: 18/63 | q_time: 25.910100s | E: 60 | q_time/E: 0.431835s | shuffle time: 0.000277s
Wed Jan 27 07:33:13 2021 | q: 19/63 | q_time: 29.506478s | E: 64 | q_time/E: 0.461039s | shuffle time: 0.000280s
Wed Jan 27 07:33:46 2021 | q: 20/63 | q_time: 33.170783s | E: 69 | q_time/E: 0.480736s | shuffle time: 0.000278s
Wed Jan 27 07:34:18 2021 | q: 21/63 | q_time: 32.202586s | E: 74 | q_time/E: 0.435170s | shuffle time: 0.000279s
Wed Jan 27 07:34:59 2021 | q: 22/63 | q_time: 40.440343s | E: 80 | q_time/E: 0.505504s | shuffle time: 0.000279s
Wed Jan 27 07:35:36 2021 | q: 23/63 | q_time: 37.602117s | E: 85 | q_time/E: 0.442378s | shuffle time: 0.000278s
Wed Jan 27 07:36:15 2021 | q: 24/63 | q_time: 38.705134s | E: 91 | q_time/E: 0.425331s | shuffle time: 0.000274s
Wed Jan 27 07:36:58 2021 | q: 25/63 | q_time: 43.211953s | E: 97 | q_time/E: 0.445484s | shuffle time: 0.000277s
Wed Jan 27 07:37:46 2021 | q: 26/63 | q_time: 47.268122s | E: 103 | q_time/E: 0.458914s | shuffle time: 0.000276s
Wed Jan 27 07:38:30 2021 | q: 27/63 | q_time: 44.367571s | E: 108 | q_time/E: 0.410811s | shuffle time: 0.000277s
Wed Jan 27 07:39:17 2021 | q: 28/63 | q_time: 47.131756s | E: 115 | q_time/E: 0.409841s | shuffle time: 0.000278s
Wed Jan 27 07:40:11 2021 | q: 29/63 | q_time: 54.148916s | E: 121 | q_time/E: 0.447512s | shuffle time: 0.000273s
Wed Jan 27 07:41:05 2021 | q: 30/63 | q_time: 53.555823s | E: 126 | q_time/E: 0.425046s | shuffle time: 0.000274s
Wed Jan 27 07:42:01 2021 | q: 31/63 | q_time: 56.626701s | E: 131 | q_time/E: 0.432265s | shuffle time: 0.000274s
Wed Jan 27 07:43:02 2021 | q: 32/63 | q_time: 60.754554s | E: 137 | q_time/E: 0.443464s | shuffle time: 0.000269s
Wed Jan 27 07:43:59 2021 | q: 33/63 | q_time: 56.414536s | E: 140 | q_time/E: 0.402961s | shuffle time: 0.000272s
Wed Jan 27 07:45:00 2021 | q: 34/63 | q_time: 60.889690s | E: 143 | q_time/E: 0.425802s | shuffle time: 0.000274s
Wed Jan 27 07:46:04 2021 | q: 35/63 | q_time: 64.905236s | E: 145 | q_time/E: 0.447622s | shuffle time: 0.000274s
Wed Jan 27 07:47:03 2021 | q: 36/63 | q_time: 58.889675s | E: 146 | q_time/E: 0.403354s | shuffle time: 0.000276s
Wed Jan 27 07:48:05 2021 | q: 37/63 | q_time: 61.847978s | E: 147 | q_time/E: 0.420735s | shuffle time: 0.000274s
Wed Jan 27 07:49:07 2021 | q: 38/63 | q_time: 62.162818s | E: 148 | q_time/E: 0.420019s | shuffle time: 0.000276s
Wed Jan 27 07:50:12 2021 | q: 39/63 | q_time: 64.212279s | E: 150 | q_time/E: 0.428082s | shuffle time: 0.000274s
Wed Jan 27 07:51:22 2021 | q: 40/63 | q_time: 70.280655s | E: 152 | q_time/E: 0.462373s | shuffle time: 0.000275s
Wed Jan 27 07:52:29 2021 | q: 41/63 | q_time: 67.217522s | E: 154 | q_time/E: 0.436477s | shuffle time: 0.000276s
Wed Jan 27 07:53:32 2021 | q: 42/63 | q_time: 62.714322s | E: 156 | q_time/E: 0.402015s | shuffle time: 0.000273s
Wed Jan 27 07:54:39 2021 | q: 43/63 | q_time: 67.623276s | E: 159 | q_time/E: 0.425304s | shuffle time: 0.000276s
Wed Jan 27 07:55:46 2021 | q: 44/63 | q_time: 66.669614s | E: 162 | q_time/E: 0.411541s | shuffle time: 0.000273s
Wed Jan 27 07:56:56 2021 | q: 45/63 | q_time: 70.273870s | E: 165 | q_time/E: 0.425902s | shuffle time: 0.000274s
Wed Jan 27 07:58:17 2021 | q: 46/63 | q_time: 80.957868s | E: 167 | q_time/E: 0.484778s | shuffle time: 0.000271s
Wed Jan 27 07:59:33 2021 | q: 47/63 | q_time: 75.835456s | E: 169 | q_time/E: 0.448731s | shuffle time: 0.000276s
Wed Jan 27 08:00:54 2021 | q: 48/63 | q_time: 80.521426s | E: 171 | q_time/E: 0.470886s | shuffle time: 0.000273s
Wed Jan 27 08:02:18 2021 | q: 49/63 | q_time: 84.495046s | E: 173 | q_time/E: 0.488411s | shuffle time: 0.000270s
Wed Jan 27 08:03:36 2021 | q: 50/63 | q_time: 77.906948s | E: 175 | q_time/E: 0.445183s | shuffle time: 0.000271s
Wed Jan 27 08:04:50 2021 | q: 51/63 | q_time: 74.238278s | E: 177 | q_time/E: 0.419425s | shuffle time: 0.000271s
Wed Jan 27 08:06:11 2021 | q: 52/63 | q_time: 80.365952s | E: 178 | q_time/E: 0.451494s | shuffle time: 0.000269s
Wed Jan 27 08:07:28 2021 | q: 53/63 | q_time: 77.451947s | E: 179 | q_time/E: 0.432692s | shuffle time: 0.000269s
Wed Jan 27 08:08:49 2021 | q: 54/63 | q_time: 81.169317s | E: 180 | q_time/E: 0.450941s | shuffle time: 0.000268s
Wed Jan 27 08:10:14 2021 | q: 55/63 | q_time: 84.507241s | E: 182 | q_time/E: 0.464325s | shuffle time: 0.000264s
Wed Jan 27 08:11:38 2021 | q: 56/63 | q_time: 84.156358s | E: 184 | q_time/E: 0.457372s | shuffle time: 0.000263s
Wed Jan 27 08:13:03 2021 | q: 57/63 | q_time: 84.649192s | E: 186 | q_time/E: 0.455103s | shuffle time: 0.000265s
Wed Jan 27 08:14:21 2021 | q: 58/63 | q_time: 77.964983s | E: 188 | q_time/E: 0.414707s | shuffle time: 0.000262s
