q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.383431 1 0.383431 1279874 1279873 0
1 63 0.381038 1 0.381038 1279874 1279873 0
2 63 0.782509 2 0.391255 2561020 1865260 695759
3 63 1.579501 4 0.394875 5124663 3035329 2089333
4 63 2.827735 7 0.403962 9088165 4751519 4336645
5 63 4.055535 10 0.405554 12941361 6402436 6538924
6 63 12.663751 13 0.974135 17819032 8553701 9265330
7 63 6.864045 16 0.429003 21037306 9969200 11068105
8 63 7.793971 19 0.410209 24660926 11629075 13031850
9 63 9.120721 22 0.414578 28766421 13572644 15193776
10 63 13.749649 26 0.528833 33912896 15565310 18347585
11 63 13.656110 30 0.455204 43023252 19463035 23560216
12 63 16.822604 34 0.494782 53245842 23713842 29531999
13 63 25.414442 37 0.686877 59906052 27044511 32861540
14 63 22.141530 42 0.527179 70855027 31105150 39749876
15 63 42.776917 47 0.910147 139741419 60475193 79266225
16 63 25.392839 51 0.497899 81717314 35068498 46648815
17 63 27.530510 56 0.491616 88602620 37229560 51373059
18 63 30.740807 60 0.512347 94973373 39913240 55060132
19 63 29.777993 64 0.465281 95102593 39728822 55373770
20 63 40.645746 69 0.589069 100151088 41386739 58764348
21 63 38.034700 74 0.513982 105631091 42962134 62668956
22 63 39.090386 80 0.488630 126822425 50614063 76208361
23 63 37.122020 85 0.436730 120494079 47775470 72718608
24 63 39.307109 91 0.431946 128101314 49793389 78307924
25 63 42.691149 97 0.440115 140257741 53694714 86563026
26 63 47.818916 103 0.464261 158219504 60168601 98050902
27 63 45.629181 108 0.422492 151053699 56918344 94135354
28 63 50.188637 115 0.436423 165593464 61115223 104478240
29 63 53.769634 121 0.444377 173155529 63300280 109855248
30 63 67.927802 126 0.539110 176043752 64105913 111937838
31 63 54.556701 131 0.416463 184279434 67036394 117243039
32 63 78.897076 137 0.575891 217265971 78576542 138689428
33 63 60.233127 140 0.430237 204093857 73443508 130650348
34 63 60.998599 143 0.426564 196742235 71426321 125315913
35 63 62.598723 145 0.431715 211766948 77781275 133985672
36 63 75.055070 146 0.514076 221390560 83077374 138313185
37 63 63.460974 147 0.431707 213988084 80788469 133199614
38 63 65.421370 148 0.442036 221444846 84755086 136689759
39 63 62.543872 150 0.416959 212832902 81592470 131240431
40 63 73.023018 152 0.480415 249865231 95901777 153963453
41 63 66.460731 154 0.431563 226739506 87305763 139433742
42 63 70.271588 156 0.450459 239051054 92412464 146638589
43 63 88.713613 159 0.557947 260935043 101499971 159435071
44 63 70.492572 162 0.435139 242315050 93708129 148606920
45 63 84.046185 165 0.509371 290695671 111726517 178969153
46 63 99.455322 167 0.595541 345021544 132858149 212163394
47 63 85.656914 169 0.506846 297473225 114750587 182722637
48 63 112.383824 171 0.657215 364916971 140769593 224147377
49 63 128.690706 173 0.743877 449045053 174004017 275041035
50 63 83.659929 175 0.478057 292117877 113159892 178957984
51 63 90.134906 177 0.509237 316341116 121846076 194495039
52 63 82.674782 178 0.464465 289395395 111993031 177402363
53 63 78.414711 179 0.438071 272702093 104954749 167747343
54 63 80.638031 180 0.447989 282881061 109689196 173191864
55 63 76.170022 182 0.418517 266468407 102628720 163839686
56 63 103.951813 184 0.564956 369383663 142055216 227328446
57 63 81.483147 186 0.438081 288230833 110205312 178025520
58 63 93.648142 188 0.498128 288140738 109447581 178693156
59 63 79.464782 191 0.416046 273704059 102443847 171260211
60 63 85.094235 194 0.438630 292699802 108777380 183922421
61 63 90.083891 197 0.457279 301368256 110878269 190489986
62 63 93.963067 199 0.472176 321853545 118183915 203669629
63 63 103.086247 200 0.515431 345333489 126801076 218532412
3482.11
