run: 63 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 04:45:56 2021 | q: 0/63 | q_time: 0.382054s | E: 1 | q_time/E: 0.382054s | shuffle time: 0.000000s
Wed Jan 27 04:45:57 2021 | q: 1/63 | q_time: 0.380502s | E: 1 | q_time/E: 0.380502s | shuffle time: 0.000258s
Wed Jan 27 04:45:57 2021 | q: 2/63 | q_time: 0.781819s | E: 2 | q_time/E: 0.390909s | shuffle time: 0.000272s
Wed Jan 27 04:45:59 2021 | q: 3/63 | q_time: 1.579388s | E: 4 | q_time/E: 0.394847s | shuffle time: 0.000268s
Wed Jan 27 04:46:02 2021 | q: 4/63 | q_time: 2.804336s | E: 7 | q_time/E: 0.400619s | shuffle time: 0.000276s
Wed Jan 27 04:46:06 2021 | q: 5/63 | q_time: 4.078915s | E: 10 | q_time/E: 0.407891s | shuffle time: 0.000278s
Wed Jan 27 04:46:12 2021 | q: 6/63 | q_time: 5.690891s | E: 13 | q_time/E: 0.437761s | shuffle time: 0.000280s
Wed Jan 27 04:46:18 2021 | q: 7/63 | q_time: 6.623728s | E: 16 | q_time/E: 0.413983s | shuffle time: 0.000278s
Wed Jan 27 04:46:26 2021 | q: 8/63 | q_time: 7.798409s | E: 19 | q_time/E: 0.410443s | shuffle time: 0.000277s
Wed Jan 27 04:46:35 2021 | q: 9/63 | q_time: 9.211899s | E: 22 | q_time/E: 0.418723s | shuffle time: 0.000279s
Wed Jan 27 04:46:47 2021 | q: 10/63 | q_time: 11.557457s | E: 26 | q_time/E: 0.444518s | shuffle time: 0.000281s
Wed Jan 27 04:47:01 2021 | q: 11/63 | q_time: 14.535096s | E: 30 | q_time/E: 0.484503s | shuffle time: 0.000283s
Wed Jan 27 04:47:21 2021 | q: 12/63 | q_time: 19.676367s | E: 34 | q_time/E: 0.578717s | shuffle time: 0.000281s
Wed Jan 27 04:47:37 2021 | q: 13/63 | q_time: 15.799558s | E: 37 | q_time/E: 0.427015s | shuffle time: 0.000282s
Wed Jan 27 04:47:57 2021 | q: 14/63 | q_time: 19.805600s | E: 42 | q_time/E: 0.471562s | shuffle time: 0.000280s
Wed Jan 27 04:48:19 2021 | q: 15/63 | q_time: 22.654173s | E: 47 | q_time/E: 0.482004s | shuffle time: 0.000277s
Wed Jan 27 04:48:43 2021 | q: 16/63 | q_time: 23.704440s | E: 51 | q_time/E: 0.464793s | shuffle time: 0.000275s
Wed Jan 27 04:49:09 2021 | q: 17/63 | q_time: 26.059777s | E: 56 | q_time/E: 0.465353s | shuffle time: 0.000278s
Wed Jan 27 04:49:36 2021 | q: 18/63 | q_time: 27.213015s | E: 60 | q_time/E: 0.453550s | shuffle time: 0.000279s
Wed Jan 27 04:50:04 2021 | q: 19/63 | q_time: 27.841220s | E: 64 | q_time/E: 0.435019s | shuffle time: 0.000281s
Wed Jan 27 04:50:37 2021 | q: 20/63 | q_time: 32.695821s | E: 69 | q_time/E: 0.473852s | shuffle time: 0.000283s
Wed Jan 27 04:51:09 2021 | q: 21/63 | q_time: 31.760282s | E: 74 | q_time/E: 0.429193s | shuffle time: 0.000280s
Wed Jan 27 04:51:45 2021 | q: 22/63 | q_time: 36.846597s | E: 80 | q_time/E: 0.460582s | shuffle time: 0.000283s
Wed Jan 27 04:52:23 2021 | q: 23/63 | q_time: 37.212766s | E: 85 | q_time/E: 0.437797s | shuffle time: 0.000278s
Wed Jan 27 04:53:03 2021 | q: 24/63 | q_time: 39.943946s | E: 91 | q_time/E: 0.438944s | shuffle time: 0.000282s
Wed Jan 27 04:53:44 2021 | q: 25/63 | q_time: 41.528018s | E: 97 | q_time/E: 0.428124s | shuffle time: 0.000279s
Wed Jan 27 04:54:31 2021 | q: 26/63 | q_time: 47.118863s | E: 103 | q_time/E: 0.457465s | shuffle time: 0.000277s
Wed Jan 27 04:55:16 2021 | q: 27/63 | q_time: 45.097621s | E: 108 | q_time/E: 0.417571s | shuffle time: 0.000277s
Wed Jan 27 04:56:10 2021 | q: 28/63 | q_time: 53.745593s | E: 115 | q_time/E: 0.467353s | shuffle time: 0.000275s
Wed Jan 27 04:57:01 2021 | q: 29/63 | q_time: 51.325029s | E: 121 | q_time/E: 0.424174s | shuffle time: 0.000274s
Wed Jan 27 04:57:55 2021 | q: 30/63 | q_time: 53.632667s | E: 126 | q_time/E: 0.425656s | shuffle time: 0.000271s
Wed Jan 27 04:58:50 2021 | q: 31/63 | q_time: 54.649775s | E: 131 | q_time/E: 0.417174s | shuffle time: 0.000273s
Wed Jan 27 04:59:50 2021 | q: 32/63 | q_time: 60.287079s | E: 137 | q_time/E: 0.440052s | shuffle time: 0.000274s
Wed Jan 27 05:00:49 2021 | q: 33/63 | q_time: 58.726407s | E: 140 | q_time/E: 0.419474s | shuffle time: 0.000276s
Wed Jan 27 05:01:56 2021 | q: 34/63 | q_time: 67.584765s | E: 143 | q_time/E: 0.472621s | shuffle time: 0.000277s
