q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.378515 1 0.378515 1279874 1279873 0
1 63 0.376230 1 0.376230 1279874 1279873 0
2 63 0.773229 2 0.386614 2560095 1865667 694427
3 63 1.560577 4 0.390144 5123680 3041638 2082041
4 63 2.806600 7 0.400943 9126079 4771484 4354594
5 63 3.985363 10 0.398536 12871217 6318826 6552390
6 63 5.232831 13 0.402525 16839257 8025951 8813305
7 63 6.487775 16 0.405486 20829299 9859790 10969508
8 63 7.775805 19 0.409253 24885200 11727116 13158083
9 63 9.119237 22 0.414511 29096341 13808593 15287747
10 63 10.715901 26 0.412150 34021112 15591721 18429390
11 63 12.920017 30 0.430667 41022761 18495704 22527056
12 63 19.300319 34 0.567656 62092754 27704603 34388150
13 63 15.417939 37 0.416701 49057058 22035053 27022004
14 63 19.017374 42 0.452795 61057861 26557688 34500172
15 63 21.792786 47 0.463676 70449704 30044618 40405085
16 63 23.054575 51 0.452050 74600311 31732336 42867974
17 63 26.016205 56 0.464575 84805495 35479483 49326011
18 63 24.896090 60 0.414935 80916333 33698814 47217518
19 63 28.742727 64 0.449105 92635110 38681711 53953398
20 63 30.516309 69 0.442265 98697439 40675199 58022239
21 63 34.094244 74 0.460733 110954651 45432279 65522371
22 63 38.190317 80 0.477379 124896246 49915568 74980677
23 63 36.856079 85 0.433601 120644182 47739171 72905010
24 63 39.750860 91 0.436823 130400229 51101432 79298796
25 63 42.003177 97 0.433022 136631777 52206552 84425224
26 63 49.276278 103 0.478410 163106585 62160688 100945896
27 63 47.909818 108 0.443609 157786499 59722160 98064338
28 63 51.381028 115 0.446792 170900844 63009258 107891585
29 63 50.282699 121 0.415559 167918286 61108940 106809345
30 63 57.196676 126 0.453942 191575143 69964194 121610948
31 63 56.245015 131 0.429351 189561649 69205413 120356235
32 63 60.470891 137 0.441393 204680935 73307969 131372965
33 63 63.634848 140 0.454535 215639980 78114667 137525312
34 63 61.191863 143 0.427915 207229778 75205174 132024603
35 63 61.191938 145 0.422013 207453661 76454321 130999339
36 63 61.591809 146 0.421862 209435507 78218431 131217075
37 63 64.025390 147 0.435547 217308493 82062342 135246150
38 63 63.779232 148 0.430941 216549967 82642244 133907722
39 63 65.400149 150 0.436001 222908800 85897822 137010977
40 63 73.977389 152 0.486693 253431258 97793742 155637515
41 63 70.081375 154 0.455074 239143076 92673848 146469227
42 63 67.322420 156 0.431554 229503548 88735641 140767906
43 63 67.526647 159 0.424696 231340760 89758247 141582512
44 63 77.857784 162 0.480604 267809229 103722039 164087189
45 63 69.139956 165 0.419030 237398688 91442352 145956335
46 63 74.645322 167 0.446978 258163960 100011989 158151970
47 63 75.061184 169 0.444149 259921660 100547471 159374188
48 63 78.263745 171 0.457683 271164925 104873410 166291514
49 63 80.656398 173 0.466222 280850978 108401770 172449207
50 63 77.905141 175 0.445172 270966684 104362012 166604671
51 63 76.157064 177 0.430266 265683739 101923496 163760242
52 63 76.757374 178 0.431221 268296376 103257963 165038412
53 63 75.649190 179 0.422621 264721158 102590495 162130662
54 63 79.586280 180 0.442146 277858793 108432194 169426598
55 63 84.970407 182 0.466870 299695187 115954377 183740809
56 63 88.174153 184 0.479207 312149737 120348515 191801221
57 63 83.257337 186 0.447620 294885134 112800573 182084560
58 63 89.812121 188 0.477724 319083021 122144728 196938292
59 63 86.989356 191 0.455442 308712811 115778324 192934486
60 63 90.621702 194 0.467122 323470106 121059424 202410681
61 63 94.699040 197 0.480706 340613446 126261525 214351920
62 63 107.556005 199 0.540482 388588291 143063230 245525060
63 63 99.123387 200 0.495617 358115280 131000268 227115011
3221.15
