run: 97 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Thu Jan 28 10:51:05 2021 | q: 0/63 | q_time: 0.375047s | E: 1 | q_time/E: 0.375047s | shuffle time: 0.000000s
Thu Jan 28 10:51:06 2021 | q: 1/63 | q_time: 0.372923s | E: 1 | q_time/E: 0.372923s | shuffle time: 0.000251s
Thu Jan 28 10:51:07 2021 | q: 2/63 | q_time: 0.765000s | E: 2 | q_time/E: 0.382500s | shuffle time: 0.000266s
Thu Jan 28 10:51:08 2021 | q: 3/63 | q_time: 1.544042s | E: 4 | q_time/E: 0.386010s | shuffle time: 0.000263s
Thu Jan 28 10:51:11 2021 | q: 4/63 | q_time: 2.755507s | E: 7 | q_time/E: 0.393644s | shuffle time: 0.000271s
Thu Jan 28 10:51:15 2021 | q: 5/63 | q_time: 3.959180s | E: 10 | q_time/E: 0.395918s | shuffle time: 0.000276s
Thu Jan 28 10:51:20 2021 | q: 6/63 | q_time: 5.229497s | E: 13 | q_time/E: 0.402269s | shuffle time: 0.000273s
Thu Jan 28 10:51:26 2021 | q: 7/63 | q_time: 6.343163s | E: 16 | q_time/E: 0.396448s | shuffle time: 0.000273s
Thu Jan 28 10:51:34 2021 | q: 8/63 | q_time: 7.656448s | E: 19 | q_time/E: 0.402971s | shuffle time: 0.000274s
Thu Jan 28 10:51:43 2021 | q: 9/63 | q_time: 8.789022s | E: 22 | q_time/E: 0.399501s | shuffle time: 0.000274s
Thu Jan 28 10:51:53 2021 | q: 10/63 | q_time: 10.601696s | E: 26 | q_time/E: 0.407758s | shuffle time: 0.000274s
Thu Jan 28 10:52:08 2021 | q: 11/63 | q_time: 14.173516s | E: 30 | q_time/E: 0.472451s | shuffle time: 0.000276s
Thu Jan 28 10:52:23 2021 | q: 12/63 | q_time: 15.300105s | E: 34 | q_time/E: 0.450003s | shuffle time: 0.000276s
Thu Jan 28 10:52:41 2021 | q: 13/63 | q_time: 18.522171s | E: 37 | q_time/E: 0.500599s | shuffle time: 0.000278s
Thu Jan 28 10:53:02 2021 | q: 14/63 | q_time: 20.157959s | E: 42 | q_time/E: 0.479951s | shuffle time: 0.000283s
Thu Jan 28 10:53:22 2021 | q: 15/63 | q_time: 20.261140s | E: 47 | q_time/E: 0.431088s | shuffle time: 0.000276s
Thu Jan 28 10:53:44 2021 | q: 16/63 | q_time: 22.251882s | E: 51 | q_time/E: 0.436311s | shuffle time: 0.000275s
Thu Jan 28 10:54:10 2021 | q: 17/63 | q_time: 25.575964s | E: 56 | q_time/E: 0.456714s | shuffle time: 0.000275s
Thu Jan 28 10:54:37 2021 | q: 18/63 | q_time: 27.343573s | E: 60 | q_time/E: 0.455726s | shuffle time: 0.000276s
Thu Jan 28 10:55:05 2021 | q: 19/63 | q_time: 28.046659s | E: 64 | q_time/E: 0.438229s | shuffle time: 0.000277s
Thu Jan 28 10:55:36 2021 | q: 20/63 | q_time: 30.747556s | E: 69 | q_time/E: 0.445617s | shuffle time: 0.000276s
Thu Jan 28 10:56:09 2021 | q: 21/63 | q_time: 33.064010s | E: 74 | q_time/E: 0.446811s | shuffle time: 0.000277s
Thu Jan 28 10:56:44 2021 | q: 22/63 | q_time: 34.703193s | E: 80 | q_time/E: 0.433790s | shuffle time: 0.000277s
Thu Jan 28 10:57:19 2021 | q: 23/63 | q_time: 35.075601s | E: 85 | q_time/E: 0.412654s | shuffle time: 0.000272s
Thu Jan 28 10:57:57 2021 | q: 24/63 | q_time: 38.011769s | E: 91 | q_time/E: 0.417712s | shuffle time: 0.000274s
Thu Jan 28 10:58:39 2021 | q: 25/63 | q_time: 42.014306s | E: 97 | q_time/E: 0.433137s | shuffle time: 0.000274s
Thu Jan 28 10:59:31 2021 | q: 26/63 | q_time: 52.767601s | E: 103 | q_time/E: 0.512307s | shuffle time: 0.000271s
Thu Jan 28 11:00:17 2021 | q: 27/63 | q_time: 45.454746s | E: 108 | q_time/E: 0.420877s | shuffle time: 0.000274s
Thu Jan 28 11:01:09 2021 | q: 28/63 | q_time: 52.054209s | E: 115 | q_time/E: 0.452645s | shuffle time: 0.000272s
Thu Jan 28 11:02:00 2021 | q: 29/63 | q_time: 50.496529s | E: 121 | q_time/E: 0.417327s | shuffle time: 0.000270s
Thu Jan 28 11:02:51 2021 | q: 30/63 | q_time: 51.917436s | E: 126 | q_time/E: 0.412043s | shuffle time: 0.000267s
Thu Jan 28 11:03:48 2021 | q: 31/63 | q_time: 56.400887s | E: 131 | q_time/E: 0.430541s | shuffle time: 0.000268s
Thu Jan 28 11:04:53 2021 | q: 32/63 | q_time: 65.095619s | E: 137 | q_time/E: 0.475151s | shuffle time: 0.000267s
Thu Jan 28 11:05:54 2021 | q: 33/63 | q_time: 60.995005s | E: 140 | q_time/E: 0.435679s | shuffle time: 0.000270s
Thu Jan 28 11:06:53 2021 | q: 34/63 | q_time: 58.616231s | E: 143 | q_time/E: 0.409904s | shuffle time: 0.000279s
Thu Jan 28 11:07:50 2021 | q: 35/63 | q_time: 57.792647s | E: 145 | q_time/E: 0.398570s | shuffle time: 0.000271s
Thu Jan 28 11:08:52 2021 | q: 36/63 | q_time: 61.922529s | E: 146 | q_time/E: 0.424127s | shuffle time: 0.000271s
Thu Jan 28 11:09:53 2021 | q: 37/63 | q_time: 60.602515s | E: 147 | q_time/E: 0.412262s | shuffle time: 0.000268s
Thu Jan 28 11:10:52 2021 | q: 38/63 | q_time: 59.286596s | E: 148 | q_time/E: 0.400585s | shuffle time: 0.000271s
Thu Jan 28 11:11:55 2021 | q: 39/63 | q_time: 62.655860s | E: 150 | q_time/E: 0.417706s | shuffle time: 0.000270s
Thu Jan 28 11:13:13 2021 | q: 40/63 | q_time: 78.137718s | E: 152 | q_time/E: 0.514064s | shuffle time: 0.000270s
Thu Jan 28 11:14:18 2021 | q: 41/63 | q_time: 64.782169s | E: 154 | q_time/E: 0.420663s | shuffle time: 0.000274s
Thu Jan 28 11:15:25 2021 | q: 42/63 | q_time: 66.843431s | E: 156 | q_time/E: 0.428484s | shuffle time: 0.000272s
Thu Jan 28 11:16:30 2021 | q: 43/63 | q_time: 65.181180s | E: 159 | q_time/E: 0.409945s | shuffle time: 0.000272s
Thu Jan 28 11:17:37 2021 | q: 44/63 | q_time: 67.704121s | E: 162 | q_time/E: 0.417927s | shuffle time: 0.000268s
Thu Jan 28 11:18:48 2021 | q: 45/63 | q_time: 70.410868s | E: 165 | q_time/E: 0.426733s | shuffle time: 0.000270s
Thu Jan 28 11:20:00 2021 | q: 46/63 | q_time: 72.088818s | E: 167 | q_time/E: 0.431670s | shuffle time: 0.000272s
Thu Jan 28 11:21:06 2021 | q: 47/63 | q_time: 66.462795s | E: 169 | q_time/E: 0.393271s | shuffle time: 0.000269s
Thu Jan 28 11:22:23 2021 | q: 48/63 | q_time: 76.382290s | E: 171 | q_time/E: 0.446680s | shuffle time: 0.000269s
Thu Jan 28 11:24:29 2021 | q: 49/63 | q_time: 126.192625s | E: 173 | q_time/E: 0.729437s | shuffle time: 0.000269s
Thu Jan 28 11:25:59 2021 | q: 50/63 | q_time: 90.446594s | E: 175 | q_time/E: 0.516838s | shuffle time: 0.000267s
Thu Jan 28 11:27:25 2021 | q: 51/63 | q_time: 85.437477s | E: 177 | q_time/E: 0.482698s | shuffle time: 0.000265s
Thu Jan 28 11:28:51 2021 | q: 52/63 | q_time: 86.020496s | E: 178 | q_time/E: 0.483261s | shuffle time: 0.000266s
Thu Jan 28 11:30:18 2021 | q: 53/63 | q_time: 86.852125s | E: 179 | q_time/E: 0.485207s | shuffle time: 0.000263s
Thu Jan 28 11:31:39 2021 | q: 54/63 | q_time: 81.081093s | E: 180 | q_time/E: 0.450451s | shuffle time: 0.000263s
Thu Jan 28 11:33:02 2021 | q: 55/63 | q_time: 83.117188s | E: 182 | q_time/E: 0.456688s | shuffle time: 0.000262s
Thu Jan 28 11:34:29 2021 | q: 56/63 | q_time: 86.976976s | E: 184 | q_time/E: 0.472701s | shuffle time: 0.000262s
Thu Jan 28 11:35:51 2021 | q: 57/63 | q_time: 82.512072s | E: 186 | q_time/E: 0.443613s | shuffle time: 0.000261s
Thu Jan 28 11:37:20 2021 | q: 58/63 | q_time: 88.423293s | E: 188 | q_time/E: 0.470337s | shuffle time: 0.000259s
Thu Jan 28 11:38:39 2021 | q: 59/63 | q_time: 78.667091s | E: 191 | q_time/E: 0.411870s | shuffle time: 0.000260s
Thu Jan 28 11:39:59 2021 | q: 60/63 | q_time: 80.867885s | E: 194 | q_time/E: 0.416845s | shuffle time: 0.000257s
Thu Jan 28 11:41:31 2021 | q: 61/63 | q_time: 91.613141s | E: 197 | q_time/E: 0.465041s | shuffle time: 0.000258s
Thu Jan 28 11:42:59 2021 | q: 62/63 | q_time: 88.462521s | E: 199 | q_time/E: 0.444535s | shuffle time: 0.000257s
Thu Jan 28 11:44:32 2021 | q: 63/63 | q_time: 92.459526s | E: 200 | q_time/E: 0.462298s | shuffle time: 0.000256s
