run: 9 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Mon Jan 25 03:12:41 2021 | q: 0/63 | q_time: 0.381840s | E: 1 | q_time/E: 0.381840s | shuffle time: 0.000000s
Mon Jan 25 03:12:41 2021 | q: 1/63 | q_time: 0.380768s | E: 1 | q_time/E: 0.380768s | shuffle time: 0.000260s
Mon Jan 25 03:12:42 2021 | q: 2/63 | q_time: 0.782501s | E: 2 | q_time/E: 0.391251s | shuffle time: 0.000277s
Mon Jan 25 03:12:44 2021 | q: 3/63 | q_time: 1.578034s | E: 4 | q_time/E: 0.394508s | shuffle time: 0.000269s
Mon Jan 25 03:12:47 2021 | q: 4/63 | q_time: 2.803268s | E: 7 | q_time/E: 0.400467s | shuffle time: 0.000279s
Mon Jan 25 03:12:58 2021 | q: 5/63 | q_time: 11.569741s | E: 10 | q_time/E: 1.156974s | shuffle time: 0.000281s
Mon Jan 25 03:13:04 2021 | q: 6/63 | q_time: 5.390370s | E: 13 | q_time/E: 0.414644s | shuffle time: 0.000280s
Mon Jan 25 03:13:10 2021 | q: 7/63 | q_time: 6.701360s | E: 16 | q_time/E: 0.418835s | shuffle time: 0.000277s
Mon Jan 25 03:13:18 2021 | q: 8/63 | q_time: 7.865686s | E: 19 | q_time/E: 0.413983s | shuffle time: 0.000279s
Mon Jan 25 03:13:27 2021 | q: 9/63 | q_time: 9.040733s | E: 22 | q_time/E: 0.410942s | shuffle time: 0.000281s
Mon Jan 25 03:13:40 2021 | q: 10/63 | q_time: 12.667827s | E: 26 | q_time/E: 0.487224s | shuffle time: 0.000280s
Mon Jan 25 03:13:56 2021 | q: 11/63 | q_time: 15.992987s | E: 30 | q_time/E: 0.533100s | shuffle time: 0.000280s
Mon Jan 25 03:14:13 2021 | q: 12/63 | q_time: 17.310168s | E: 34 | q_time/E: 0.509123s | shuffle time: 0.000287s
Mon Jan 25 03:14:30 2021 | q: 13/63 | q_time: 16.466939s | E: 37 | q_time/E: 0.445052s | shuffle time: 0.000285s
Mon Jan 25 03:14:49 2021 | q: 14/63 | q_time: 19.442638s | E: 42 | q_time/E: 0.462920s | shuffle time: 0.000284s
Mon Jan 25 03:15:16 2021 | q: 15/63 | q_time: 27.408636s | E: 47 | q_time/E: 0.583162s | shuffle time: 0.000280s
Mon Jan 25 03:15:43 2021 | q: 16/63 | q_time: 26.629530s | E: 51 | q_time/E: 0.522148s | shuffle time: 0.000278s
Mon Jan 25 03:16:08 2021 | q: 17/63 | q_time: 24.580875s | E: 56 | q_time/E: 0.438944s | shuffle time: 0.000341s
Mon Jan 25 03:16:33 2021 | q: 18/63 | q_time: 25.158003s | E: 60 | q_time/E: 0.419300s | shuffle time: 0.000282s
Mon Jan 25 03:17:01 2021 | q: 19/63 | q_time: 28.622160s | E: 64 | q_time/E: 0.447221s | shuffle time: 0.000282s
Mon Jan 25 03:17:34 2021 | q: 20/63 | q_time: 32.466928s | E: 69 | q_time/E: 0.470535s | shuffle time: 0.000282s
Mon Jan 25 03:18:09 2021 | q: 21/63 | q_time: 35.254524s | E: 74 | q_time/E: 0.476412s | shuffle time: 0.000281s
Mon Jan 25 03:18:47 2021 | q: 22/63 | q_time: 38.197419s | E: 80 | q_time/E: 0.477468s | shuffle time: 0.000282s
Mon Jan 25 03:19:26 2021 | q: 23/63 | q_time: 38.838818s | E: 85 | q_time/E: 0.456927s | shuffle time: 0.000281s
Mon Jan 25 03:20:07 2021 | q: 24/63 | q_time: 40.418132s | E: 91 | q_time/E: 0.444155s | shuffle time: 0.000279s
Mon Jan 25 03:20:57 2021 | q: 25/63 | q_time: 50.677076s | E: 97 | q_time/E: 0.522444s | shuffle time: 0.000281s
Mon Jan 25 03:21:57 2021 | q: 26/63 | q_time: 59.598505s | E: 103 | q_time/E: 0.578626s | shuffle time: 0.000282s
Mon Jan 25 03:22:45 2021 | q: 27/63 | q_time: 47.969990s | E: 108 | q_time/E: 0.444167s | shuffle time: 0.000278s
Mon Jan 25 03:23:36 2021 | q: 28/63 | q_time: 50.935852s | E: 115 | q_time/E: 0.442920s | shuffle time: 0.000278s
Mon Jan 25 03:24:28 2021 | q: 29/63 | q_time: 52.249130s | E: 121 | q_time/E: 0.431811s | shuffle time: 0.000277s
Mon Jan 25 03:25:20 2021 | q: 30/63 | q_time: 52.326723s | E: 126 | q_time/E: 0.415291s | shuffle time: 0.000274s
Mon Jan 25 03:26:15 2021 | q: 31/63 | q_time: 54.743748s | E: 131 | q_time/E: 0.417891s | shuffle time: 0.000277s
Mon Jan 25 03:27:17 2021 | q: 32/63 | q_time: 61.491194s | E: 137 | q_time/E: 0.448841s | shuffle time: 0.000276s
Mon Jan 25 03:28:20 2021 | q: 33/63 | q_time: 63.837639s | E: 140 | q_time/E: 0.455983s | shuffle time: 0.000276s
Mon Jan 25 03:29:39 2021 | q: 34/63 | q_time: 78.492378s | E: 143 | q_time/E: 0.548898s | shuffle time: 0.000279s
Mon Jan 25 03:30:55 2021 | q: 35/63 | q_time: 75.965725s | E: 145 | q_time/E: 0.523902s | shuffle time: 0.000275s
Mon Jan 25 03:32:03 2021 | q: 36/63 | q_time: 68.047296s | E: 146 | q_time/E: 0.466077s | shuffle time: 0.000276s
Mon Jan 25 03:33:09 2021 | q: 37/63 | q_time: 66.145370s | E: 147 | q_time/E: 0.449969s | shuffle time: 0.000275s
Mon Jan 25 03:34:28 2021 | q: 38/63 | q_time: 78.656616s | E: 148 | q_time/E: 0.531464s | shuffle time: 0.000277s
Mon Jan 25 03:35:43 2021 | q: 39/63 | q_time: 75.256836s | E: 150 | q_time/E: 0.501712s | shuffle time: 0.000274s
Mon Jan 25 03:37:00 2021 | q: 40/63 | q_time: 77.001401s | E: 152 | q_time/E: 0.506588s | shuffle time: 0.000275s
Mon Jan 25 03:38:23 2021 | q: 41/63 | q_time: 83.381135s | E: 154 | q_time/E: 0.541436s | shuffle time: 0.000278s
Mon Jan 25 03:39:39 2021 | q: 42/63 | q_time: 75.552515s | E: 156 | q_time/E: 0.484311s | shuffle time: 0.000277s
Mon Jan 25 03:40:52 2021 | q: 43/63 | q_time: 73.505589s | E: 159 | q_time/E: 0.462299s | shuffle time: 0.000275s
Mon Jan 25 03:42:03 2021 | q: 44/63 | q_time: 70.379974s | E: 162 | q_time/E: 0.434444s | shuffle time: 0.000312s
Mon Jan 25 03:43:12 2021 | q: 45/63 | q_time: 68.997154s | E: 165 | q_time/E: 0.418165s | shuffle time: 0.000271s
Mon Jan 25 03:44:36 2021 | q: 46/63 | q_time: 84.578880s | E: 167 | q_time/E: 0.506460s | shuffle time: 0.000273s
Mon Jan 25 03:46:00 2021 | q: 47/63 | q_time: 83.527559s | E: 169 | q_time/E: 0.494246s | shuffle time: 0.000277s
Mon Jan 25 03:47:36 2021 | q: 48/63 | q_time: 96.392130s | E: 171 | q_time/E: 0.563697s | shuffle time: 0.000274s
Mon Jan 25 03:49:24 2021 | q: 49/63 | q_time: 107.450708s | E: 173 | q_time/E: 0.621102s | shuffle time: 0.000412s
Mon Jan 25 03:50:55 2021 | q: 50/63 | q_time: 90.849134s | E: 175 | q_time/E: 0.519138s | shuffle time: 0.000272s
Mon Jan 25 03:52:12 2021 | q: 51/63 | q_time: 77.855841s | E: 177 | q_time/E: 0.439864s | shuffle time: 0.000272s
Mon Jan 25 03:53:37 2021 | q: 52/63 | q_time: 84.666398s | E: 178 | q_time/E: 0.475654s | shuffle time: 0.000272s
Mon Jan 25 03:55:06 2021 | q: 53/63 | q_time: 88.557311s | E: 179 | q_time/E: 0.494734s | shuffle time: 0.000270s
Mon Jan 25 03:56:37 2021 | q: 54/63 | q_time: 91.222784s | E: 180 | q_time/E: 0.506793s | shuffle time: 0.000270s
Mon Jan 25 03:58:09 2021 | q: 55/63 | q_time: 91.648593s | E: 182 | q_time/E: 0.503564s | shuffle time: 0.000266s
Mon Jan 25 03:59:51 2021 | q: 56/63 | q_time: 102.249661s | E: 184 | q_time/E: 0.555705s | shuffle time: 0.000264s
Mon Jan 25 04:01:32 2021 | q: 57/63 | q_time: 101.080954s | E: 186 | q_time/E: 0.543446s | shuffle time: 0.000266s
Mon Jan 25 04:02:58 2021 | q: 58/63 | q_time: 85.739541s | E: 188 | q_time/E: 0.456061s | shuffle time: 0.000266s
Mon Jan 25 04:04:37 2021 | q: 59/63 | q_time: 99.661670s | E: 191 | q_time/E: 0.521789s | shuffle time: 0.000266s
Mon Jan 25 04:06:24 2021 | q: 60/63 | q_time: 106.714247s | E: 194 | q_time/E: 0.550073s | shuffle time: 0.000270s
Mon Jan 25 04:08:02 2021 | q: 61/63 | q_time: 97.593206s | E: 197 | q_time/E: 0.495397s | shuffle time: 0.000266s
Mon Jan 25 04:09:38 2021 | q: 62/63 | q_time: 96.888184s | E: 199 | q_time/E: 0.486875s | shuffle time: 0.000263s
Mon Jan 25 04:11:13 2021 | q: 63/63 | q_time: 94.016833s | E: 200 | q_time/E: 0.470084s | shuffle time: 0.000279s
