run: 50 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 17:08:57 2021 | q: 0/63 | q_time: 0.378255s | E: 1 | q_time/E: 0.378255s | shuffle time: 0.000000s
Tue Jan 26 17:08:57 2021 | q: 1/63 | q_time: 0.376495s | E: 1 | q_time/E: 0.376495s | shuffle time: 0.000255s
Tue Jan 26 17:08:58 2021 | q: 2/63 | q_time: 0.773325s | E: 2 | q_time/E: 0.386662s | shuffle time: 0.000271s
Tue Jan 26 17:09:00 2021 | q: 3/63 | q_time: 1.859391s | E: 4 | q_time/E: 0.464848s | shuffle time: 0.000266s
Tue Jan 26 17:09:02 2021 | q: 4/63 | q_time: 2.882185s | E: 7 | q_time/E: 0.411741s | shuffle time: 0.000391s
Tue Jan 26 17:09:06 2021 | q: 5/63 | q_time: 4.020602s | E: 10 | q_time/E: 0.402060s | shuffle time: 0.000273s
Tue Jan 26 17:09:12 2021 | q: 6/63 | q_time: 5.527960s | E: 13 | q_time/E: 0.425228s | shuffle time: 0.000277s
Tue Jan 26 17:09:18 2021 | q: 7/63 | q_time: 6.425365s | E: 16 | q_time/E: 0.401585s | shuffle time: 0.000275s
Tue Jan 26 17:09:26 2021 | q: 8/63 | q_time: 7.896184s | E: 19 | q_time/E: 0.415589s | shuffle time: 0.000277s
Tue Jan 26 17:09:35 2021 | q: 9/63 | q_time: 8.957472s | E: 22 | q_time/E: 0.407158s | shuffle time: 0.000275s
Tue Jan 26 17:09:46 2021 | q: 10/63 | q_time: 11.041307s | E: 26 | q_time/E: 0.424666s | shuffle time: 0.000277s
Tue Jan 26 17:09:58 2021 | q: 11/63 | q_time: 12.166714s | E: 30 | q_time/E: 0.405557s | shuffle time: 0.000277s
Tue Jan 26 17:10:19 2021 | q: 12/63 | q_time: 20.501340s | E: 34 | q_time/E: 0.602981s | shuffle time: 0.000278s
Tue Jan 26 17:10:35 2021 | q: 13/63 | q_time: 15.597213s | E: 37 | q_time/E: 0.421546s | shuffle time: 0.000280s
Tue Jan 26 17:10:54 2021 | q: 14/63 | q_time: 19.277152s | E: 42 | q_time/E: 0.458980s | shuffle time: 0.000279s
Tue Jan 26 17:11:36 2021 | q: 15/63 | q_time: 42.612924s | E: 47 | q_time/E: 0.906658s | shuffle time: 0.000275s
Tue Jan 26 17:12:02 2021 | q: 16/63 | q_time: 25.313175s | E: 51 | q_time/E: 0.496337s | shuffle time: 0.000275s
Tue Jan 26 17:12:30 2021 | q: 17/63 | q_time: 27.924753s | E: 56 | q_time/E: 0.498656s | shuffle time: 0.000279s
Tue Jan 26 17:12:56 2021 | q: 18/63 | q_time: 26.496833s | E: 60 | q_time/E: 0.441614s | shuffle time: 0.000279s
Tue Jan 26 17:13:25 2021 | q: 19/63 | q_time: 29.234188s | E: 64 | q_time/E: 0.456784s | shuffle time: 0.000279s
Tue Jan 26 17:13:57 2021 | q: 20/63 | q_time: 31.978826s | E: 69 | q_time/E: 0.463461s | shuffle time: 0.000283s
Tue Jan 26 17:14:32 2021 | q: 21/63 | q_time: 35.078348s | E: 74 | q_time/E: 0.474032s | shuffle time: 0.000280s
Tue Jan 26 17:15:12 2021 | q: 22/63 | q_time: 39.882248s | E: 80 | q_time/E: 0.498528s | shuffle time: 0.000278s
Tue Jan 26 17:15:50 2021 | q: 23/63 | q_time: 37.164065s | E: 85 | q_time/E: 0.437224s | shuffle time: 0.000274s
Tue Jan 26 17:16:28 2021 | q: 24/63 | q_time: 38.177759s | E: 91 | q_time/E: 0.419536s | shuffle time: 0.000275s
Tue Jan 26 17:17:10 2021 | q: 25/63 | q_time: 41.997853s | E: 97 | q_time/E: 0.432968s | shuffle time: 0.000278s
Tue Jan 26 17:17:54 2021 | q: 26/63 | q_time: 43.973099s | E: 103 | q_time/E: 0.426923s | shuffle time: 0.000271s
Tue Jan 26 17:18:41 2021 | q: 27/63 | q_time: 47.379743s | E: 108 | q_time/E: 0.438701s | shuffle time: 0.000273s
Tue Jan 26 17:19:29 2021 | q: 28/63 | q_time: 48.410802s | E: 115 | q_time/E: 0.420963s | shuffle time: 0.000275s
Tue Jan 26 17:20:23 2021 | q: 29/63 | q_time: 53.536463s | E: 121 | q_time/E: 0.442450s | shuffle time: 0.000271s
Tue Jan 26 17:21:17 2021 | q: 30/63 | q_time: 54.335733s | E: 126 | q_time/E: 0.431236s | shuffle time: 0.000270s
Tue Jan 26 17:22:12 2021 | q: 31/63 | q_time: 55.105954s | E: 131 | q_time/E: 0.420656s | shuffle time: 0.000270s
Tue Jan 26 17:23:19 2021 | q: 32/63 | q_time: 66.130397s | E: 137 | q_time/E: 0.482704s | shuffle time: 0.000271s
Tue Jan 26 17:24:19 2021 | q: 33/63 | q_time: 60.320278s | E: 140 | q_time/E: 0.430859s | shuffle time: 0.000272s
Tue Jan 26 17:25:20 2021 | q: 34/63 | q_time: 61.013009s | E: 143 | q_time/E: 0.426664s | shuffle time: 0.000271s
Tue Jan 26 17:26:21 2021 | q: 35/63 | q_time: 61.426860s | E: 145 | q_time/E: 0.423634s | shuffle time: 0.000273s
Tue Jan 26 17:27:25 2021 | q: 36/63 | q_time: 64.026014s | E: 146 | q_time/E: 0.438534s | shuffle time: 0.000270s
