run: 31 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Mon Jan 25 23:58:47 2021 | q: 0/63 | q_time: 0.380134s | E: 1 | q_time/E: 0.380134s | shuffle time: 0.000000s
Mon Jan 25 23:58:48 2021 | q: 1/63 | q_time: 0.379449s | E: 1 | q_time/E: 0.379449s | shuffle time: 0.000262s
Mon Jan 25 23:58:48 2021 | q: 2/63 | q_time: 0.778999s | E: 2 | q_time/E: 0.389499s | shuffle time: 0.000275s
Mon Jan 25 23:58:50 2021 | q: 3/63 | q_time: 1.574111s | E: 4 | q_time/E: 0.393528s | shuffle time: 0.000269s
Mon Jan 25 23:58:53 2021 | q: 4/63 | q_time: 2.794828s | E: 7 | q_time/E: 0.399261s | shuffle time: 0.000274s
Mon Jan 25 23:58:57 2021 | q: 5/63 | q_time: 4.146888s | E: 10 | q_time/E: 0.414689s | shuffle time: 0.000277s
Mon Jan 25 23:59:02 2021 | q: 6/63 | q_time: 5.375427s | E: 13 | q_time/E: 0.413494s | shuffle time: 0.000280s
Mon Jan 25 23:59:09 2021 | q: 7/63 | q_time: 6.465105s | E: 16 | q_time/E: 0.404069s | shuffle time: 0.000277s
Mon Jan 25 23:59:17 2021 | q: 8/63 | q_time: 7.822971s | E: 19 | q_time/E: 0.411735s | shuffle time: 0.000278s
Mon Jan 25 23:59:26 2021 | q: 9/63 | q_time: 9.166637s | E: 22 | q_time/E: 0.416665s | shuffle time: 0.000276s
Mon Jan 25 23:59:37 2021 | q: 10/63 | q_time: 11.699154s | E: 26 | q_time/E: 0.449967s | shuffle time: 0.000278s
Mon Jan 25 23:59:53 2021 | q: 11/63 | q_time: 15.938414s | E: 30 | q_time/E: 0.531280s | shuffle time: 0.000279s
Tue Jan 26 00:00:11 2021 | q: 12/63 | q_time: 17.785247s | E: 34 | q_time/E: 0.523095s | shuffle time: 0.000286s
Tue Jan 26 00:00:28 2021 | q: 13/63 | q_time: 16.946815s | E: 37 | q_time/E: 0.458022s | shuffle time: 0.000283s
Tue Jan 26 00:00:46 2021 | q: 14/63 | q_time: 18.415823s | E: 42 | q_time/E: 0.438472s | shuffle time: 0.000282s
Tue Jan 26 00:01:08 2021 | q: 15/63 | q_time: 21.318366s | E: 47 | q_time/E: 0.453582s | shuffle time: 0.000280s
Tue Jan 26 00:01:31 2021 | q: 16/63 | q_time: 22.770158s | E: 51 | q_time/E: 0.446474s | shuffle time: 0.000282s
Tue Jan 26 00:01:56 2021 | q: 17/63 | q_time: 25.581488s | E: 56 | q_time/E: 0.456812s | shuffle time: 0.000280s
Tue Jan 26 00:02:21 2021 | q: 18/63 | q_time: 24.843425s | E: 60 | q_time/E: 0.414057s | shuffle time: 0.000281s
Tue Jan 26 00:02:49 2021 | q: 19/63 | q_time: 27.855957s | E: 64 | q_time/E: 0.435249s | shuffle time: 0.000282s
Tue Jan 26 00:03:20 2021 | q: 20/63 | q_time: 31.223019s | E: 69 | q_time/E: 0.452508s | shuffle time: 0.000282s
Tue Jan 26 00:03:54 2021 | q: 21/63 | q_time: 33.969253s | E: 74 | q_time/E: 0.459044s | shuffle time: 0.000284s
Tue Jan 26 00:04:35 2021 | q: 22/63 | q_time: 41.054170s | E: 80 | q_time/E: 0.513177s | shuffle time: 0.000282s
