q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.380134 1 0.380134 1279874 1279873 0
1 63 0.380374 1 0.380374 1279874 1279873 0
2 63 0.780994 2 0.390497 2560564 1861951 698612
3 63 1.577639 4 0.394410 5127482 3035119 2092362
4 63 2.800240 7 0.400034 9009278 4700986 4308291
5 63 4.190470 10 0.419047 13411090 6668106 6742983
6 63 5.271427 13 0.405494 16798970 7982792 8816177
7 63 6.825583 16 0.426599 21727427 10370364 11357062
8 63 8.029825 19 0.422622 25458703 12085564 13373138
9 63 9.222477 22 0.419204 29132365 13823139 15309225
10 63 12.096447 26 0.465248 38284846 17581334 20703511
11 63 14.623579 30 0.487453 46210451 20902924 25307526
12 63 15.898555 34 0.467605 50365015 22507810 27857204
13 63 17.364668 37 0.469315 55049337 24786279 30263057
14 63 18.030635 42 0.429301 57243761 25000606 32243154
15 63 19.734392 47 0.419881 62971641 26773817 36197823
16 63 22.677489 51 0.444657 72804417 30839233 41965183
17 63 25.894444 56 0.462401 83647059 35201354 48445704
18 63 28.936657 60 0.482278 92188046 38795916 53392129
19 63 29.707905 64 0.464186 94916935 39753833 55163101
20 63 32.840545 69 0.475950 105022552 43447124 61575427
21 63 33.709264 74 0.455531 106747707 43688852 63058854
22 63 39.570821 80 0.494635 128119146 51512645 76606500
23 63 42.879476 85 0.504464 119256071 47609210 71646860
24 63 43.309177 91 0.475925 135195201 53111915 82083285
25 63 44.544297 97 0.459220 145063722 56005819 89057902
26 63 55.282689 103 0.536725 182932140 69453813 113478326
27 63 46.564154 108 0.431150 153740374 57744609 95995764
28 63 51.041370 115 0.443838 169865754 62855034 107010719
29 63 51.467605 121 0.425352 171503454 62740762 108762691
30 63 61.239551 126 0.486028 206854267 75239976 131614290
31 63 63.752843 131 0.486663 186293474 67587770 118705703
32 63 71.225843 137 0.519897 209175054 75230179 133944874
33 63 74.435548 140 0.531682 203280085 73259981 130020103
34 63 63.225436 143 0.442136 214995795 78020310 136975484
35 63 64.174183 145 0.442581 218275599 80866589 137409009
36 63 65.713061 146 0.450089 211234460 78633312 132601147
37 63 64.918386 147 0.441622 221240354 83401406 137838947
38 63 63.231848 148 0.427242 215091101 82224195 132866905
39 63 65.751624 150 0.438344 223909632 85730952 138178679
40 63 101.334613 152 0.666675 307972523 119465546 188506976
41 63 72.123736 154 0.468336 234238770 90933503 143305266
42 63 64.908743 156 0.416082 221484798 85861234 135623563
43 63 67.033577 159 0.421595 228989964 88991103 139998860
44 63 68.777323 162 0.424551 235451362 90914541 144536820
45 63 73.602585 165 0.446076 254659522 97750257 156909264
46 63 81.104048 167 0.485653 281791669 108859604 172932064
47 63 85.305788 169 0.504768 262040285 100647980 161392304
48 63 75.862080 171 0.443638 260841421 100657125 160184295
49 63 76.348035 173 0.441318 265211999 102255425 162956573
50 63 90.017570 175 0.514386 298794788 115078145 183716642
51 63 86.066396 177 0.486251 293925921 112909168 181016752
52 63 78.536340 178 0.441215 274772266 105639234 169133031
53 63 82.560054 179 0.461229 290518400 112476579 178041820
54 63 74.827961 180 0.415711 262526467 101449400 161077066
55 63 93.359949 182 0.512967 330485725 127699599 202786125
56 63 94.472660 184 0.513438 333725411 128754421 204970989
57 63 79.905945 186 0.429602 283186612 108301978 174884633
58 63 79.074356 188 0.420608 280907882 106940857 173967024
59 63 91.919683 191 0.481255 310668660 117433290 193235369
60 63 88.353841 194 0.455432 315553394 117547970 198005423
61 63 86.770074 197 0.440457 308932663 115169472 193763190
62 63 88.599814 199 0.445225 318504994 116928500 201576493
63 63 93.441652 200 0.467208 294532250 107200792 187331457
3317.61
