q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.382104 1 0.382104 1279874 1279873 0
1 63 0.380857 1 0.380857 1279874 1279873 0
2 63 0.781680 2 0.390840 2560019 1861445 698573
3 63 1.636313 4 0.409078 5126659 3040044 2086614
4 63 2.821456 7 0.403065 8969169 4673322 4295846
5 63 4.138263 10 0.413826 13225906 6542366 6683539
6 63 5.825224 13 0.448094 18602122 8918107 9684014
7 63 6.520304 16 0.407519 20699850 9797429 10902420
8 63 8.388925 19 0.441522 24515462 11532326 12983135
9 63 9.371050 22 0.425957 28269840 13314510 14955329
10 63 11.138196 26 0.428392 35038961 16123113 18915847
11 63 15.097271 30 0.503242 42581761 19247539 23334221
12 63 16.375482 34 0.481632 50646037 22640200 28005836
13 63 19.100429 37 0.516228 58912907 26575610 32337296
14 63 20.215088 42 0.481312 58760952 25783274 32977677
15 63 21.935016 47 0.466702 67209871 28691281 38518589
16 63 27.387299 51 0.537006 84160056 35873443 48286612
17 63 28.398258 56 0.507112 90441402 38085029 52356372
18 63 30.645661 60 0.510761 93001461 38997373 54004087
19 63 31.151981 64 0.486750 98253585 40947962 57305622
20 63 32.705860 69 0.473998 102074386 41958369 60116016
21 63 35.030393 74 0.473384 110299256 44946887 65352368
22 63 40.495459 80 0.506193 124714556 49989685 74724870
23 63 37.752998 85 0.444153 120258517 47727590 72530926
24 63 39.105158 91 0.429727 121703171 47223914 74479256
25 63 43.258092 97 0.445960 139194632 53771723 85422908
26 63 60.704150 103 0.589361 177148761 67542860 109605900
27 63 45.418583 108 0.420542 150263946 56510701 93753244
28 63 60.862506 115 0.529239 174598069 64697288 109900780
29 63 50.262535 121 0.415393 168095392 61416903 106678488
30 63 55.282060 126 0.438747 186257316 67814101 118443214
31 63 59.701481 131 0.455736 201970288 73413935 128556352
32 63 69.603858 137 0.508057 237413791 85807853 151605937
33 63 60.426888 140 0.431621 205435118 74284063 131151054
34 63 67.236611 143 0.470186 212104307 77036345 135067961
35 63 66.047651 145 0.455501 214707173 79511931 135195241
36 63 62.998257 146 0.431495 214813398 80278015 134535382
37 63 62.971227 147 0.428376 214829124 81273697 133555426
38 63 62.158384 148 0.419989 211939783 81118974 130820808
39 63 67.835977 150 0.452240 230224237 88965278 141258958
40 63 86.736219 152 0.570633 295647523 114377065 181270457
41 63 62.764874 154 0.407564 213617210 82148150 131469059
42 63 67.754240 156 0.434322 231790251 90106418 141683832
43 63 68.991427 159 0.433908 236012453 91715022 144297430
44 63 69.146562 162 0.426831 236180001 91755875 144424125
45 63 70.768211 165 0.428898 242773041 93504186 149268854
46 63 77.206019 167 0.462311 264623528 102341436 162282091
47 63 81.113051 169 0.479959 281992942 108742050 173250891
48 63 79.270584 171 0.463571 275261095 105895751 169365343
49 63 80.668007 173 0.466289 281328339 108219400 173108938
50 63 91.839626 175 0.524798 322108807 124666437 197442369
51 63 84.233439 177 0.475895 295384383 113884682 181499700
52 63 80.243937 178 0.450809 281347535 108787127 172560407
53 63 80.685248 179 0.450756 283372839 109491959 173880879
54 63 81.548412 180 0.453047 286717074 111085023 175632050
55 63 88.729489 182 0.487525 313979360 121248912 192730447
56 63 85.506089 184 0.464707 290270591 111613741 178656849
57 63 79.590045 186 0.427903 281849857 107691610 174158246
58 63 84.952857 188 0.451877 302350122 115221657 187128464
59 63 80.198679 191 0.419888 285076221 107291173 177785047
60 63 83.299041 194 0.429376 296297790 110658794 185638995
61 63 85.952710 197 0.436308 307811962 113502440 194309521
62 63 99.296117 199 0.498975 358615895 131805525 226810369
63 63 90.489405 200 0.452447 326762387 119604040 207158346
3282.53
