run: 99 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Thu Jan 28 12:37:27 2021 | q: 0/63 | q_time: 0.375700s | E: 1 | q_time/E: 0.375700s | shuffle time: 0.000000s
Thu Jan 28 12:37:28 2021 | q: 1/63 | q_time: 0.372676s | E: 1 | q_time/E: 0.372676s | shuffle time: 0.000252s
Thu Jan 28 12:37:28 2021 | q: 2/63 | q_time: 0.765073s | E: 2 | q_time/E: 0.382537s | shuffle time: 0.000267s
Thu Jan 28 12:37:30 2021 | q: 3/63 | q_time: 1.545209s | E: 4 | q_time/E: 0.386302s | shuffle time: 0.000262s
Thu Jan 28 12:37:33 2021 | q: 4/63 | q_time: 2.743402s | E: 7 | q_time/E: 0.391915s | shuffle time: 0.000270s
Thu Jan 28 12:37:37 2021 | q: 5/63 | q_time: 4.099107s | E: 10 | q_time/E: 0.409911s | shuffle time: 0.000272s
Thu Jan 28 12:37:42 2021 | q: 6/63 | q_time: 5.314761s | E: 13 | q_time/E: 0.408828s | shuffle time: 0.000272s
Thu Jan 28 12:37:49 2021 | q: 7/63 | q_time: 6.501544s | E: 16 | q_time/E: 0.406346s | shuffle time: 0.000270s
Thu Jan 28 12:37:56 2021 | q: 8/63 | q_time: 7.802053s | E: 19 | q_time/E: 0.410634s | shuffle time: 0.000272s
Thu Jan 28 12:38:05 2021 | q: 9/63 | q_time: 8.776509s | E: 22 | q_time/E: 0.398932s | shuffle time: 0.000271s
Thu Jan 28 12:38:16 2021 | q: 10/63 | q_time: 10.732413s | E: 26 | q_time/E: 0.412785s | shuffle time: 0.000275s
Thu Jan 28 12:38:28 2021 | q: 11/63 | q_time: 12.372959s | E: 30 | q_time/E: 0.412432s | shuffle time: 0.000273s
Thu Jan 28 12:38:42 2021 | q: 12/63 | q_time: 14.081070s | E: 34 | q_time/E: 0.414149s | shuffle time: 0.000276s
