q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.382318 1 0.382318 1279874 1279873 0
1 63 0.381422 1 0.381422 1279874 1279873 0
2 63 0.783951 2 0.391975 2561783 1864723 697059
3 63 1.587336 4 0.396834 5140293 3042122 2098170
4 63 2.822302 7 0.403186 9050720 4721023 4329696
5 63 4.146671 10 0.414667 13214430 6527850 6686579
6 63 5.698058 13 0.438312 18147502 8720473 9427028
7 63 6.621554 16 0.413847 20988700 9940185 11048514
8 63 7.749693 19 0.407879 24473885 11452813 13021071
9 63 9.096680 22 0.413485 28673473 13532123 15141349
10 63 11.425744 26 0.439452 35996629 16516181 19480447
11 63 13.719229 30 0.457308 43156600 19450215 23706384
12 63 17.078009 34 0.502294 53986182 24064748 29921433
13 63 16.255709 37 0.439343 51134263 23002868 28131394
14 63 19.139327 42 0.455698 60645223 26581124 34064098
15 63 20.463251 47 0.435388 65145481 27809329 37336151
16 63 22.189590 51 0.435090 70805746 30144192 40661553
17 63 26.159065 56 0.467126 83890779 35365963 48524815
18 63 28.197786 60 0.469963 90485852 37966636 52519215
19 63 28.252775 64 0.441450 89638444 37263432 52375011
20 63 32.015545 69 0.463993 102780102 42497968 60282133
21 63 33.530916 74 0.453120 108119304 44180831 63938472
22 63 39.783404 80 0.497293 129353830 51961301 77392528
23 63 36.398620 85 0.428219 118099185 46660183 71439001
24 63 38.056829 91 0.418207 123742200 48055550 75686649
25 63 43.573226 97 0.449209 142857168 54893524 87963643
26 63 45.794621 103 0.444608 150955424 57662902 93292521
27 63 46.232926 108 0.428083 152729131 57940665 94788465
28 63 51.242174 115 0.445584 170616269 63332640 107283628
29 63 49.804866 121 0.411610 166217435 60507269 105710165
30 63 57.557138 126 0.456803 193771410 71302090 122469319
31 63 58.316380 131 0.445163 196741230 71702680 125038549
32 63 63.731329 137 0.465192 215460759 78057231 137403527
33 63 58.918808 140 0.420849 199340076 71912773 127427302
34 63 61.117410 143 0.427394 207498393 75714791 131783601
35 63 63.701701 145 0.439322 216446174 80138117 136308056
36 63 65.701858 146 0.450013 223823436 83705495 140117940
37 63 63.641137 147 0.432933 216331116 81716771 134614344
38 63 63.806900 148 0.431128 215362723 82156073 133206649
39 63 66.819830 150 0.445466 227115101 87069190 140045910
40 63 77.302155 152 0.508567 263588305 101956062 161632242
41 63 65.002651 154 0.422095 220261151 85076202 135184948
42 63 71.828317 156 0.460438 223497666 87224262 136273403
43 63 72.122720 159 0.453602 246493560 96079069 150414490
44 63 71.111759 162 0.438961 239297956 92302190 146995765
45 63 83.509090 165 0.506116 287771512 111100052 176671459
46 63 80.756301 167 0.483571 276035565 106396272 169639292
47 63 71.872817 169 0.425283 244729209 94781972 149947236
48 63 79.818890 171 0.466777 275495564 106305079 169190484
49 63 80.359153 173 0.464504 278224070 107625551 170598518
50 63 82.803715 175 0.473164 284729537 110023621 174705915
51 63 82.279390 177 0.464855 284262726 109130843 175131882
52 63 87.556554 178 0.491891 257951369 99251168 158700200
53 63 185.348986 179 1.035469 575450882 223059269 352391612
54 63 145.725911 180 0.809588 419973890 163221625 256752264
55 63 111.984249 182 0.615298 379247271 146645616 232601654
56 63 96.130132 184 0.522446 326122328 125330113 200792214
57 63 105.548269 186 0.567464 339514955 130100989 209413965
58 63 94.145514 188 0.500774 321053791 122327351 198726439
59 63 99.319381 191 0.519997 329412485 124522595 204889889
60 63 112.251107 194 0.578614 357272503 133770134 223502368
61 63 105.886146 197 0.537493 340759665 126381883 214377781
62 63 116.234967 199 0.584095 380420213 139396294 241023918
63 63 107.280016 200 0.536400 357016949 130472598 226544350
3568.08
