run: 1 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Sun Jan 24 19:35:01 2021 | q: 0/63 | q_time: 0.381497s | E: 1 | q_time/E: 0.381497s | shuffle time: 0.000000s
Sun Jan 24 19:35:01 2021 | q: 1/63 | q_time: 0.379426s | E: 1 | q_time/E: 0.379426s | shuffle time: 0.000257s
Sun Jan 24 19:35:02 2021 | q: 2/63 | q_time: 0.777626s | E: 2 | q_time/E: 0.388813s | shuffle time: 0.000274s
Sun Jan 24 19:35:04 2021 | q: 3/63 | q_time: 1.573803s | E: 4 | q_time/E: 0.393451s | shuffle time: 0.000266s
Sun Jan 24 19:35:07 2021 | q: 4/63 | q_time: 2.797878s | E: 7 | q_time/E: 0.399697s | shuffle time: 0.000274s
Sun Jan 24 19:35:11 2021 | q: 5/63 | q_time: 3.998073s | E: 10 | q_time/E: 0.399807s | shuffle time: 0.000277s
Sun Jan 24 19:35:16 2021 | q: 6/63 | q_time: 5.246187s | E: 13 | q_time/E: 0.403553s | shuffle time: 0.000277s
Sun Jan 24 19:35:23 2021 | q: 7/63 | q_time: 6.723480s | E: 16 | q_time/E: 0.420217s | shuffle time: 0.000276s
Sun Jan 24 19:35:30 2021 | q: 8/63 | q_time: 7.809766s | E: 19 | q_time/E: 0.411040s | shuffle time: 0.000279s
Sun Jan 24 19:35:40 2021 | q: 9/63 | q_time: 9.194612s | E: 22 | q_time/E: 0.417937s | shuffle time: 0.000275s
Sun Jan 24 19:35:51 2021 | q: 10/63 | q_time: 10.902279s | E: 26 | q_time/E: 0.419318s | shuffle time: 0.000278s
Sun Jan 24 19:36:05 2021 | q: 11/63 | q_time: 14.287492s | E: 30 | q_time/E: 0.476250s | shuffle time: 0.000281s
Sun Jan 24 19:36:22 2021 | q: 12/63 | q_time: 16.740434s | E: 34 | q_time/E: 0.492366s | shuffle time: 0.000282s
Sun Jan 24 19:36:38 2021 | q: 13/63 | q_time: 16.689873s | E: 37 | q_time/E: 0.451078s | shuffle time: 0.000281s
Sun Jan 24 19:36:58 2021 | q: 14/63 | q_time: 20.199341s | E: 42 | q_time/E: 0.480937s | shuffle time: 0.000282s
Sun Jan 24 19:37:29 2021 | q: 15/63 | q_time: 30.481639s | E: 47 | q_time/E: 0.648546s | shuffle time: 0.000280s
Sun Jan 24 19:37:54 2021 | q: 16/63 | q_time: 25.105891s | E: 51 | q_time/E: 0.492272s | shuffle time: 0.000352s
Sun Jan 24 19:38:19 2021 | q: 17/63 | q_time: 25.326121s | E: 56 | q_time/E: 0.452252s | shuffle time: 0.000279s
Sun Jan 24 19:38:52 2021 | q: 18/63 | q_time: 33.046347s | E: 60 | q_time/E: 0.550772s | shuffle time: 0.000281s
Sun Jan 24 19:39:20 2021 | q: 19/63 | q_time: 28.103915s | E: 64 | q_time/E: 0.439124s | shuffle time: 0.000285s
Sun Jan 24 19:39:52 2021 | q: 20/63 | q_time: 31.411105s | E: 69 | q_time/E: 0.455233s | shuffle time: 0.000284s
Sun Jan 24 19:40:25 2021 | q: 21/63 | q_time: 32.914087s | E: 74 | q_time/E: 0.444785s | shuffle time: 0.000280s
Sun Jan 24 19:41:05 2021 | q: 22/63 | q_time: 40.018136s | E: 80 | q_time/E: 0.500227s | shuffle time: 0.000281s
Sun Jan 24 19:41:44 2021 | q: 23/63 | q_time: 39.651951s | E: 85 | q_time/E: 0.466494s | shuffle time: 0.000281s
Sun Jan 24 19:42:23 2021 | q: 24/63 | q_time: 38.668709s | E: 91 | q_time/E: 0.424931s | shuffle time: 0.000280s
Sun Jan 24 19:43:13 2021 | q: 25/63 | q_time: 49.771419s | E: 97 | q_time/E: 0.513107s | shuffle time: 0.000282s
Sun Jan 24 19:44:12 2021 | q: 26/63 | q_time: 59.396536s | E: 103 | q_time/E: 0.576665s | shuffle time: 0.000278s
Sun Jan 24 19:44:59 2021 | q: 27/63 | q_time: 47.105825s | E: 108 | q_time/E: 0.436165s | shuffle time: 0.000281s
Sun Jan 24 19:45:51 2021 | q: 28/63 | q_time: 51.158636s | E: 115 | q_time/E: 0.444858s | shuffle time: 0.000441s
Sun Jan 24 19:46:43 2021 | q: 29/63 | q_time: 52.281875s | E: 121 | q_time/E: 0.432082s | shuffle time: 0.000278s
Sun Jan 24 19:47:39 2021 | q: 30/63 | q_time: 56.576591s | E: 126 | q_time/E: 0.449021s | shuffle time: 0.000488s
Sun Jan 24 19:48:41 2021 | q: 31/63 | q_time: 61.414776s | E: 131 | q_time/E: 0.468815s | shuffle time: 0.000276s
Sun Jan 24 19:49:47 2021 | q: 32/63 | q_time: 65.875957s | E: 137 | q_time/E: 0.480846s | shuffle time: 0.000278s
Sun Jan 24 19:50:57 2021 | q: 33/63 | q_time: 70.558472s | E: 140 | q_time/E: 0.503989s | shuffle time: 0.000278s
Sun Jan 24 19:52:06 2021 | q: 34/63 | q_time: 68.369619s | E: 143 | q_time/E: 0.478109s | shuffle time: 0.000280s
Sun Jan 24 19:53:09 2021 | q: 35/63 | q_time: 63.672873s | E: 145 | q_time/E: 0.439123s | shuffle time: 0.000309s
Sun Jan 24 19:54:20 2021 | q: 36/63 | q_time: 71.008736s | E: 146 | q_time/E: 0.486361s | shuffle time: 0.000281s
Sun Jan 24 19:55:34 2021 | q: 37/63 | q_time: 73.608222s | E: 147 | q_time/E: 0.500736s | shuffle time: 0.000279s
Sun Jan 24 19:56:52 2021 | q: 38/63 | q_time: 77.767173s | E: 148 | q_time/E: 0.525454s | shuffle time: 0.000281s
Sun Jan 24 19:57:58 2021 | q: 39/63 | q_time: 66.561833s | E: 150 | q_time/E: 0.443746s | shuffle time: 0.000281s
Sun Jan 24 19:59:20 2021 | q: 40/63 | q_time: 81.743863s | E: 152 | q_time/E: 0.537789s | shuffle time: 0.000278s
Sun Jan 24 20:00:29 2021 | q: 41/63 | q_time: 69.065772s | E: 154 | q_time/E: 0.448479s | shuffle time: 0.000367s
Sun Jan 24 20:01:51 2021 | q: 42/63 | q_time: 81.937285s | E: 156 | q_time/E: 0.525239s | shuffle time: 0.000283s
Sun Jan 24 20:03:01 2021 | q: 43/63 | q_time: 70.202605s | E: 159 | q_time/E: 0.441526s | shuffle time: 0.000281s
Sun Jan 24 20:04:19 2021 | q: 44/63 | q_time: 77.831426s | E: 162 | q_time/E: 0.480441s | shuffle time: 0.000291s
Sun Jan 24 20:05:40 2021 | q: 45/63 | q_time: 81.032612s | E: 165 | q_time/E: 0.491107s | shuffle time: 0.000278s
Sun Jan 24 20:07:07 2021 | q: 46/63 | q_time: 87.192502s | E: 167 | q_time/E: 0.522111s | shuffle time: 0.000280s
Sun Jan 24 20:08:37 2021 | q: 47/63 | q_time: 89.219893s | E: 169 | q_time/E: 0.527928s | shuffle time: 0.000278s
Sun Jan 24 20:09:57 2021 | q: 48/63 | q_time: 80.012868s | E: 171 | q_time/E: 0.467912s | shuffle time: 0.000279s
Sun Jan 24 20:11:17 2021 | q: 49/63 | q_time: 80.527921s | E: 173 | q_time/E: 0.465479s | shuffle time: 0.000279s
Sun Jan 24 20:12:45 2021 | q: 50/63 | q_time: 88.108791s | E: 175 | q_time/E: 0.503479s | shuffle time: 0.000283s
Sun Jan 24 20:13:59 2021 | q: 51/63 | q_time: 74.212950s | E: 177 | q_time/E: 0.419282s | shuffle time: 0.000278s
Sun Jan 24 20:15:24 2021 | q: 52/63 | q_time: 84.195498s | E: 178 | q_time/E: 0.473008s | shuffle time: 0.000275s
Sun Jan 24 20:16:42 2021 | q: 53/63 | q_time: 78.529825s | E: 179 | q_time/E: 0.438714s | shuffle time: 0.000277s
Sun Jan 24 20:18:01 2021 | q: 54/63 | q_time: 78.838242s | E: 180 | q_time/E: 0.437990s | shuffle time: 0.000278s
Sun Jan 24 20:19:22 2021 | q: 55/63 | q_time: 81.122022s | E: 182 | q_time/E: 0.445725s | shuffle time: 0.000267s
Sun Jan 24 20:21:15 2021 | q: 56/63 | q_time: 112.938493s | E: 184 | q_time/E: 0.613796s | shuffle time: 0.000267s
Sun Jan 24 20:22:37 2021 | q: 57/63 | q_time: 81.533890s | E: 186 | q_time/E: 0.438354s | shuffle time: 0.000272s
Sun Jan 24 20:24:16 2021 | q: 58/63 | q_time: 99.146835s | E: 188 | q_time/E: 0.527377s | shuffle time: 0.000272s
Sun Jan 24 20:25:48 2021 | q: 59/63 | q_time: 91.922785s | E: 191 | q_time/E: 0.481271s | shuffle time: 0.000273s
Sun Jan 24 20:27:25 2021 | q: 60/63 | q_time: 97.188438s | E: 194 | q_time/E: 0.500971s | shuffle time: 0.000273s
Sun Jan 24 20:29:06 2021 | q: 61/63 | q_time: 100.886416s | E: 197 | q_time/E: 0.512114s | shuffle time: 0.000270s
Sun Jan 24 20:30:54 2021 | q: 62/63 | q_time: 108.756068s | E: 199 | q_time/E: 0.546513s | shuffle time: 0.000270s
Sun Jan 24 20:32:31 2021 | q: 63/63 | q_time: 96.152949s | E: 200 | q_time/E: 0.480765s | shuffle time: 0.000266s
