q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.381459 1 0.381459 1279874 1279873 0
1 63 0.381032 1 0.381032 1279874 1279873 0
2 63 0.782217 2 0.391108 2560556 1861525 699030
3 63 1.579518 4 0.394879 5123995 3037959 2086035
4 63 2.802082 7 0.400297 8992237 4676221 4316015
5 63 4.420871 10 0.442087 14166203 7039684 7126518
6 63 5.259850 13 0.404604 16744874 7942071 8802802
7 63 6.490576 16 0.405661 20600987 9749557 10851429
8 63 7.803240 19 0.410697 24667235 11652137 13015097
9 63 9.107363 22 0.413971 28723005 13548411 15174593
10 63 10.875559 26 0.418291 34222515 15707744 18514770
11 63 14.544123 30 0.484804 45973304 20861858 25111445
12 63 23.887931 34 0.702586 57029467 25415586 31613880
13 63 15.671489 37 0.423554 49159685 22081422 27078262
14 63 20.265731 42 0.482517 64684614 28350613 36334000
15 63 22.371905 47 0.475998 71801958 30676913 41125044
16 63 25.706684 51 0.504053 73473239 31273728 42199510
17 63 24.772862 56 0.442373 79541519 33306906 46234612
18 63 25.943364 60 0.432389 83296988 34844609 48452378
19 63 30.820562 64 0.481571 97885559 40952372 56933186
20 63 32.933924 69 0.477303 104930377 43211683 61718693
21 63 31.697015 74 0.428338 101170254 41061187 60109066
22 63 37.630925 80 0.470387 121259551 48442485 72817065
23 63 36.274038 85 0.426753 117189411 46437063 70752347
24 63 40.893880 91 0.449383 133204351 52180818 81023532
25 63 43.477167 97 0.448218 136081536 52022561 84058974
26 63 56.138753 103 0.545036 164476510 62425732 102050777
27 63 52.596391 108 0.487004 148002119 55862258 92139860
28 63 49.900135 115 0.433914 165365250 61384788 103980461
29 63 49.738696 121 0.411064 165501061 60242727 105258333
30 63 57.791233 126 0.458661 171255331 62040350 109214980
31 63 55.754606 131 0.425608 187239277 68241986 118997290
32 63 67.479663 137 0.492552 201729559 72267801 129461757
33 63 61.314493 140 0.437961 208162188 75525191 132636996
34 63 61.515029 143 0.430175 209244308 76263854 132980453
35 63 60.861784 145 0.419736 206742340 76284972 130457367
36 63 67.385907 146 0.461547 214584285 80418471 134165813
37 63 71.321941 147 0.485183 215043389 81565419 133477969
38 63 62.450332 148 0.421962 211691394 80793803 130897590
39 63 71.248325 150 0.474989 242221147 93261843 148959303
40 63 90.034628 152 0.592333 290786365 112496153 178290211
41 63 74.196614 154 0.481796 244413588 94733501 149680086
42 63 65.800407 156 0.421797 223424546 86677574 136746971
43 63 64.521874 159 0.405798 220009224 85179054 134830169
44 63 67.380180 162 0.415927 230673953 89326981 141346971
45 63 69.855657 165 0.423368 239913839 92468373 147445465
46 63 75.151417 167 0.450008 257644479 99321204 158323274
47 63 119.436174 169 0.706723 380646771 147376239 233270531
48 63 88.645777 171 0.518396 290223550 112310244 177913305
49 63 102.507078 173 0.592526 300132038 115977811 184154226
50 63 99.139993 175 0.566514 289634170 111994554 177639615
51 63 87.889601 177 0.496551 271005826 104541976 166463849
52 63 94.011664 178 0.528155 287420761 110381292 177039468
53 63 100.104047 179 0.559240 294091246 113437552 180653693
54 63 97.049300 180 0.539163 270102703 104766595 165336107
55 63 87.806993 182 0.482456 296440513 114588470 181852042
56 63 116.530973 184 0.633321 413447636 158839448 254608187
57 63 85.192420 186 0.458024 301499771 115626478 185873292
58 63 81.202821 188 0.431930 287210618 109501169 177709448
59 63 93.083219 191 0.487347 331457056 124651313 206805742
60 63 85.594621 194 0.441209 305038808 113316945 191721862
61 63 97.208758 197 0.493445 347819448 128984587 218834860
62 63 102.766737 199 0.516416 371406638 136329181 235077456
63 63 96.136798 200 0.480684 346671915 126340328 220331586
3463.52
