q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.377487 1 0.377487 1279874 1279873 0
1 63 0.376492 1 0.376492 1279874 1279873 0
2 63 0.773271 2 0.386635 2560603 1859174 701428
3 63 1.563507 4 0.390877 5125532 3041489 2084042
4 63 2.784671 7 0.397810 9054580 4729670 4324909
5 63 4.015962 10 0.401596 12973404 6415155 6558248
6 63 5.380088 13 0.413853 17349386 8304576 9044809
7 63 6.650419 16 0.415651 21394506 10142954 11251551
8 63 7.646835 19 0.402465 24463638 11498317 12965320
9 63 8.906705 22 0.404850 28390590 13405273 14985316
10 63 10.858829 26 0.417647 34564050 15940039 18624010
11 63 13.020005 30 0.434000 41380024 18734315 22645708
12 63 14.723494 34 0.433044 46883292 20766857 26116434
13 63 15.857402 37 0.428578 50467132 22740108 27727023
14 63 18.513831 42 0.440806 59248649 25837455 33411193
15 63 21.868446 47 0.465286 70651745 30173755 40477989
16 63 22.512899 51 0.441429 72787478 30958375 41829102
17 63 25.327147 56 0.452270 82411208 34685339 47725868
18 63 27.896392 60 0.464940 91028351 38225346 52803004
19 63 31.796733 64 0.496824 103038028 43054069 59983958
20 63 33.776541 69 0.489515 109730205 45316775 64413429
21 63 32.403049 74 0.437879 105188827 42880033 62308793
22 63 43.435284 80 0.542941 142863599 57207185 85656413
23 63 35.698305 85 0.419980 116651121 46234241 70416879
24 63 39.470009 91 0.433736 129924597 50584294 79340302
25 63 39.751536 97 0.409810 131084214 50286297 80797916
26 63 51.073059 103 0.495855 170631382 64976702 105654679
27 63 44.099851 108 0.408332 146807134 55103902 91703231
28 63 46.913956 115 0.407947 157245418 57870693 99374724
29 63 49.980301 121 0.413060 168441935 61608791 106833143
30 63 53.509787 126 0.424681 181447012 66279529 115167482
31 63 53.183305 131 0.405979 180315485 65215557 115099927
32 63 56.954531 137 0.415727 194134242 69470771 124663470
33 63 61.187254 140 0.437052 209233805 75844677 133389127
34 63 59.747528 143 0.417815 204548467 74622387 129926079
35 63 62.501100 145 0.431042 214470387 78758519 135711867
36 63 61.174167 146 0.419001 209471419 78668647 130802771
37 63 62.760157 147 0.426940 215214062 81437192 133776869
38 63 62.086538 148 0.419504 212883608 80965640 131917967
39 63 69.006502 150 0.460043 237516316 91309180 146207135
40 63 78.892436 152 0.519029 272458276 105421091 167037184
41 63 66.585968 154 0.432376 227386816 88188124 139198691
42 63 69.589654 156 0.446088 239900223 93256937 146643285
43 63 69.219705 159 0.435344 237542526 92579880 144962645
44 63 67.225700 162 0.414973 232735582 89985893 142749688
45 63 69.857839 165 0.423381 242816254 93317431 149498822
46 63 74.934091 167 0.448707 261523120 100891998 160631121
47 63 78.045567 169 0.461808 272782603 104937177 167845425
48 63 74.503993 171 0.435696 259796456 100598785 159197670
49 63 76.559343 173 0.442540 268194724 103806450 164388273
50 63 88.059791 175 0.503199 308020998 119012411 189008586
51 63 83.697967 177 0.472870 295027799 114071805 180955993
52 63 82.940889 178 0.465960 293197137 113179502 180017634
53 63 86.336870 179 0.482329 303450444 117831023 185619420
54 63 78.040407 180 0.433558 274763349 106279425 168483923
55 63 86.348553 182 0.474443 307401266 118859292 188541973
56 63 96.644195 184 0.525240 345359798 132579992 212779805
57 63 75.271023 186 0.404683 267862217 101632600 166229616
58 63 78.207315 188 0.415996 277953227 105951540 172001686
59 63 78.998765 191 0.413606 282473997 106662880 175811116
60 63 82.381148 194 0.424645 296106790 110815153 185291636
61 63 79.738063 197 0.404762 285723998 105866712 179857285
62 63 85.643164 199 0.430368 309169015 113130056 196038958
63 63 84.577499 200 0.422887 306834041 112775782 194058258
3151.86
