q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.384768 1 0.384768 1279874 1279873 0
1 63 0.383997 1 0.383997 1279874 1279873 0
2 63 0.789264 2 0.394632 2560868 1861438 699429
3 63 1.593992 4 0.398498 5130810 3039718 2091091
4 63 2.860825 7 0.408689 9119231 4755822 4363408
5 63 4.317411 10 0.431741 13695484 6806551 6888932
6 63 5.289274 13 0.406867 16689294 7954591 8734702
7 63 6.608092 16 0.413006 20810008 9842966 10967041
8 63 8.013678 19 0.421773 25160151 11843416 13316734
9 63 11.455672 22 0.520712 28513980 13417725 15096254
10 63 11.059753 26 0.425375 34430952 15807178 18623773
11 63 14.025554 30 0.467518 44108532 19925636 24182895
12 63 16.852353 34 0.495657 53228996 23672647 29556348
13 63 17.803556 37 0.481177 56217791 25278682 30939108
14 63 19.649245 42 0.467839 62299734 27169374 35130359
15 63 21.962353 47 0.467284 70065302 29972763 40092538
16 63 38.288970 51 0.750764 73443865 31180345 42263519
17 63 27.480348 56 0.490721 79566157 33345675 46220481
18 63 27.003536 60 0.450059 86905043 36375997 50529045
19 63 35.528899 64 0.555139 90152507 37650345 52502161
20 63 34.677640 69 0.502574 111574142 45936585 65637556
21 63 43.409113 74 0.586610 104225129 42490079 61735049
22 63 37.948989 80 0.474362 116670871 46399740 70271130
23 63 38.807753 85 0.456562 123972836 49056951 74915884
24 63 37.970059 91 0.417253 123137055 47752667 75384387
25 63 48.078573 97 0.495655 134926752 51702917 83223834
26 63 45.214627 103 0.438977 147179186 55808038 91371147
27 63 45.259207 108 0.419067 149064392 56217134 92847257
28 63 65.284845 115 0.567694 164082127 60581954 103500172
29 63 65.917122 121 0.544770 169025882 61894419 107131462
30 63 58.903406 126 0.467487 180005024 65604556 114400467
31 63 55.827202 131 0.426162 185532311 67397573 118134737
32 63 80.492493 137 0.587536 232370960 83820252 148550707
33 63 61.523049 140 0.439450 208161415 75239912 132921502
34 63 71.867910 143 0.502573 200865918 73014898 127851019
35 63 62.883728 145 0.433681 210724376 77622083 133102292
36 63 68.496318 146 0.469153 208005286 77286885 130718400
37 63 68.111233 147 0.463342 212878102 80416297 132461804
38 63 66.684690 148 0.450572 216645438 82886011 133759426
39 63 64.219794 150 0.428132 215122373 82708182 132414190
40 63 85.308186 152 0.561238 292480138 112804285 179675852
41 63 66.842213 154 0.434040 227473057 87974254 139498802
42 63 68.215340 156 0.437278 232178096 90056576 142121519
43 63 66.200338 159 0.416354 225718872 87329396 138389475
44 63 71.097393 162 0.438873 243978075 94594552 149383522
45 63 75.239817 165 0.455999 259079907 99875463 159204443
46 63 70.287708 167 0.420884 241986560 93238585 148747974
47 63 70.667233 169 0.418149 243275246 93694327 149580918
48 63 75.936007 171 0.444070 261676956 100702254 160974701
49 63 77.257877 173 0.446577 267893512 103312298 164581213
50 63 78.213866 175 0.446936 271862895 104313617 167549277
51 63 79.128317 177 0.447053 275493097 105819723 169673373
52 63 72.295142 178 0.406152 250902957 96414242 154488714
53 63 74.692035 179 0.417274 260503143 100083524 160419618
54 63 79.857751 180 0.443654 279039986 108542089 170497896
55 63 85.239945 182 0.468351 299934518 116012380 183922137
56 63 87.372481 184 0.474850 308293409 118799530 189493878
57 63 77.831280 186 0.418448 274237126 104840909 169396216
58 63 78.635118 188 0.418272 277966659 106065300 171901358
59 63 80.652812 191 0.422266 286316748 108077595 178239152
60 63 89.110574 194 0.459333 318164934 118702281 199462652
61 63 83.623660 197 0.424486 299323710 110050034 189273675
62 63 91.736321 199 0.460987 330046350 121592510 208453839
63 63 93.622716 200 0.468114 323242622 118506334 204736287
3271.99
