run: 22 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Mon Jan 25 15:32:31 2021 | q: 0/63 | q_time: 0.381459s | E: 1 | q_time/E: 0.381459s | shuffle time: 0.000000s
Mon Jan 25 15:32:31 2021 | q: 1/63 | q_time: 0.381032s | E: 1 | q_time/E: 0.381032s | shuffle time: 0.000256s
Mon Jan 25 15:32:32 2021 | q: 2/63 | q_time: 0.782217s | E: 2 | q_time/E: 0.391108s | shuffle time: 0.000271s
Mon Jan 25 15:32:34 2021 | q: 3/63 | q_time: 1.579518s | E: 4 | q_time/E: 0.394879s | shuffle time: 0.000269s
Mon Jan 25 15:32:37 2021 | q: 4/63 | q_time: 2.802082s | E: 7 | q_time/E: 0.400297s | shuffle time: 0.000275s
Mon Jan 25 15:32:41 2021 | q: 5/63 | q_time: 4.420871s | E: 10 | q_time/E: 0.442087s | shuffle time: 0.000281s
Mon Jan 25 15:32:46 2021 | q: 6/63 | q_time: 5.259850s | E: 13 | q_time/E: 0.404604s | shuffle time: 0.000276s
Mon Jan 25 15:32:53 2021 | q: 7/63 | q_time: 6.490576s | E: 16 | q_time/E: 0.405661s | shuffle time: 0.000276s
Mon Jan 25 15:33:01 2021 | q: 8/63 | q_time: 7.803240s | E: 19 | q_time/E: 0.410697s | shuffle time: 0.000276s
Mon Jan 25 15:33:10 2021 | q: 9/63 | q_time: 9.107363s | E: 22 | q_time/E: 0.413971s | shuffle time: 0.000280s
Mon Jan 25 15:33:21 2021 | q: 10/63 | q_time: 10.875559s | E: 26 | q_time/E: 0.418291s | shuffle time: 0.000280s
Mon Jan 25 15:33:35 2021 | q: 11/63 | q_time: 14.544123s | E: 30 | q_time/E: 0.484804s | shuffle time: 0.000279s
Mon Jan 25 15:33:59 2021 | q: 12/63 | q_time: 23.887931s | E: 34 | q_time/E: 0.702586s | shuffle time: 0.000279s
Mon Jan 25 15:34:15 2021 | q: 13/63 | q_time: 15.671489s | E: 37 | q_time/E: 0.423554s | shuffle time: 0.000352s
Mon Jan 25 15:34:35 2021 | q: 14/63 | q_time: 20.265731s | E: 42 | q_time/E: 0.482517s | shuffle time: 0.000280s
Mon Jan 25 15:34:57 2021 | q: 15/63 | q_time: 22.371905s | E: 47 | q_time/E: 0.475998s | shuffle time: 0.000280s
Mon Jan 25 15:35:23 2021 | q: 16/63 | q_time: 25.706684s | E: 51 | q_time/E: 0.504053s | shuffle time: 0.000277s
Mon Jan 25 15:35:48 2021 | q: 17/63 | q_time: 24.772862s | E: 56 | q_time/E: 0.442373s | shuffle time: 0.000277s
