q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.377891 1 0.377891 1279874 1279873 0
1 63 0.377221 1 0.377221 1279874 1279873 0
2 63 0.772596 2 0.386298 2561042 1865979 695062
3 63 1.563954 4 0.390988 5138323 3043693 2094629
4 63 2.779253 7 0.397036 9042388 4714614 4327773
5 63 4.036608 10 0.403661 13049741 6431443 6618297
6 63 5.878813 13 0.452216 19005657 9144917 9860739
7 63 6.429094 16 0.401818 20652651 9769521 10883129
8 63 7.628509 19 0.401500 24385100 11434729 12950370
9 63 8.990790 22 0.408672 28679362 13546518 15132843
10 63 11.618674 26 0.446872 37097970 17045313 20052656
11 63 13.548118 30 0.451604 43115737 19434598 23681138
12 63 18.273180 34 0.537446 58661249 26247106 32414142
13 63 18.481713 37 0.499506 59221429 26624823 32596605
14 63 19.359639 42 0.460944 62223469 27094220 35129248
15 63 19.797902 47 0.421232 63737791 27159690 36578100
16 63 21.570262 51 0.422946 69617865 29545576 40072288
17 63 27.349365 56 0.488382 89185226 37570300 51614925
18 63 28.931014 60 0.482184 94586130 39632221 54953908
19 63 29.584087 64 0.462251 94111356 39266744 54844611
20 63 33.702513 69 0.488442 109437041 45114495 64322545
21 63 33.285218 74 0.449800 108196135 44151300 64044834
22 63 38.761490 80 0.484519 126832073 50630773 76201299
23 63 36.329159 85 0.427402 118851553 47031479 71820073
24 63 40.235758 91 0.442151 132522409 51828778 80693630
25 63 41.120213 97 0.423920 134342069 51431398 82910670
26 63 45.112456 103 0.437985 150092702 57076030 93016671
27 63 44.801886 108 0.414832 147994955 55983607 92011347
28 63 50.238524 115 0.436857 168941047 62289269 106651777
29 63 50.557711 121 0.417832 170474111 62350274 108123836
30 63 52.242421 126 0.414622 177033439 64693968 112339470
31 63 57.463435 131 0.438652 195531564 70929681 124601882
32 63 60.270837 137 0.439933 205823739 73905512 131918226
33 63 57.700226 140 0.412144 196926387 70743674 126182712
34 63 66.121855 143 0.462391 226046942 82782067 143264874
35 63 66.101964 145 0.455876 225752752 83335872 142416879
36 63 63.923979 146 0.437835 219346035 81754384 137591650
37 63 60.617005 147 0.412361 207726052 78236158 129489893
38 63 61.107533 148 0.412889 207696659 79039828 128656830
39 63 63.881723 150 0.425878 219030359 84254033 134776325
40 63 70.621732 152 0.464617 243093474 93809881 149283592
41 63 69.224002 154 0.449507 238254584 91957101 146297482
42 63 67.125051 156 0.430289 230819597 89558922 141260674
43 63 69.124475 159 0.434745 239202262 92995624 146206637
44 63 70.714314 162 0.436508 245086594 94760326 150326267
45 63 75.750444 165 0.459094 264145635 101653644 162491990
46 63 71.298044 167 0.426934 247484597 95377528 152107068
47 63 74.430536 169 0.440417 259772039 100544536 159227502
48 63 77.976175 171 0.456001 272494473 105541214 166953258
49 63 75.427131 173 0.435995 263456729 102000897 161455831
50 63 83.357469 175 0.476328 293015430 112626777 180388652
51 63 80.278066 177 0.453548 282958123 108732494 174225628
52 63 88.820048 178 0.498989 313252258 120625340 192626917
53 63 86.761803 179 0.484703 305942183 119085147 186857035
54 63 82.196083 180 0.456645 291367240 112737238 178630001
55 63 82.075889 182 0.450966 291953554 112226019 179727534
56 63 102.291422 184 0.555932 366854294 140578238 226276055
57 63 82.138096 186 0.441603 293285692 112596571 180689120
58 63 78.357833 188 0.416797 278882880 105932093 172950786
59 63 82.992416 191 0.434515 296250173 112102726 184147446
60 63 81.967204 194 0.422511 293563139 109904692 183658446
61 63 84.453837 197 0.428700 302745382 111745322 191000059
62 63 93.817984 199 0.471447 340664891 125497471 215167419
63 63 88.063575 200 0.440318 320338424 117418135 202920288
3190.19
