run: 47 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 14:27:55 2021 | q: 0/63 | q_time: 0.379797s | E: 1 | q_time/E: 0.379797s | shuffle time: 0.000000s
Tue Jan 26 14:27:56 2021 | q: 1/63 | q_time: 0.376883s | E: 1 | q_time/E: 0.376883s | shuffle time: 0.000255s
Tue Jan 26 14:27:56 2021 | q: 2/63 | q_time: 0.773979s | E: 2 | q_time/E: 0.386989s | shuffle time: 0.000274s
Tue Jan 26 14:27:58 2021 | q: 3/63 | q_time: 1.565512s | E: 4 | q_time/E: 0.391378s | shuffle time: 0.000265s
Tue Jan 26 14:28:01 2021 | q: 4/63 | q_time: 2.821835s | E: 7 | q_time/E: 0.403119s | shuffle time: 0.000276s
Tue Jan 26 14:28:05 2021 | q: 5/63 | q_time: 4.172446s | E: 10 | q_time/E: 0.417245s | shuffle time: 0.000275s
Tue Jan 26 14:28:11 2021 | q: 6/63 | q_time: 5.496274s | E: 13 | q_time/E: 0.422790s | shuffle time: 0.000279s
Tue Jan 26 14:28:17 2021 | q: 7/63 | q_time: 6.584569s | E: 16 | q_time/E: 0.411536s | shuffle time: 0.000275s
Tue Jan 26 14:28:25 2021 | q: 8/63 | q_time: 7.869287s | E: 19 | q_time/E: 0.414173s | shuffle time: 0.000274s
Tue Jan 26 14:28:34 2021 | q: 9/63 | q_time: 8.872629s | E: 22 | q_time/E: 0.403301s | shuffle time: 0.000277s
Tue Jan 26 14:28:44 2021 | q: 10/63 | q_time: 10.647081s | E: 26 | q_time/E: 0.409503s | shuffle time: 0.000278s
Tue Jan 26 14:28:57 2021 | q: 11/63 | q_time: 12.197147s | E: 30 | q_time/E: 0.406572s | shuffle time: 0.000277s
Tue Jan 26 14:29:13 2021 | q: 12/63 | q_time: 16.243104s | E: 34 | q_time/E: 0.477738s | shuffle time: 0.000276s
Tue Jan 26 14:29:30 2021 | q: 13/63 | q_time: 17.052501s | E: 37 | q_time/E: 0.460878s | shuffle time: 0.000280s
Tue Jan 26 14:29:50 2021 | q: 14/63 | q_time: 19.927634s | E: 42 | q_time/E: 0.474467s | shuffle time: 0.000278s
Tue Jan 26 14:30:11 2021 | q: 15/63 | q_time: 20.975914s | E: 47 | q_time/E: 0.446296s | shuffle time: 0.000277s
Tue Jan 26 14:30:33 2021 | q: 16/63 | q_time: 22.175790s | E: 51 | q_time/E: 0.434819s | shuffle time: 0.000276s
Tue Jan 26 14:30:58 2021 | q: 17/63 | q_time: 25.033595s | E: 56 | q_time/E: 0.447028s | shuffle time: 0.000277s
Tue Jan 26 14:31:25 2021 | q: 18/63 | q_time: 27.322242s | E: 60 | q_time/E: 0.455371s | shuffle time: 0.000312s
Tue Jan 26 14:31:56 2021 | q: 19/63 | q_time: 30.846197s | E: 64 | q_time/E: 0.481972s | shuffle time: 0.000277s
Tue Jan 26 14:32:28 2021 | q: 20/63 | q_time: 32.216738s | E: 69 | q_time/E: 0.466909s | shuffle time: 0.000279s
Tue Jan 26 14:33:03 2021 | q: 21/63 | q_time: 34.571501s | E: 74 | q_time/E: 0.467182s | shuffle time: 0.000278s
Tue Jan 26 14:33:39 2021 | q: 22/63 | q_time: 35.906476s | E: 80 | q_time/E: 0.448831s | shuffle time: 0.000280s
Tue Jan 26 14:34:15 2021 | q: 23/63 | q_time: 35.899519s | E: 85 | q_time/E: 0.422347s | shuffle time: 0.000277s
