run: 54 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 20:44:38 2021 | q: 0/63 | q_time: 0.378515s | E: 1 | q_time/E: 0.378515s | shuffle time: 0.000000s
Tue Jan 26 20:44:38 2021 | q: 1/63 | q_time: 0.376230s | E: 1 | q_time/E: 0.376230s | shuffle time: 0.000253s
Tue Jan 26 20:44:39 2021 | q: 2/63 | q_time: 0.773229s | E: 2 | q_time/E: 0.386614s | shuffle time: 0.000271s
Tue Jan 26 20:44:41 2021 | q: 3/63 | q_time: 1.560577s | E: 4 | q_time/E: 0.390144s | shuffle time: 0.000267s
Tue Jan 26 20:44:43 2021 | q: 4/63 | q_time: 2.806600s | E: 7 | q_time/E: 0.400943s | shuffle time: 0.000275s
Tue Jan 26 20:44:47 2021 | q: 5/63 | q_time: 3.985363s | E: 10 | q_time/E: 0.398536s | shuffle time: 0.000274s
Tue Jan 26 20:44:53 2021 | q: 6/63 | q_time: 5.232831s | E: 13 | q_time/E: 0.402525s | shuffle time: 0.000275s
Tue Jan 26 20:44:59 2021 | q: 7/63 | q_time: 6.487775s | E: 16 | q_time/E: 0.405486s | shuffle time: 0.000272s
Tue Jan 26 20:45:07 2021 | q: 8/63 | q_time: 7.775805s | E: 19 | q_time/E: 0.409253s | shuffle time: 0.000273s
Tue Jan 26 20:45:16 2021 | q: 9/63 | q_time: 9.119237s | E: 22 | q_time/E: 0.414511s | shuffle time: 0.000277s
Tue Jan 26 20:45:27 2021 | q: 10/63 | q_time: 10.715901s | E: 26 | q_time/E: 0.412150s | shuffle time: 0.000279s
Tue Jan 26 20:45:40 2021 | q: 11/63 | q_time: 12.920017s | E: 30 | q_time/E: 0.430667s | shuffle time: 0.000418s
Tue Jan 26 20:45:59 2021 | q: 12/63 | q_time: 19.300319s | E: 34 | q_time/E: 0.567656s | shuffle time: 0.000279s
Tue Jan 26 20:46:14 2021 | q: 13/63 | q_time: 15.417939s | E: 37 | q_time/E: 0.416701s | shuffle time: 0.000281s
Tue Jan 26 20:46:33 2021 | q: 14/63 | q_time: 19.017374s | E: 42 | q_time/E: 0.452795s | shuffle time: 0.000279s
Tue Jan 26 20:46:55 2021 | q: 15/63 | q_time: 21.792786s | E: 47 | q_time/E: 0.463676s | shuffle time: 0.000279s
Tue Jan 26 20:47:18 2021 | q: 16/63 | q_time: 23.054575s | E: 51 | q_time/E: 0.452050s | shuffle time: 0.000273s
Tue Jan 26 20:47:44 2021 | q: 17/63 | q_time: 26.016205s | E: 56 | q_time/E: 0.464575s | shuffle time: 0.000274s
Tue Jan 26 20:48:09 2021 | q: 18/63 | q_time: 24.896090s | E: 60 | q_time/E: 0.414935s | shuffle time: 0.000278s
Tue Jan 26 20:48:38 2021 | q: 19/63 | q_time: 28.742727s | E: 64 | q_time/E: 0.449105s | shuffle time: 0.000277s
Tue Jan 26 20:49:08 2021 | q: 20/63 | q_time: 30.516309s | E: 69 | q_time/E: 0.442265s | shuffle time: 0.000278s
Tue Jan 26 20:49:42 2021 | q: 21/63 | q_time: 34.094244s | E: 74 | q_time/E: 0.460733s | shuffle time: 0.000279s
Tue Jan 26 20:50:21 2021 | q: 22/63 | q_time: 38.190317s | E: 80 | q_time/E: 0.477379s | shuffle time: 0.000279s
Tue Jan 26 20:50:57 2021 | q: 23/63 | q_time: 36.856079s | E: 85 | q_time/E: 0.433601s | shuffle time: 0.000276s
Tue Jan 26 20:51:37 2021 | q: 24/63 | q_time: 39.750860s | E: 91 | q_time/E: 0.436823s | shuffle time: 0.000280s
Tue Jan 26 20:52:19 2021 | q: 25/63 | q_time: 42.003177s | E: 97 | q_time/E: 0.433022s | shuffle time: 0.000279s
Tue Jan 26 20:53:09 2021 | q: 26/63 | q_time: 49.276278s | E: 103 | q_time/E: 0.478410s | shuffle time: 0.000279s
Tue Jan 26 20:53:56 2021 | q: 27/63 | q_time: 47.909818s | E: 108 | q_time/E: 0.443609s | shuffle time: 0.000277s
Tue Jan 26 20:54:48 2021 | q: 28/63 | q_time: 51.381028s | E: 115 | q_time/E: 0.446792s | shuffle time: 0.000279s
Tue Jan 26 20:55:38 2021 | q: 29/63 | q_time: 50.282699s | E: 121 | q_time/E: 0.415559s | shuffle time: 0.000323s
Tue Jan 26 20:56:35 2021 | q: 30/63 | q_time: 57.196676s | E: 126 | q_time/E: 0.453942s | shuffle time: 0.000275s
Tue Jan 26 20:57:32 2021 | q: 31/63 | q_time: 56.245015s | E: 131 | q_time/E: 0.429351s | shuffle time: 0.000274s
Tue Jan 26 20:58:32 2021 | q: 32/63 | q_time: 60.470891s | E: 137 | q_time/E: 0.441393s | shuffle time: 0.000274s
Tue Jan 26 20:59:36 2021 | q: 33/63 | q_time: 63.634848s | E: 140 | q_time/E: 0.454535s | shuffle time: 0.000277s
Tue Jan 26 21:00:37 2021 | q: 34/63 | q_time: 61.191863s | E: 143 | q_time/E: 0.427915s | shuffle time: 0.000276s
Tue Jan 26 21:01:38 2021 | q: 35/63 | q_time: 61.191938s | E: 145 | q_time/E: 0.422013s | shuffle time: 0.000276s
Tue Jan 26 21:02:40 2021 | q: 36/63 | q_time: 61.591809s | E: 146 | q_time/E: 0.421862s | shuffle time: 0.000274s
Tue Jan 26 21:03:44 2021 | q: 37/63 | q_time: 64.025390s | E: 147 | q_time/E: 0.435547s | shuffle time: 0.000274s
Tue Jan 26 21:04:47 2021 | q: 38/63 | q_time: 63.779232s | E: 148 | q_time/E: 0.430941s | shuffle time: 0.000275s
Tue Jan 26 21:05:53 2021 | q: 39/63 | q_time: 65.400149s | E: 150 | q_time/E: 0.436001s | shuffle time: 0.000276s
Tue Jan 26 21:07:07 2021 | q: 40/63 | q_time: 73.977389s | E: 152 | q_time/E: 0.486693s | shuffle time: 0.000273s
Tue Jan 26 21:08:17 2021 | q: 41/63 | q_time: 70.081375s | E: 154 | q_time/E: 0.455074s | shuffle time: 0.000278s
Tue Jan 26 21:09:24 2021 | q: 42/63 | q_time: 67.322420s | E: 156 | q_time/E: 0.431554s | shuffle time: 0.000277s
Tue Jan 26 21:10:32 2021 | q: 43/63 | q_time: 67.526647s | E: 159 | q_time/E: 0.424696s | shuffle time: 0.000277s
Tue Jan 26 21:11:50 2021 | q: 44/63 | q_time: 77.857784s | E: 162 | q_time/E: 0.480604s | shuffle time: 0.000276s
Tue Jan 26 21:12:59 2021 | q: 45/63 | q_time: 69.139956s | E: 165 | q_time/E: 0.419030s | shuffle time: 0.000277s
Tue Jan 26 21:14:13 2021 | q: 46/63 | q_time: 74.645322s | E: 167 | q_time/E: 0.446978s | shuffle time: 0.000275s
Tue Jan 26 21:15:28 2021 | q: 47/63 | q_time: 75.061184s | E: 169 | q_time/E: 0.444149s | shuffle time: 0.000277s
Tue Jan 26 21:16:47 2021 | q: 48/63 | q_time: 78.263745s | E: 171 | q_time/E: 0.457683s | shuffle time: 0.000279s
Tue Jan 26 21:18:07 2021 | q: 49/63 | q_time: 80.656398s | E: 173 | q_time/E: 0.466222s | shuffle time: 0.000273s
Tue Jan 26 21:19:25 2021 | q: 50/63 | q_time: 77.905141s | E: 175 | q_time/E: 0.445172s | shuffle time: 0.000276s
Tue Jan 26 21:20:41 2021 | q: 51/63 | q_time: 76.157064s | E: 177 | q_time/E: 0.430266s | shuffle time: 0.000273s
Tue Jan 26 21:21:58 2021 | q: 52/63 | q_time: 76.757374s | E: 178 | q_time/E: 0.431221s | shuffle time: 0.000272s
Tue Jan 26 21:23:14 2021 | q: 53/63 | q_time: 75.649190s | E: 179 | q_time/E: 0.422621s | shuffle time: 0.000273s
Tue Jan 26 21:24:33 2021 | q: 54/63 | q_time: 79.586280s | E: 180 | q_time/E: 0.442146s | shuffle time: 0.000270s
Tue Jan 26 21:25:58 2021 | q: 55/63 | q_time: 84.970407s | E: 182 | q_time/E: 0.466870s | shuffle time: 0.000265s
Tue Jan 26 21:27:27 2021 | q: 56/63 | q_time: 88.174153s | E: 184 | q_time/E: 0.479207s | shuffle time: 0.000266s
Tue Jan 26 21:28:50 2021 | q: 57/63 | q_time: 83.257337s | E: 186 | q_time/E: 0.447620s | shuffle time: 0.000268s
Tue Jan 26 21:30:20 2021 | q: 58/63 | q_time: 89.812121s | E: 188 | q_time/E: 0.477724s | shuffle time: 0.000268s
Tue Jan 26 21:31:47 2021 | q: 59/63 | q_time: 86.989356s | E: 191 | q_time/E: 0.455442s | shuffle time: 0.000267s
Tue Jan 26 21:33:17 2021 | q: 60/63 | q_time: 90.621702s | E: 194 | q_time/E: 0.467122s | shuffle time: 0.000263s
Tue Jan 26 21:34:52 2021 | q: 61/63 | q_time: 94.699040s | E: 197 | q_time/E: 0.480706s | shuffle time: 0.000264s
Tue Jan 26 21:36:39 2021 | q: 62/63 | q_time: 107.556005s | E: 199 | q_time/E: 0.540482s | shuffle time: 0.000264s
Tue Jan 26 21:38:19 2021 | q: 63/63 | q_time: 99.123387s | E: 200 | q_time/E: 0.495617s | shuffle time: 0.000261s
