run: 59 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Wed Jan 27 01:13:08 2021 | q: 0/63 | q_time: 0.382595s | E: 1 | q_time/E: 0.382595s | shuffle time: 0.000000s
Wed Jan 27 01:13:08 2021 | q: 1/63 | q_time: 0.380020s | E: 1 | q_time/E: 0.380020s | shuffle time: 0.000256s
Wed Jan 27 01:13:09 2021 | q: 2/63 | q_time: 0.780720s | E: 2 | q_time/E: 0.390360s | shuffle time: 0.000274s
Wed Jan 27 01:13:10 2021 | q: 3/63 | q_time: 1.577101s | E: 4 | q_time/E: 0.394275s | shuffle time: 0.000270s
Wed Jan 27 01:13:13 2021 | q: 4/63 | q_time: 2.797132s | E: 7 | q_time/E: 0.399590s | shuffle time: 0.000278s
Wed Jan 27 01:13:17 2021 | q: 5/63 | q_time: 4.029607s | E: 10 | q_time/E: 0.402961s | shuffle time: 0.000279s
Wed Jan 27 01:13:23 2021 | q: 6/63 | q_time: 5.837461s | E: 13 | q_time/E: 0.449035s | shuffle time: 0.000278s
Wed Jan 27 01:13:30 2021 | q: 7/63 | q_time: 6.522227s | E: 16 | q_time/E: 0.407639s | shuffle time: 0.000275s
Wed Jan 27 01:13:37 2021 | q: 8/63 | q_time: 7.716381s | E: 19 | q_time/E: 0.406125s | shuffle time: 0.000277s
Wed Jan 27 01:13:46 2021 | q: 9/63 | q_time: 8.950728s | E: 22 | q_time/E: 0.406851s | shuffle time: 0.000278s
Wed Jan 27 01:13:57 2021 | q: 10/63 | q_time: 10.648246s | E: 26 | q_time/E: 0.409548s | shuffle time: 0.000280s
Wed Jan 27 01:14:11 2021 | q: 11/63 | q_time: 14.571407s | E: 30 | q_time/E: 0.485714s | shuffle time: 0.000281s
Wed Jan 27 01:14:31 2021 | q: 12/63 | q_time: 19.320279s | E: 34 | q_time/E: 0.568244s | shuffle time: 0.000283s
Wed Jan 27 01:14:47 2021 | q: 13/63 | q_time: 16.253689s | E: 37 | q_time/E: 0.439289s | shuffle time: 0.000280s
Wed Jan 27 01:15:08 2021 | q: 14/63 | q_time: 21.101865s | E: 42 | q_time/E: 0.502425s | shuffle time: 0.000280s
Wed Jan 27 01:15:30 2021 | q: 15/63 | q_time: 22.103403s | E: 47 | q_time/E: 0.470285s | shuffle time: 0.000281s
Wed Jan 27 01:15:52 2021 | q: 16/63 | q_time: 21.967569s | E: 51 | q_time/E: 0.430737s | shuffle time: 0.000279s
Wed Jan 27 01:16:17 2021 | q: 17/63 | q_time: 25.219469s | E: 56 | q_time/E: 0.450348s | shuffle time: 0.000280s
Wed Jan 27 01:16:44 2021 | q: 18/63 | q_time: 26.695090s | E: 60 | q_time/E: 0.444918s | shuffle time: 0.000279s
Wed Jan 27 01:17:12 2021 | q: 19/63 | q_time: 27.542737s | E: 64 | q_time/E: 0.430355s | shuffle time: 0.000282s
Wed Jan 27 01:17:47 2021 | q: 20/63 | q_time: 35.033089s | E: 69 | q_time/E: 0.507726s | shuffle time: 0.000285s
Wed Jan 27 01:18:22 2021 | q: 21/63 | q_time: 35.695527s | E: 74 | q_time/E: 0.482372s | shuffle time: 0.000282s
Wed Jan 27 01:18:56 2021 | q: 22/63 | q_time: 34.038258s | E: 80 | q_time/E: 0.425478s | shuffle time: 0.000283s
Wed Jan 27 01:19:33 2021 | q: 23/63 | q_time: 36.138254s | E: 85 | q_time/E: 0.425156s | shuffle time: 0.000280s
Wed Jan 27 01:20:11 2021 | q: 24/63 | q_time: 38.742792s | E: 91 | q_time/E: 0.425745s | shuffle time: 0.000278s
Wed Jan 27 01:20:53 2021 | q: 25/63 | q_time: 41.462977s | E: 97 | q_time/E: 0.427453s | shuffle time: 0.000279s
Wed Jan 27 01:21:38 2021 | q: 26/63 | q_time: 45.424309s | E: 103 | q_time/E: 0.441013s | shuffle time: 0.000278s
Wed Jan 27 01:22:24 2021 | q: 27/63 | q_time: 45.844087s | E: 108 | q_time/E: 0.424482s | shuffle time: 0.000276s
Wed Jan 27 01:23:14 2021 | q: 28/63 | q_time: 50.036261s | E: 115 | q_time/E: 0.435098s | shuffle time: 0.000276s
