q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.375595 1 0.375595 1279874 1279873 0
1 63 0.373405 1 0.373405 1279874 1279873 0
2 63 0.766781 2 0.383390 2561011 1867056 693954
3 63 1.551147 4 0.387787 5133453 3046075 2087377
4 63 2.771181 7 0.395883 9083320 4730196 4353123
5 63 4.106232 10 0.410623 13382151 6636666 6745484
6 63 5.341254 13 0.410866 17342192 8302043 9040148
7 63 6.457405 16 0.403588 20890722 9900018 10990703
8 63 7.702570 19 0.405398 24829655 11709424 13120230
9 63 8.828032 22 0.401274 28342309 13367075 14975233
10 63 11.434044 26 0.439771 36637375 16809986 19827388
11 63 15.512020 30 0.517067 50017538 22617075 27400462
12 63 20.330736 34 0.597963 65904022 29296152 36607869
13 63 17.320376 37 0.468118 55812329 25105928 30706400
14 63 20.112050 42 0.478858 65203560 28506760 36696799
15 63 22.572173 47 0.480259 73495197 31413880 42081316
16 63 21.577357 51 0.423085 70128884 29647421 40481462
17 63 25.646592 56 0.457975 84117896 35406807 48711088
18 63 27.080539 60 0.451342 88946068 37133460 51812607
19 63 26.484060 64 0.413813 85671443 35558495 50112947
20 63 31.464604 69 0.456009 102568158 42267655 60300502
21 63 33.989331 74 0.459315 111390775 45538558 65852216
22 63 38.534959 80 0.481687 126906321 50787878 76118442
23 63 35.375048 85 0.416177 116458727 46073048 70385678
24 63 38.147895 91 0.419208 126313840 49080330 77233509
25 63 40.217286 97 0.414611 133573292 51241752 82331539
26 63 44.148804 103 0.428629 147806872 56156809 91650062
27 63 44.951357 108 0.416216 150689703 56550740 94138962
28 63 49.033832 115 0.426381 165797370 61464699 104332670
29 63 50.703009 121 0.419033 172158277 63014797 109143479
30 63 51.707980 126 0.410381 176442397 64059103 112383293
31 63 51.949176 131 0.396559 177031671 63609788 113421882
32 63 58.150546 137 0.424457 199902919 71503363 128399555
33 63 63.267538 140 0.451911 218397219 79394319 139002899
34 63 62.279269 143 0.435519 215327140 77826189 137500950
35 63 62.195715 145 0.428936 215220737 79205750 136014986
36 63 65.508882 146 0.448691 226832803 84882191 141950611
37 63 63.487890 147 0.431890 219612793 83120160 136492632
38 63 61.519501 148 0.415672 212621040 81232589 131388450
39 63 66.646749 150 0.444312 230934753 89160968 141773784
40 63 83.454871 152 0.549045 291626225 112768219 178858005
41 63 64.569644 154 0.419283 223884375 86435749 137448625
42 63 64.372394 156 0.412644 223344688 86765428 136579259
43 63 65.889452 159 0.414399 229381386 88974868 140406517
44 63 74.175814 162 0.457875 259832026 100861646 158970379
45 63 80.890394 165 0.490245 284899974 109630044 175269929
46 63 69.476184 167 0.416025 243839132 93999228 149839903
47 63 72.556515 169 0.429328 255005935 98107651 156898283
48 63 76.157846 171 0.445368 267951599 103480583 164471015
49 63 79.454820 173 0.459276 281005384 107896196 173109187
50 63 77.516052 175 0.442949 274569114 105384377 169184736
51 63 75.692707 177 0.427642 268344185 103392913 164951271
52 63 79.167470 178 0.444761 281584884 108869689 172715194
53 63 84.478825 179 0.471949 301072427 116540902 184531524
54 63 81.083552 180 0.450464 289165792 111782201 177383590
55 63 80.599896 182 0.442857 288408411 111262112 177146298
56 63 87.703267 184 0.476648 315392455 120701293 194691161
57 63 77.606375 186 0.417239 278624535 106555579 172068955
58 63 79.622574 188 0.423524 286755582 109955927 176799654
59 63 81.256171 191 0.425425 293725000 110070051 183654948
60 63 80.154326 194 0.413167 290056030 108261426 181794603
61 63 81.400880 197 0.413202 296098598 109209305 186889292
62 63 81.624575 199 0.410174 297483888 108975899 188507988
63 63 89.180801 200 0.445904 326253401 119136608 207116792
3127.71
