q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.375714 1 0.375714 1279874 1279873 0
1 63 0.373224 1 0.373224 1279874 1279873 0
2 63 0.766758 2 0.383379 2562548 1869045 693502
3 63 1.549666 4 0.387416 5126561 3041655 2084905
4 63 2.738486 7 0.391212 8978189 4674270 4303918
5 63 3.997136 10 0.399714 13019389 6422426 6596962
6 63 5.505305 13 0.423485 17915050 8580273 9334776
7 63 6.487933 16 0.405496 21016972 9996230 11020741
8 63 7.674221 19 0.403906 24765458 11683619 13081838
9 63 8.924104 22 0.405641 28711107 13578880 15132226
10 63 10.598662 26 0.407641 34011913 15613566 18398346
11 63 13.820011 30 0.460667 44451977 20063943 24388033
12 63 16.364039 34 0.481295 52853963 23619646 29234316
13 63 17.190523 37 0.464609 55508070 25039420 30468649
14 63 18.757100 42 0.446598 60771930 26534197 34237732
15 63 21.989971 47 0.467872 71817729 30846637 40971091
16 63 24.416741 51 0.478760 80034723 34243201 45791521
17 63 25.319853 56 0.452140 83290089 35029828 48260260
18 63 27.340676 60 0.455678 90073309 37771516 52301792
19 63 28.287834 64 0.441997 92135351 38504713 53630637
20 63 32.841027 69 0.475957 107700621 44541708 63158912
21 63 33.320194 74 0.450273 109461918 44801124 64660793
22 63 40.459958 80 0.505749 134109049 53788505 80320543
23 63 38.763306 85 0.456039 128687677 51105975 77581701
24 63 38.423414 91 0.422235 127754950 49503186 78251763
25 63 42.221145 97 0.435270 141281903 54272235 87009667
26 63 47.020754 103 0.456512 158477837 60009521 98468315
27 63 43.722819 108 0.404841 147252421 55526306 91726114
28 63 46.143921 115 0.401251 156410735 57312584 99098150
29 63 48.116188 121 0.397654 163927023 59608196 104318826
30 63 55.023480 126 0.436694 189006548 68804763 120201784
31 63 54.265862 131 0.414243 186443271 67467837 118975433
32 63 65.268685 137 0.476414 226131454 81925535 144205918
33 63 58.357287 140 0.416838 201776135 72975253 128800881
34 63 60.420739 143 0.422523 209547290 76270685 133276604
35 63 63.666004 145 0.439076 221320981 81518910 139802070
36 63 59.798561 146 0.409579 207277639 76790433 130487205
37 63 61.587542 147 0.418963 213772744 80541335 133231408
38 63 60.372476 148 0.407922 209421230 79999628 129421601
39 63 65.149059 150 0.434327 226632134 86671745 139960388
40 63 86.561395 152 0.569483 304131950 118007993 186123956
41 63 63.736645 154 0.413874 221911912 86074889 135837022
42 63 64.170171 156 0.411347 223678496 86883352 136795143
43 63 67.382532 159 0.423790 235944826 91169841 144774984
44 63 73.934363 162 0.456385 260285453 100225947 160059505
45 63 80.493428 165 0.487839 284832476 109418908 175413567
46 63 71.292243 167 0.426900 251624993 96890403 154734589
47 63 74.281341 169 0.439535 262715043 101482515 161232527
48 63 69.518903 171 0.406543 245116504 94499931 150616572
49 63 80.277813 173 0.464034 285598831 109794474 175804356
50 63 79.291535 175 0.453094 282573571 108818423 173755147
51 63 80.921128 177 0.457182 289164470 111231989 177932480
52 63 80.865495 178 0.454301 289404381 111987586 177416794
53 63 82.864445 179 0.462930 297196402 115882566 181313835
54 63 82.758641 180 0.459770 297027754 114807147 182220606
55 63 83.858973 182 0.460764 302095238 116803279 185291958
56 63 90.468429 184 0.491676 327205145 126475254 200729890
57 63 78.475580 186 0.421912 283201395 108527117 174674277
58 63 85.390894 188 0.454207 309627755 117896041 191731713
59 63 81.657573 191 0.427527 296661168 111731323 184929844
60 63 82.903174 194 0.427336 302247525 113415769 188831755
61 63 84.745157 197 0.430178 310519649 114314110 196205538
62 63 83.159578 199 0.417887 305214563 111558208 193656354
63 63 85.554418 200 0.427772 314986303 115160107 199826195
3151.98
