q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.379797 1 0.379797 1279874 1279873 0
1 63 0.376883 1 0.376883 1279874 1279873 0
2 63 0.773979 2 0.386989 2561020 1862362 698657
3 63 1.565512 4 0.391378 5130165 3034113 2096051
4 63 2.821835 7 0.403119 9166477 4785034 4381442
5 63 4.172446 10 0.417245 13480355 6682352 6798002
6 63 5.496274 13 0.422790 17680414 8489205 9191208
7 63 6.584569 16 0.411536 21103384 10005111 11098272
8 63 7.869287 19 0.414173 25160312 11878752 13281559
9 63 8.872629 22 0.403301 28272599 13293974 14978624
10 63 10.647081 26 0.409503 33850817 15507702 18343114
11 63 12.197147 30 0.406572 38645117 17247130 21397986
12 63 16.243104 34 0.477738 51874784 23122265 28752518
13 63 17.052501 37 0.460878 54447848 24435009 30012838
14 63 19.927634 42 0.474467 64058447 27948144 36110302
15 63 20.975914 47 0.446296 67671172 28791125 38880046
16 63 22.175790 51 0.434819 71703926 30459577 41244348
17 63 25.033595 56 0.447028 79837827 33296238 46541588
18 63 27.322242 60 0.455371 88846272 37303125 51543146
19 63 30.846197 64 0.481972 99769097 41620003 58149093
20 63 32.216738 69 0.466909 104451946 43065682 61386263
21 63 34.571501 74 0.467182 110496260 45028339 65467920
22 63 35.906476 80 0.448831 117195667 47001020 70194646
23 63 35.899519 85 0.422347 117297748 46358789 70938958
24 63 39.212989 91 0.430912 128731359 50328631 78402727
25 63 43.927066 97 0.452856 145497388 55829358 89668029
26 63 46.934676 103 0.455676 155799234 59450683 96348550
27 63 47.023780 108 0.435405 156784142 59335194 97448947
28 63 49.312039 115 0.428800 165416369 61391242 104025126
29 63 50.554883 121 0.417809 170334737 61875768 108458968
30 63 59.306566 126 0.470687 201835658 73995787 127839870
31 63 56.652194 131 0.432459 192265936 69930956 122334979
32 63 60.801293 137 0.443805 207435019 74389132 133045886
33 63 59.622445 140 0.425875 202065872 72966582 129099289
34 63 60.359141 143 0.422092 205387900 74916050 130471849
35 63 62.859317 145 0.433513 215537152 79455584 136081567
36 63 64.730625 146 0.443360 218581930 81661785 136920144
37 63 59.199686 147 0.402719 202414422 76194711 126219710
38 63 62.774296 148 0.424151 215350365 82381916 132968448
39 63 64.770582 150 0.431804 222309433 85288502 137020930
40 63 84.695731 152 0.557209 293366360 113411543 179954816
41 63 63.407227 154 0.411735 217874784 84630171 133244612
42 63 65.900108 156 0.422437 226970303 87661721 139308581
43 63 73.238362 159 0.460619 253875593 98058971 155816621
44 63 71.593402 162 0.441935 247187415 95661986 151525428
45 63 73.397156 165 0.444831 254051772 98094951 155956820
46 63 72.943526 167 0.436788 254316158 97814268 156501889
47 63 71.219063 169 0.421415 246961439 95115846 151845592
48 63 76.977667 171 0.450162 268849134 103423530 165425603
49 63 88.493542 173 0.511523 311811121 120629610 191181510
50 63 95.955279 175 0.548316 339060563 131192300 207868262
51 63 75.436453 177 0.426195 265467812 101591549 163876262
52 63 78.617279 178 0.441670 277583743 107125135 170458607
53 63 82.153394 179 0.458958 290730794 112969456 177761337
54 63 86.835478 180 0.482419 308178666 119493870 188684795
55 63 89.650836 182 0.492587 319428209 122739953 196688255
56 63 98.780242 184 0.536849 353620065 135767523 217852541
57 63 82.173390 186 0.441792 293625366 112227427 181397938
58 63 92.127751 188 0.490041 330206561 126474498 203732062
59 63 80.119274 191 0.419473 287560699 107906526 179654172
60 63 99.478857 194 0.512778 359859831 134919316 224940514
61 63 92.761336 197 0.470870 334758591 124241212 210517378
62 63 100.896631 199 0.507018 365681574 134850953 230830620
63 63 102.315801 200 0.511579 372034645 136086220 235948424
3267.14
