q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.378345 1 0.378345 1279874 1279873 0
1 63 0.376525 1 0.376525 1279874 1279873 0
2 63 0.773496 2 0.386748 2560441 1866239 694201
3 63 1.561830 4 0.390457 5124042 3038501 2085540
4 63 2.763480 7 0.394783 8977933 4678964 4298968
5 63 3.979543 10 0.397954 12835770 6330625 6505144
6 63 5.852448 13 0.450188 18900553 9096586 9803966
7 63 6.483706 16 0.405232 20802094 9867969 10934124
8 63 7.805750 19 0.410829 24927772 11790061 13137710
9 63 9.040161 22 0.410916 28797670 13571742 15225927
10 63 11.670644 26 0.448871 37225681 17076229 20149451
11 63 13.012425 30 0.433747 41305743 18529989 22775753
12 63 15.976316 34 0.469892 51030503 22739883 28290619
13 63 17.111244 37 0.462466 54655388 24465960 30189427
14 63 17.753833 42 0.422710 56796207 24704098 32092108
15 63 20.315571 47 0.432246 65438693 27841292 37597400
16 63 25.422220 51 0.498475 82680044 35046462 47633581
17 63 28.674577 56 0.512046 93843768 39559428 54284339
18 63 28.853813 60 0.480897 94305458 39441863 54863594
19 63 27.585169 64 0.431018 88863528 37005854 51857673
20 63 33.803944 69 0.489912 109920793 45378468 64542324
21 63 32.171871 74 0.434755 104432858 42493386 61939471
22 63 35.781663 80 0.447271 116823138 46695587 70127550
23 63 36.329395 85 0.427405 119005149 47236065 71769083
24 63 38.621189 91 0.424409 127019961 49474021 77545939
25 63 41.863564 97 0.431583 138521318 53198793 85322524
26 63 47.056694 103 0.456861 156902229 59372699 97529529
27 63 44.667728 108 0.413590 148944620 56268935 92675684
28 63 50.095872 115 0.435616 168564345 62093711 106470633
29 63 50.511604 121 0.417451 170585796 62500434 108085361
30 63 53.378797 126 0.423641 181237817 65949486 115288330
31 63 55.406535 131 0.422951 188569947 68253356 120316590
32 63 56.927881 137 0.415532 194176697 69585574 124591122
33 63 60.445213 140 0.431752 207017030 75201564 131815465
34 63 61.589119 143 0.430693 211510676 76961387 134549288
35 63 64.967193 145 0.448050 223650424 82229736 141420687
36 63 60.954088 146 0.417494 209163815 77856776 131307038
37 63 63.027059 147 0.428756 216655405 81924879 134730525
38 63 63.451855 148 0.428729 218163048 83566247 134596800
39 63 68.470549 150 0.456470 236042796 90363220 145679575
40 63 77.049216 152 0.506903 266928103 103271585 163656517
41 63 63.547192 154 0.412644 218634524 84172894 134461629
42 63 70.758953 156 0.453583 244621070 94657282 149963787
43 63 67.915766 159 0.427143 235028194 90724353 144303840
44 63 72.272757 162 0.446128 251236882 97285483 153951398
45 63 68.669854 165 0.416181 238767645 91453358 147314286
46 63 73.844223 167 0.442181 257934435 99423250 158511184
47 63 88.953341 169 0.526351 312793494 120695211 192098282
48 63 74.518640 171 0.435782 260346371 100383241 159963129
49 63 83.541508 173 0.482899 294031167 113648937 180382229
50 63 77.143389 175 0.440819 271495039 104330635 167164403
51 63 81.122729 177 0.458321 286438145 110499514 175938630
52 63 82.839104 178 0.465388 293234689 113311608 179923080
53 63 79.580227 179 0.444582 281765845 108912198 172853646
54 63 78.523161 180 0.436240 278165154 107795481 170369672
55 63 79.101490 182 0.434624 281355187 108250180 173105006
56 63 106.513682 184 0.578879 382951450 146781189 236170260
57 63 84.788610 186 0.455853 303573964 116038353 187535610
58 63 80.874025 188 0.430181 289741136 110359456 179381679
59 63 77.525470 191 0.405893 278081896 104814533 173267362
60 63 79.307697 194 0.408803 285422940 106562427 178860512
61 63 87.401189 197 0.443661 316836462 116873742 199962719
62 63 90.729025 199 0.455925 330088234 121064417 209023816
63 63 88.808222 200 0.444041 323425281 117551588 205873692
3180.24
