run: 55 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: HCP
Tue Jan 26 21:38:20 2021 | q: 0/63 | q_time: 0.382345s | E: 1 | q_time/E: 0.382345s | shuffle time: 0.000000s
Tue Jan 26 21:38:20 2021 | q: 1/63 | q_time: 0.380110s | E: 1 | q_time/E: 0.380110s | shuffle time: 0.000259s
Tue Jan 26 21:38:21 2021 | q: 2/63 | q_time: 0.780392s | E: 2 | q_time/E: 0.390196s | shuffle time: 0.000276s
Tue Jan 26 21:38:23 2021 | q: 3/63 | q_time: 1.577183s | E: 4 | q_time/E: 0.394296s | shuffle time: 0.000276s
Tue Jan 26 21:38:25 2021 | q: 4/63 | q_time: 2.793553s | E: 7 | q_time/E: 0.399079s | shuffle time: 0.000279s
Tue Jan 26 21:38:29 2021 | q: 5/63 | q_time: 4.036241s | E: 10 | q_time/E: 0.403624s | shuffle time: 0.000282s
Tue Jan 26 21:38:35 2021 | q: 6/63 | q_time: 5.560762s | E: 13 | q_time/E: 0.427751s | shuffle time: 0.000289s
Tue Jan 26 21:38:42 2021 | q: 7/63 | q_time: 6.683502s | E: 16 | q_time/E: 0.417719s | shuffle time: 0.000279s
Tue Jan 26 21:38:49 2021 | q: 8/63 | q_time: 7.815249s | E: 19 | q_time/E: 0.411329s | shuffle time: 0.000279s
Tue Jan 26 21:38:59 2021 | q: 9/63 | q_time: 9.252301s | E: 22 | q_time/E: 0.420559s | shuffle time: 0.000281s
Tue Jan 26 21:39:10 2021 | q: 10/63 | q_time: 11.140302s | E: 26 | q_time/E: 0.428473s | shuffle time: 0.000282s
Tue Jan 26 21:39:24 2021 | q: 11/63 | q_time: 14.518660s | E: 30 | q_time/E: 0.483955s | shuffle time: 0.000287s
Tue Jan 26 21:39:41 2021 | q: 12/63 | q_time: 16.872701s | E: 34 | q_time/E: 0.496256s | shuffle time: 0.000288s
Tue Jan 26 21:39:56 2021 | q: 13/63 | q_time: 15.246252s | E: 37 | q_time/E: 0.412061s | shuffle time: 0.000287s
