q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.382720 1 0.382720 1279874 1279873 0
1 63 0.381533 1 0.381533 1279874 1279873 0
2 63 0.783325 2 0.391662 2560278 1862884 697393
3 63 1.584269 4 0.396067 5129650 3042748 2086901
4 63 2.804265 7 0.400609 8995299 4702160 4293138
5 63 4.183053 10 0.418305 13344782 6621381 6723400
6 63 5.558581 13 0.427583 17680047 8483127 9196919
7 63 6.619213 16 0.413701 20974049 9982658 10991390
8 63 7.846791 19 0.412989 24769565 11675369 13094195
9 63 9.063267 22 0.411967 28498387 13445388 15052998
10 63 16.918957 26 0.650729 35651546 16368796 19282749
11 63 15.520908 30 0.517364 49164773 22364597 26800175
12 63 14.237318 34 0.418745 44700675 19711771 24988903
13 63 16.777400 37 0.453443 52863445 23735662 29127782
14 63 19.816364 42 0.471818 62852860 27549406 35303453
15 63 22.137666 47 0.471014 70622000 30352253 40269746
16 63 23.497582 51 0.460737 75079911 31960066 43119844
17 63 25.980152 56 0.463931 83583795 35058243 48525551
18 63 27.209520 60 0.453492 87501720 36367808 51133911
19 63 27.712169 64 0.433003 88066046 36506875 51559170
20 63 31.587218 69 0.457786 101146482 41684707 59461774
21 63 33.055131 74 0.446691 104746235 42655365 62090869
22 63 41.034042 80 0.512926 125239661 49914576 75325084
23 63 37.367232 85 0.439614 119666666 47647829 72018836
24 63 42.530876 91 0.467372 132449987 51706083 80743903
25 63 44.798515 97 0.461840 146687476 56533591 90153884
26 63 47.486681 103 0.461036 155928050 59201962 96726087
27 63 56.554693 108 0.523655 157949958 59884178 98065779
28 63 53.996218 115 0.469532 179509223 66681044 112828178
29 63 52.694547 121 0.435492 171536304 62643623 108892680
30 63 55.187320 126 0.437995 184672698 67335823 117336874
31 63 58.301753 131 0.445052 196935964 71607221 125328742
32 63 59.604837 137 0.435072 202391057 72032862 130358194
33 63 61.801151 140 0.441437 210322384 76899014 133423369
34 63 58.695578 143 0.410459 198352441 72003203 126349237
35 63 61.733475 145 0.425748 209621831 77450612 132171218
36 63 68.321134 146 0.467953 230792803 86215459 144577343
37 63 61.717284 147 0.419845 208137652 78372800 129764851
38 63 62.256222 148 0.420650 210555894 80769373 129786520
39 63 72.873169 150 0.485821 223587268 86332314 137254953
40 63 75.655222 152 0.497732 255936578 99349783 156586794
41 63 67.179975 154 0.436234 225331786 87043322 138288463
42 63 69.969710 156 0.448524 229849133 89226686 140622446
43 63 82.404114 159 0.518265 255312942 99026770 156286171
44 63 67.809892 162 0.418580 223375768 85751508 137624259
45 63 77.157346 165 0.467620 244185742 93952515 150233226
46 63 88.696650 167 0.531118 303105469 117008547 186096921
47 63 82.686070 169 0.489267 280274801 108797994 171476806
48 63 91.165825 171 0.533133 266695918 102340235 164355682
49 63 88.038536 173 0.508893 269568835 103923043 165645791
50 63 79.952951 175 0.456874 275965188 106604978 169360209
51 63 80.316532 177 0.453766 278458780 106803867 171654912
52 63 73.370946 178 0.412196 252658076 96856772 155801303
53 63 82.956627 179 0.463445 289703849 112311938 177391910
54 63 83.395600 180 0.463309 287475625 111430467 176045157
55 63 82.568617 182 0.453674 291703607 112519537 179184069
56 63 92.649050 184 0.503527 327298201 125710449 201587751
57 63 83.533370 186 0.449104 294893893 113404603 181489289
58 63 84.637241 188 0.450198 300735640 114781487 185954152
59 63 86.192581 191 0.451270 300748004 113501088 187246915
60 63 85.063445 194 0.438471 301720167 112479633 189240533
61 63 82.940081 197 0.421016 296799701 109305056 187494644
62 63 93.586413 199 0.470283 319572150 117511985 202060164
63 63 101.969715 200 0.509849 334686018 122297960 212388057
3294.51
