q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.381870 1 0.381870 1279874 1279873 0
1 63 0.380765 1 0.380765 1279874 1279873 0
2 63 0.780237 2 0.390118 2560512 1863032 697479
3 63 1.578175 4 0.394544 5128257 3039950 2088306
4 63 2.822569 7 0.403224 9077072 4747664 4329407
5 63 4.058868 10 0.405887 12942786 6391808 6550977
6 63 5.522130 13 0.424779 17603941 8450788 9153152
7 63 6.746102 16 0.421631 21456020 10227779 11228240
8 63 7.900451 19 0.415813 25045791 11814011 13231779
9 63 9.105488 22 0.413886 28754046 13574716 15179329
10 63 11.049844 26 0.424994 34785564 16016736 18768827
11 63 12.659857 30 0.421995 39760993 17928797 21832195
12 63 19.689121 34 0.579092 62680626 28064343 34616282
13 63 18.337546 37 0.495609 58086928 26167832 31919095
14 63 18.309177 42 0.435933 58075178 25297873 32777304
15 63 21.245522 47 0.452032 67849548 28925958 38923589
16 63 22.829564 51 0.447639 73069752 31090348 41979403
17 63 24.453387 56 0.436668 78250543 32706590 45543952
18 63 29.092360 60 0.484873 94109108 39628615 54480492
19 63 31.082286 64 0.485661 99516363 41805550 57710812
20 63 32.560265 69 0.471888 104530853 43265471 61265381
21 63 34.924800 74 0.471957 112623229 45969760 66653468
22 63 42.182341 80 0.527279 137004077 54996391 82007685
23 63 37.787400 85 0.444558 122641205 48629978 74011226
24 63 40.614202 91 0.446310 131559745 51540860 80018884
25 63 43.622560 97 0.449717 143063001 54882677 88180323
26 63 53.017326 103 0.514731 175014142 66427143 108586998
27 63 44.804683 108 0.414858 147271289 55577794 91693494
28 63 50.902418 115 0.442630 168731692 62717235 106014456
29 63 51.702671 121 0.427295 172658958 63310308 109348649
30 63 54.748149 126 0.434509 184015985 67520728 116495256
31 63 54.945172 131 0.419429 184968481 66641640 118326840
32 63 57.935090 137 0.422884 195719953 69522835 126197117
33 63 59.734714 140 0.426677 202267301 73025845 129241455
34 63 60.756017 143 0.424867 206233551 75346849 130886701
35 63 63.924362 145 0.440858 217177428 80549689 136627738
36 63 60.785074 146 0.416336 206297246 77150266 129146979
37 63 63.506024 147 0.432014 216031907 82048782 133983124
38 63 63.991713 148 0.432376 217663938 83179802 134484135
39 63 63.207321 150 0.421382 214908863 82743538 132165324
40 63 71.807691 152 0.472419 245474023 94319983 151154039
41 63 69.033338 154 0.448268 235348460 90838941 144509518
42 63 65.288305 156 0.418515 222417427 86635729 135781697
43 63 64.625664 159 0.406451 220971486 85320190 135651295
44 63 68.925516 162 0.425466 236079817 90960863 145118953
45 63 72.457551 165 0.439137 249707678 96423159 153284518
46 63 73.992285 167 0.443068 255934995 98391844 157543150
47 63 91.820596 169 0.543317 319912802 123486771 196426030
48 63 79.492854 171 0.464870 275570363 106356252 169214110
49 63 83.574560 173 0.483090 291281687 112414985 178866701
50 63 78.439615 175 0.448226 273124695 105576128 167548566
51 63 95.762428 177 0.541031 336728867 130384616 206344250
52 63 112.518269 178 0.632125 397570242 153844184 243726057
53 63 98.836717 179 0.552160 348101613 135185978 212915634
54 63 92.490737 180 0.513837 325438271 126354516 199083754
55 63 82.675092 182 0.454259 291606343 112329577 179276765
56 63 88.622623 184 0.481645 313912661 120216501 193696159
57 63 76.913130 186 0.413511 271828350 103657332 168171017
58 63 83.938912 188 0.446484 298204476 113963906 184240569
59 63 84.233580 191 0.441014 303498218 114720498 188777719
60 63 93.325654 194 0.481060 338595926 127056190 211539735
61 63 94.932161 197 0.481889 347484143 128979609 218504533
62 63 98.407557 199 0.494510 361669316 132978050 228691265
63 63 87.152948 200 0.435765 319788828 116429965 203358862
3292.95
