q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.614657 1 0.614657 12796830 12796815 0 1
1 63 0.622596 1 0.622596 12796830 12796815 0 1
2 63 1.248401 2 0.624200 25611633 18629158 6982460 0
3 63 2.548395 4 0.637099 51285724 30410417 20875292 0
4 63 4.530637 7 0.647234 90665740 47262076 43403649 0
5 63 6.426300 10 0.642630 131323929 64936103 66387811 0
6 63 8.950275 13 0.688483 176386489 84534336 91852138 0
7 63 10.364976 16 0.647811 211334776 100324605 111010156 0
8 63 12.152918 19 0.639627 248085480 116971052 131114413 0
9 63 14.200439 22 0.645474 286794246 135476225 151318006 0
10 63 17.929529 26 0.689597 346149958 159092460 187057483 0
11 63 22.269544 30 0.742318 444381674 200983882 243397777 0
12 63 29.043038 34 0.854207 517634691 230680122 286954554 0
13 63 25.648554 37 0.693204 520325593 233960135 286365443 0
14 63 31.350751 42 0.746446 632801740 277156260 355645465 0
15 63 33.658058 47 0.716129 676588789 289507771 387081003 0
16 63 37.471528 51 0.734736 738023984 314268755 423755214 0
17 63 40.940343 56 0.731078 822007956 344625775 477382166 0
18 63 45.040542 60 0.750676 866321769 362323835 503997919 0
19 63 45.983918 64 0.718499 916695154 382528521 534166618 0
20 63 52.035365 69 0.754136 1007218196 414648210 592569971 0
21 63 53.427789 74 0.721997 1073018210 437160095 635858100 0
22 63 66.624875 80 0.832811 1280868310 512643614 768224681 0
23 63 55.827367 85 0.656793 1190646984 471517902 719129067 0
24 63 63.190171 91 0.694397 1301887586 508176623 793710948 0
25 63 66.854453 97 0.689221 1428891975 550539656 878352304 0
26 63 83.700147 103 0.812623 1598132817 606884275 991248527 0
27 63 72.702180 108 0.673168 1517141510 572202842 944938653 0
28 63 77.266895 115 0.671886 1669127585 617642579 1051484991 0
29 63 81.744778 121 0.675577 1727087152 631468312 1095618825 0
30 63 89.397615 126 0.709505 1842586124 671696200 1170889909 0
31 63 93.355344 131 0.712636 1934678110 702984621 1231693474 0
32 63 103.235344 137 0.753543 2123509951 763992439 1359517497 0
33 63 94.957875 140 0.678271 2058309743 745140351 1313169377 0
34 63 99.448444 143 0.695444 2147150352 782455825 1364694512 0
35 63 97.638712 145 0.673370 2117238921 780138419 1337100487 0
36 63 99.131546 146 0.678983 2113332364 789035516 1324296833 0
37 63 99.271424 147 0.675316 2149924742 813392267 1336532460 0
38 63 103.838226 148 0.701610 2161094688 827461411 1333633262 0
39 63 101.247041 150 0.674980 2203458511 846443751 1357014745 0
40 63 117.330705 152 0.771913 2595988228 1001664751 1594323462 0
41 63 105.558811 154 0.685447 2320995612 899833074 1421162523 0
42 63 111.119372 156 0.712304 2282240474 886109879 1396130580 0
43 63 104.482706 159 0.657124 2302002994 890540618 1411462361 0
44 63 112.629860 162 0.695246 2458812075 949915185 1508896875 0
45 63 112.241722 165 0.680253 2426599079 932302143 1494296921 0
46 63 113.659387 167 0.680595 2480084692 955537760 1524546917 0
47 63 134.378487 169 0.795139 2762189173 1066018209 1696170949 0
48 63 135.295057 171 0.791199 2870563044 1108839254 1761723775 0
49 63 126.401778 173 0.730646 2871696713 1109580241 1762116457 0
50 63 123.640166 175 0.706515 2782922917 1072111724 1710811178 0
51 63 121.029526 177 0.683783 2740850692 1054235495 1686615182 0
52 63 125.465458 178 0.704862 2787184166 1076343003 1710841148 0
53 63 126.691534 179 0.707774 2781949069 1075598817 1706350237 0
54 63 121.840535 180 0.676892 2695430016 1041606413 1653823588 0
55 63 124.532788 182 0.684246 2797570628 1078407824 1719162789 0
56 63 154.782252 184 0.841208 3220113351 1237049981 1983063355 0
57 63 130.698444 186 0.702680 2859315181 1093516066 1765799100 0
58 63 129.060575 188 0.686492 2883362505 1099245014 1784117476 0
59 63 134.879367 191 0.706175 2928582610 1102365321 1826217274 0
60 63 142.624924 194 0.735180 3110537698 1162031336 1948506347 0
61 63 145.449165 197 0.738321 3119706001 1153377456 1966328530 0
62 63 139.904424 199 0.703037 3217960066 1179779610 2038180441 0
63 63 143.715064 200 0.718575 3207580268 1171462652 2036117601 0
5083.34
