q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.620860 1 0.620860 12796830 12796815 0 1
1 63 0.628123 1 0.628123 12796830 12796815 0 1
2 63 1.275750 2 0.637875 25604489 18629540 6974934 0
3 63 2.589268 4 0.647317 51334948 30472056 20862877 0
4 63 4.597763 7 0.656823 90596140 47233031 43363094 0
5 63 6.477328 10 0.647733 130992656 64620543 66372098 0
6 63 9.029295 13 0.694561 176164266 84367906 91796345 0
7 63 10.736588 16 0.671037 208243438 98400806 109842617 0
8 63 12.360086 19 0.650531 247586362 116604689 130981658 0
9 63 14.464571 22 0.657480 286120845 134959525 151161305 0
10 63 16.906664 26 0.650256 342354142 157079637 185274490 0
11 63 23.740698 30 0.791357 447681654 202306625 245375014 0
12 63 28.673022 34 0.843324 542533836 242000726 300533095 0
13 63 26.661435 37 0.720579 520684122 234096158 286587949 0
14 63 31.393694 42 0.747469 619573065 271109667 348463383 0
15 63 36.600601 47 0.778736 689446031 295043578 394402438 0
16 63 37.049012 51 0.726451 738267489 315318222 422949252 0
17 63 41.695103 56 0.744555 849649624 356914180 492735429 0
18 63 47.034045 60 0.783901 878456611 367747181 510709415 0
19 63 45.466678 64 0.710417 927367962 387509212 539858735 0
20 63 50.177383 69 0.727208 1011851886 416911690 594940181 0
21 63 53.229924 74 0.719323 1055802244 429870449 625931780 0
22 63 66.267550 80 0.828344 1289047552 516253225 772794312 0
23 63 58.402706 85 0.687091 1216415570 482602056 733813499 0
24 63 61.437630 91 0.675139 1280086748 499323075 780763658 0
25 63 69.590523 97 0.717428 1405576297 539994088 865582194 0
26 63 80.965717 103 0.786075 1624250423 616273629 1007976779 0
27 63 73.038894 108 0.676286 1510098344 568596612 941501717 0
28 63 79.882326 115 0.694629 1682519733 623287239 1059232479 0
29 63 81.772386 121 0.675805 1736816678 635133411 1101683252 0
30 63 86.909259 126 0.689756 1803256711 656092572 1147164124 0
31 63 88.360146 131 0.674505 1908622782 692316328 1216306439 0
32 63 96.955813 137 0.707707 2092374104 752580453 1339793636 0
33 63 97.157685 140 0.693983 2062987247 747181625 1315805607 0
34 63 103.340487 143 0.722661 2148385066 782737432 1365647619 0
35 63 104.434180 145 0.720236 2127682983 782484077 1345198891 0
36 63 103.510257 146 0.708974 2164541553 809301804 1355239734 0
37 63 101.656452 147 0.691540 2151655961 814267573 1337388373 0
38 63 99.701749 148 0.673660 2169603510 829389236 1340214259 0
39 63 103.102152 150 0.687348 2249380356 865267881 1384112460 0
40 63 126.608151 152 0.832948 2554425431 987466801 1566958615 0
41 63 106.297046 154 0.690241 2257090684 875721722 1381368947 0
42 63 111.593140 156 0.715341 2298651296 893051795 1405599486 0
43 63 108.020193 159 0.679372 2342996963 907323491 1435673457 0
44 63 117.974042 162 0.728235 2537652402 980240083 1557412304 0
45 63 111.635195 165 0.676577 2448452834 943279349 1505173470 0
46 63 119.296898 167 0.714353 2561649071 986964575 1574684481 0
47 63 117.768249 169 0.696854 2535794930 976633174 1559161741 0
48 63 124.422647 171 0.727618 2679505204 1033329069 1646176120 0
49 63 134.342959 173 0.776549 2812865702 1086139136 1726726551 0
50 63 137.538838 175 0.785936 2955960919 1139802516 1816158388 0
51 63 134.932213 177 0.762329 2871357636 1105801299 1765556322 0
52 63 145.610164 178 0.818035 3116349338 1202459002 1913890321 0
53 63 139.298352 179 0.778203 2829351778 1093070092 1736281671 0
54 63 130.034612 180 0.722415 2835672876 1097040892 1738631969 0
55 63 143.324033 182 0.787495 2929845733 1130366307 1799479411 0
56 63 149.597936 184 0.813032 3260194037 1254068603 2006125419 0
57 63 140.503015 186 0.755393 3011985883 1154545236 1857440632 0
58 63 130.847505 188 0.695997 2840621928 1079911345 1760710568 0
59 63 128.380358 191 0.672148 2858809403 1076641906 1782167482 0
60 63 141.318322 194 0.728445 3011507546 1122647665 1888859866 0
61 63 144.697100 197 0.734503 3097652649 1143191405 1954461229 0
62 63 151.508040 199 0.761347 3140463479 1148702756 1991760708 0
63 63 138.695434 200 0.693477 3176764228 1158276394 2018487819 0
5192.17
