q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.619348 1 0.619348 12796830 12796815 0 1
1 63 0.627150 1 0.627150 12796830 12796815 0 1
2 63 1.254542 2 0.627271 25606370 18641513 6964842 0
3 63 2.504566 4 0.626142 51310276 30456077 20854184 0
4 63 4.402342 7 0.628906 90762406 47338224 43424167 0
5 63 6.599519 10 0.659952 132219234 65451481 66767738 0
6 63 9.030386 13 0.694645 175881693 84267899 91613779 0
7 63 10.497680 16 0.656105 212618293 100994701 111623577 0
8 63 12.144045 19 0.639160 247424697 116525540 130899142 0
9 63 14.016783 22 0.637127 285214917 134562234 150652668 0
10 63 17.261832 26 0.663917 349984893 160871204 189113674 0
11 63 21.525583 30 0.717519 427008797 192926015 234082767 0
12 63 27.801266 34 0.817684 549877243 245416403 304460825 0
13 63 26.292513 37 0.710608 515079656 231369946 283709695 0
14 63 30.571652 42 0.727896 621146186 271779755 349366416 0
15 63 34.184028 47 0.727320 698531260 299261151 399270094 0
16 63 35.420048 51 0.694511 736246134 313363612 422882507 0
17 63 43.161197 56 0.770736 861300721 361462783 499837923 0
18 63 42.107330 60 0.701789 869850376 362867248 506983113 0
19 63 43.962729 64 0.686918 906817741 378289261 528528465 0
20 63 51.238490 69 0.742587 1023407123 421130470 602276638 0
21 63 51.766539 74 0.699548 1064654545 433520525 631134005 0
22 63 63.737055 80 0.796713 1249482975 499004264 750478696 0
23 63 56.672114 85 0.666731 1193786464 472606941 721179508 0
24 63 61.866363 91 0.679850 1298873655 506992780 791880860 0
25 63 67.723783 97 0.698183 1391119594 533962093 857157486 0
26 63 83.478668 103 0.810473 1637002779 621882894 1015119870 0
27 63 70.662775 108 0.654285 1523322954 574578396 948744543 0
28 63 82.748697 115 0.719554 1690602261 626250644 1064351602 0
29 63 84.745192 121 0.700373 1731329996 632847878 1098482103 0
30 63 87.496283 126 0.694415 1821707956 664785041 1156922900 0
31 63 98.165392 131 0.749354 1944828618 706035952 1238792651 0
32 63 106.699328 137 0.778827 2132657614 766950862 1365706737 0
33 63 94.978280 140 0.678416 2039576288 737742901 1301833372 0
34 63 100.087149 143 0.699910 2121037237 772121575 1348915647 0
35 63 97.887036 145 0.675083 2079453424 762903099 1316550310 0
36 63 99.475209 146 0.681337 2131489895 795660011 1335829869 0
37 63 99.049828 147 0.673808 2140798061 809748383 1331049663 0
38 63 97.490624 148 0.658720 2140368258 818633830 1321734413 0
39 63 101.274423 150 0.675163 2223255932 853728255 1369527662 0
40 63 127.702053 152 0.840145 2545149657 984160379 1560989263 0
41 63 105.840382 154 0.687275 2327645201 903074450 1424570736 0
42 63 109.659606 156 0.702946 2349574752 916041596 1433533141 0
43 63 115.637794 159 0.727282 2388096629 927012751 1461083863 0
44 63 116.764335 162 0.720767 2402237056 929202452 1473034589 0
45 63 117.076436 165 0.709554 2533875597 977451444 1556424138 0
46 63 116.737647 167 0.699028 2561470205 987987295 1573482895 0
47 63 113.969598 169 0.674376 2529890890 975929252 1553961623 0
48 63 120.802269 171 0.706446 2706693742 1045869627 1660824100 0
49 63 126.867807 173 0.733340 2747865449 1062869582 1684995852 0
50 63 131.720937 175 0.752691 2726895433 1051721081 1675174337 0
51 63 129.630755 177 0.732377 2823252484 1086763437 1736489032 0
52 63 130.761899 178 0.734617 2805333671 1082866017 1722467639 0
53 63 133.082104 179 0.743475 2756263860 1064485444 1691778401 0
54 63 126.519937 180 0.702889 2783186198 1077817147 1705369036 0
55 63 132.316772 182 0.727015 2890036537 1114204397 1775832125 0
56 63 167.589975 184 0.910815 3451690153 1327425033 2124265105 0
57 63 131.370856 186 0.706295 2967734401 1136530825 1831203561 0
58 63 128.820673 188 0.685216 2893841009 1101296123 1792544871 0
59 63 124.006067 191 0.649246 2845473174 1072502368 1772970791 0
60 63 139.618721 194 0.719684 3064622217 1142798116 1921824086 0
61 63 134.611388 197 0.683307 3000515763 1105681671 1894834077 0
62 63 147.364149 199 0.740523 3194811683 1170112041 2024699627 0
63 63 131.594591 200 0.657973 3064285277 1117123650 1947161612 0
5101.33
