q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.637140 1 0.637140 12796830 12796815 0 1
1 63 0.645131 1 0.645131 12796830 12796815 0 1
2 63 1.295453 2 0.647726 25608269 18636690 6971564 0
3 63 2.584219 4 0.646055 51317825 30463859 20853951 0
4 63 4.463870 7 0.637696 90531186 47192444 43338727 0
5 63 6.464800 10 0.646480 131918889 65347913 66570961 0
6 63 8.941436 13 0.687803 177125173 84860099 92265059 0
7 63 10.456759 16 0.653547 210334681 99801785 110532881 0
8 63 12.653975 19 0.665999 248703990 117398741 131305234 0
9 63 14.524288 22 0.660195 286614090 135420693 151193382 0
10 63 17.074489 26 0.656711 344273889 158007700 186266174 0
11 63 21.890401 30 0.729680 426967257 192483437 234483805 0
12 63 29.627294 34 0.871391 577910494 258113575 319796904 0
13 63 26.503841 37 0.716320 520278800 233461107 286817678 0
14 63 30.016070 42 0.714668 616418049 269273158 347144876 0
15 63 32.272406 47 0.686647 663137923 283168348 379969560 0
16 63 37.019602 51 0.725875 726439848 309013455 417426378 0
17 63 41.441248 56 0.740022 850976776 357313565 493663196 0
18 63 43.585493 60 0.726425 859602478 359304983 500297480 0
19 63 43.885175 64 0.685706 901064969 375740825 525324129 0
20 63 50.447329 69 0.731121 1020727750 420586304 600141431 0
21 63 52.971551 74 0.715832 1070203461 436961775 633241671 0
22 63 62.105367 80 0.776317 1208259126 484022832 724236279 0
23 63 57.586363 85 0.677487 1201899312 476453219 725446078 0
24 63 62.735065 91 0.689396 1297293224 505903560 791389649 0
25 63 69.584766 97 0.717369 1409788295 543264529 866523751 0
26 63 83.644375 103 0.812081 1633029781 619277232 1013752534 0
27 63 74.156767 108 0.686637 1515919997 572556369 943363613 0
28 63 77.897146 115 0.677366 1669113825 617408835 1051704975 0
29 63 86.389243 121 0.713961 1752578054 640661335 1111916704 0
30 63 95.603473 126 0.758758 1847107296 672799671 1174307610 0
31 63 91.753769 131 0.700410 1921443954 697492530 1223951409 0
32 63 104.775466 137 0.764784 2106441326 756261318 1350179993 0
33 63 97.552057 140 0.696800 2030911666 733121496 1297790155 0
34 63 103.354958 143 0.722762 2175328363 791561132 1383767216 0
35 63 96.866322 145 0.668044 2119516992 780668658 1338848319 0
36 63 100.747725 146 0.690053 2132495019 796154433 1336340571 0
37 63 100.904442 147 0.686425 2133281459 806766473 1326514971 0
38 63 97.214103 148 0.656852 2109241670 805992572 1303249083 0
39 63 105.650456 150 0.704336 2249939982 865188460 1384751507 0
40 63 132.206970 152 0.869783 2607565074 1007810514 1599754545 0
41 63 101.791322 154 0.660983 2243149026 868994996 1374154015 0
42 63 108.984316 156 0.698617 2341917604 909890124 1432027465 0
43 63 107.622819 159 0.676873 2334558146 903823185 1430734946 0
44 63 111.462208 162 0.688038 2397469715 926474658 1470995042 0
45 63 122.254645 165 0.740937 2562572989 987174079 1575398895 0
46 63 131.134803 167 0.785238 2708574007 1043130292 1665443700 0
47 63 116.635426 169 0.690150 2554094783 987415748 1566679020 0
48 63 123.024116 171 0.719439 2649782027 1023758870 1626023142 0
49 63 126.572670 173 0.731634 2770243798 1068092938 1702150845 0
50 63 121.082085 175 0.691898 2640125544 1019245353 1620880176 0
51 63 127.993460 177 0.723127 2796057113 1077370263 1718686835 0
52 63 126.033595 178 0.708054 2811051678 1084140127 1726911536 0
53 63 123.950413 179 0.692460 2803229750 1082412508 1720817227 0
54 63 124.233886 180 0.690188 2736811113 1059807947 1677003151 0
55 63 130.882031 182 0.719132 2835855458 1096161519 1739693924 0
56 63 166.302602 184 0.903818 3394417264 1306776659 2087640590 0
57 63 135.938152 186 0.730850 2904936307 1110593446 1794342846 0
58 63 125.786508 188 0.669077 2779794465 1057421162 1722373288 0
59 63 135.429797 191 0.709057 2903970477 1094428251 1809542211 0
60 63 133.216265 194 0.686682 2997887451 1118754468 1879132968 0
61 63 141.584439 197 0.718703 3098150325 1145102993 1953047317 0
62 63 154.591824 199 0.776843 3170225324 1162914393 2007310916 0
63 63 139.118230 200 0.695591 3155657371 1151249053 2004408303 0
5125.79
