q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.603934 1 0.603934 12796830 12796815 0 1
1 63 0.612428 1 0.612428 12796830 12796815 0 1
2 63 1.228051 2 0.614026 25609403 18630500 6978888 0
3 63 2.447585 4 0.611896 51313019 30458756 20854248 0
4 63 4.370033 7 0.624290 90556881 47247144 43309722 0
5 63 6.341386 10 0.634139 131935291 65279200 66656076 0
6 63 8.657056 13 0.665927 174355274 83422526 90932733 0
7 63 10.308802 16 0.644300 208793662 98929803 109863844 0
8 63 11.780174 19 0.620009 246578818 116138716 130440087 0
9 63 13.574645 22 0.617029 285651379 134769294 150882070 0
10 63 16.903311 26 0.650127 343202109 157610898 185591196 0
11 63 21.292562 30 0.709752 433862503 196032368 237830120 0
12 63 27.143495 34 0.798338 531824507 237219952 294604540 0
13 63 25.608537 37 0.692123 528282600 237753015 290529570 0
14 63 32.218463 42 0.767106 626289378 274460635 351828728 0
15 63 34.877122 47 0.742066 713230890 305657975 407572900 0
16 63 37.852613 51 0.742208 743940045 317191563 426748467 0
17 63 40.333199 56 0.720236 814091067 341699651 472391401 0
18 63 43.665089 60 0.727751 869491511 364092638 505398858 0
19 63 45.306031 64 0.707907 922942582 384931154 538011413 0
20 63 51.136507 69 0.741109 1045990428 430796976 615193437 0
21 63 52.463801 74 0.708970 1078478880 439820670 638658195 0
22 63 68.366392 80 0.854580 1272385538 509437271 762948252 0
23 63 56.283543 85 0.662159 1201064331 476399858 724664458 0
24 63 60.781250 91 0.667926 1271519625 495457093 776062517 0
25 63 67.051481 97 0.691252 1405607691 540437222 865170454 0
26 63 76.572013 103 0.743418 1586294256 601462298 984831943 0
27 63 73.432798 108 0.679933 1528340103 577038686 951301402 0
28 63 88.121209 115 0.766271 1740996089 644930677 1096065397 0
29 63 82.672318 121 0.683242 1718643387 628873681 1089769691 0
30 63 91.057836 126 0.722681 1880503575 684748694 1195754866 0
31 63 86.708443 131 0.661897 1904611283 691607348 1213003920 0
32 63 98.730752 137 0.720662 2094039665 752828171 1341211479 0
33 63 99.333641 140 0.709526 2064714659 747220591 1317494053 0
34 63 100.424040 143 0.702266 2120312221 771332230 1348979976 0
35 63 98.531616 145 0.679528 2114416891 778354216 1336062660 0
36 63 96.629640 146 0.661847 2109817027 786968072 1322848940 0
37 63 101.528148 147 0.690668 2153507554 813292247 1340215292 0
38 63 96.401176 148 0.651359 2136181871 818209755 1317972101 0
39 63 102.913419 150 0.686089 2247518475 864681736 1382836724 0
40 63 123.863846 152 0.814894 2567463005 992133811 1575329179 0
41 63 103.398713 154 0.671420 2298642439 890846312 1407796112 0
42 63 108.789596 156 0.697369 2269602176 880671037 1388931124 0
43 63 105.364320 159 0.662669 2358117152 912110808 1446006329 0
44 63 109.515267 162 0.676020 2419715124 934802466 1484912643 0
45 63 113.046814 165 0.685132 2478842784 954654503 1524188266 0
46 63 114.676233 167 0.686684 2499215241 964116690 1535098536 0
47 63 113.654994 169 0.672515 2464936415 950281803 1514654597 0
48 63 129.594461 171 0.757862 2829154839 1093853344 1735301480 0
49 63 126.168173 173 0.729296 2811329542 1086063459 1725266068 0
50 63 124.719462 175 0.712683 2743867073 1056924577 1686942481 0
51 63 118.676644 177 0.670490 2703504601 1042191510 1661313076 0
52 63 136.627129 178 0.767568 2813703341 1084785731 1728917595 0
53 63 139.614214 179 0.779968 2944910051 1138673440 1806236596 0
54 63 124.007179 180 0.688929 2786791825 1081312731 1705479079 0
55 63 129.485935 182 0.711461 2884066920 1114634599 1769432306 0
56 63 158.987610 184 0.864063 3346143718 1287978344 2058165359 0
57 63 145.336933 186 0.781381 3116061724 1196270031 1919791678 0
58 63 132.937700 188 0.707115 2974972074 1134619873 1840352186 0
59 63 139.575555 191 0.730762 2974703334 1121195435 1853507884 0
60 63 146.447648 194 0.754885 3052349332 1139393551 1912955766 0
61 63 143.554701 197 0.728704 3135703903 1158039437 1977664451 0
62 63 149.072600 199 0.749109 3315552997 1217085758 2098467224 0
63 63 139.076238 200 0.695381 3119707381 1138662174 1981045192 0
5110.49
