q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.618331 1 0.618331 12796830 12796815 0 1
1 63 0.626208 1 0.626208 12796830 12796815 0 1
2 63 1.254580 2 0.627290 25608954 18629606 6979333 0
3 63 2.508431 4 0.627108 51292180 30432318 20859847 0
4 63 4.394964 7 0.627852 90210847 46980603 43230229 0
5 63 6.432542 10 0.643254 130646481 64501824 66144642 0
6 63 8.643999 13 0.664923 173520934 82943367 90577552 0
7 63 10.371748 16 0.648234 211407465 100334049 111073401 0
8 63 11.953249 19 0.629118 248705332 117252775 131452542 0
9 63 14.054030 22 0.638820 287634712 135859288 151775409 0
10 63 17.418345 26 0.669936 350752621 161187039 189565567 0
11 63 22.082662 30 0.736089 443476121 200306028 243170078 0
12 63 27.105393 34 0.797217 521909265 232671931 289237319 0
13 63 26.197531 37 0.708041 528244778 237399807 290844956 0
14 63 32.885434 42 0.782987 625001342 273314114 351687213 0
15 63 40.673751 47 0.865399 822422905 352616483 469806407 0
16 63 36.059313 51 0.707045 735742774 312670730 423072029 0
17 63 41.522897 56 0.741480 826161773 346245616 479916142 0
18 63 42.046375 60 0.700773 850921377 355282566 495638796 0
19 63 46.327319 64 0.723864 918430977 383346449 535084513 0
20 63 49.444019 69 0.716580 1028493481 423414294 605079172 0
21 63 50.626447 74 0.684141 1049343362 427810140 621533207 0
22 63 60.330993 80 0.754137 1202448087 480999101 721448971 0
23 63 56.823153 85 0.668508 1189979516 471593144 718386357 0
24 63 61.278894 91 0.673394 1285247695 501478574 783769106 0
25 63 67.637246 97 0.697291 1408746356 541302668 867443673 0
26 63 83.303969 103 0.808776 1632364631 619712991 1012651625 0
27 63 71.213216 108 0.659382 1506777550 568468790 938308745 0
28 63 81.057013 115 0.704844 1697378403 629386784 1067991604 0
29 63 84.075002 121 0.694835 1721431947 630328370 1091103562 0
30 63 87.421307 126 0.693820 1800178267 656011399 1144166853 0
31 63 91.063919 131 0.695144 1928861143 700675030 1228186098 0
32 63 103.023094 137 0.751993 2159683055 776992709 1382690331 0
33 63 95.834754 140 0.684534 2039487090 737947276 1301539799 0
34 63 102.134195 143 0.714225 2122817682 772802519 1350015148 0
35 63 99.467508 145 0.685983 2128718189 784251250 1344466924 0
36 63 95.254727 146 0.652430 2112041420 788032155 1324009250 0
37 63 98.642610 147 0.671038 2171882080 822361823 1349520242 0
38 63 100.287057 148 0.677615 2142292017 817858702 1324433300 0
39 63 99.413071 150 0.662754 2188404081 840393768 1348010298 0
40 63 123.090167 152 0.809804 2608562457 1006711154 1601851288 0
41 63 103.372328 154 0.671249 2265795559 878192163 1387603381 0
42 63 102.752422 156 0.658669 2283489630 887197322 1396292293 0
43 63 105.999399 159 0.666663 2337788343 904975961 1432812367 0
44 63 109.709050 162 0.677216 2419280566 934878013 1484402538 0
45 63 118.553572 165 0.718506 2596435221 1000922938 1595512268 0
46 63 115.795882 167 0.693389 2585552598 996484429 1589068154 0
47 63 123.442293 169 0.730428 2670832494 1030627133 1640205346 0
48 63 133.892591 171 0.782998 2771268986 1069221598 1702047373 0
49 63 124.625285 173 0.720377 2785096697 1074534802 1710561880 0
50 63 124.621776 175 0.712124 2740210156 1056170305 1684039836 0
51 63 126.457577 177 0.714450 2843177973 1094282141 1748895817 0
52 63 134.024861 178 0.752949 2780740946 1072426842 1708314089 0
53 63 122.667615 179 0.685294 2752059176 1063777976 1688281185 0
54 63 128.889622 180 0.716053 2809433015 1087743089 1721689911 0
55 63 129.590665 182 0.712037 2871943109 1108819207 1763123887 0
56 63 143.795583 184 0.781498 3067916062 1181830766 1886085281 0
57 63 131.950477 186 0.709411 2881605893 1103134586 1778471292 0
58 63 125.475873 188 0.667425 2813951212 1071609396 1742341801 0
59 63 137.563863 191 0.720230 2924054838 1102318589 1821736234 0
60 63 136.336672 194 0.702766 3027838197 1128800176 1899038006 0
61 63 137.900406 197 0.700002 3084653018 1138491453 1946161550 0
62 63 146.971459 199 0.738550 3257634051 1193214361 2064419675 0
63 63 134.923777 200 0.674619 3112694977 1135680528 1977014434 0
5053.95
