f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005502 10000 1977 2000.000000
1+1E-0.187942 1+1E-8 0.005538 10000 1956 2000.000000
1+1E-0.546643 1+1E-8 0.005805 10000 1976 2000.000000
1+1E-0.875664 1+1E-8 0.006042 10000 1981 2000.000000
1+1E-1.190478 1+1E-8 0.005984 10000 1966 2000.000000
1+1E-1.498346 1+1E-8 0.006062 10000 1935 2000.000000
1+1E-1.802783 1+1E-8 0.005966 10000 1912 2000.000000
1+1E-2.105512 1+1E-8 0.005927 10000 1931 2000.000000
1+1E-2.407391 1+1E-8 0.005919 10000 1911 2000.000000
1+1E-2.708846 1+1E-8 0.011876 20000 3841 4000.000000
1+1E-3.010088 1+1E-8 0.017259 30000 5806 6000.000000
1+1E-3.311224 1+1E-8 0.022952 40000 7704 8000.000000
1+1E-3.612307 1+1E-8 0.040020 70000 13484 14000.000000
1+1E-3.913363 1+1E-8 0.040919 70000 13367 14000.000000
1+1E-4.214407 1+1E-8 0.076007 130000 24708 26000.000000
1+1E-4.515443 1+1E-8 0.051521 90000 17125 18000.000000
1+1E-4.816477 1+1E-8 0.034325 60000 11437 12000.000000
1+1E-5.117508 1+1E-8 0.052771 90000 17132 18000.000000
1+1E-5.418539 1+1E-8 0.139318 240000 45912 48000.000000
1+1E-5.719570 1+1E-8 0.052704 90000 17263 18000.000000
1+1E-6.020600 1+1E-8 0.134597 230000 43989 46000.000000
1+1E-6.321630 1+1E-8 0.069626 120000 23004 24000.000000
1+1E-6.622660 1+1E-8 0.103189 180000 34442 36000.000000
1+1E-6.923690 1+1E-8 0.076120 130000 24731 26000.000000
1+1E-7.224720 1+1E-8 0.120848 210000 39918 42000.000000
1+1E-7.525750 1+1E-8 0.041202 70000 13336 14000.000000
1+1E-7.826780 1+1E-8 0.226908 390000 74252 78000.000000
1.36526
