f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.291176 80000 2832 3118.148599
1+1E-0.187942 1+1E-7 0.070787 20000 730 779.537150
1+1E-0.546643 1+1E-7 0.106632 30000 1062 1169.305725
1+1E-0.875664 1+1E-7 0.070884 20000 716 779.537150
1+1E-1.190478 1+1E-7 0.175762 50000 1820 1948.842875
1+1E-1.498346 1+1E-7 0.140871 40000 1428 1559.074300
1+1E-1.802783 1+1E-7 0.175410 50000 1781 1948.842875
1+1E-2.105512 1+1E-7 0.210326 60000 2106 2338.611449
1+1E-2.407391 1+1E-7 0.316143 90000 3169 3507.917174
1+1E-2.708846 1+1E-7 0.456366 130000 4676 5066.991474
1+1E-3.010088 1+1E-7 0.596613 170000 5976 6626.065773
1+1E-3.311224 1+1E-7 1.018238 290000 10344 11303.288672
1+1E-3.612307 1+1E-7 2.353522 670000 23557 26114.494519
1+1E-3.913363 1+1E-7 1.474517 420000 14768 16370.280146
1+1E-4.214407 1+1E-7 3.337994 950000 33606 37028.014616
1+1E-4.515443 1+1E-7 4.434027 1260000 44589 49110.840438
1+1E-4.816477 1+1E-7 3.681724 1040000 36726 40535.931790
1+1E-5.117508 1+1E-7 2.017286 570000 20032 22216.808770
1+1E-5.418539 1+1E-7 5.275574 1490000 52542 58075.517661
1+1E-5.719570 1+1E-7 2.441074 690000 24267 26894.031669
1+1E-6.020600 1+1E-7 12.070840 3410000 119989 132911.084044
1+1E-6.321630 1+1E-7 6.730878 1910000 67072 74445.797808
1+1E-6.622660 1+1E-7 6.400023 1820000 64137 70937.880633
1+1E-6.923690 1+1E-7 3.726864 1060000 37242 41315.468940
57.5738
