f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 0.259642 70000 2502 2728.380024
1+1E-0.187942 1+1E-7 0.108727 30000 1102 1169.305725
1+1E-0.546643 1+1E-7 0.072478 20000 730 779.537150
1+1E-0.875664 1+1E-7 0.108720 30000 1123 1169.305725
1+1E-1.190478 1+1E-7 0.179772 50000 1865 1948.842875
1+1E-1.498346 1+1E-7 0.107591 30000 1092 1169.305725
1+1E-1.802783 1+1E-7 0.214943 60000 2192 2338.611449
1+1E-2.105512 1+1E-7 0.215100 60000 2123 2338.611449
1+1E-2.407391 1+1E-7 0.358372 100000 3566 3897.685749
1+1E-2.708846 1+1E-7 0.430155 120000 4240 4677.222899
1+1E-3.010088 1+1E-7 0.610321 170000 6008 6626.065773
1+1E-3.311224 1+1E-7 1.041318 290000 10313 11303.288672
1+1E-3.612307 1+1E-7 1.363388 380000 13428 14811.205847
1+1E-3.913363 1+1E-7 2.797949 780000 27474 30401.948843
1+1E-4.214407 1+1E-7 2.545869 710000 24938 27673.568819
1+1E-4.515443 1+1E-7 3.012871 840000 29507 32740.560292
1+1E-4.816477 1+1E-7 2.187487 610000 21534 23775.883069
1+1E-5.117508 1+1E-7 5.912945 1650000 58009 64311.814860
1+1E-5.418539 1+1E-7 4.603546 1280000 44936 49890.377588
1+1E-5.719570 1+1E-7 7.817903 2200000 77677 85749.086480
1+1E-6.020600 1+1E-7 3.130518 860000 30258 33520.097442
1+1E-6.321630 1+1E-7 2.415041 680000 23905 26504.263094
1+1E-6.622660 1+1E-7 6.828860 1920000 67432 74835.566382
1+1E-6.923690 1+1E-7 8.742291 2460000 86375 95883.069428
55.0661
