run: 75 | L: 4 | f_final: 1+1E-10 | flatness: 95 | dim: 2D | lattice: SS
Fri Jun 18 15:28:32 2021 | f: 1+1E0.235094/1+1E-10 | sweeps: 10000 | flat time: 0.006147s
Fri Jun 18 15:28:32 2021 | f: 1+1E-0.187942/1+1E-10 | sweeps: 10000 | flat time: 0.006194s
Fri Jun 18 15:28:32 2021 | f: 1+1E-0.546643/1+1E-10 | sweeps: 10000 | flat time: 0.006466s
Fri Jun 18 15:28:32 2021 | f: 1+1E-0.875664/1+1E-10 | sweeps: 10000 | flat time: 0.006575s
Fri Jun 18 15:28:32 2021 | f: 1+1E-1.190478/1+1E-10 | sweeps: 10000 | flat time: 0.006609s
Fri Jun 18 15:28:32 2021 | f: 1+1E-1.498346/1+1E-10 | sweeps: 10000 | flat time: 0.006279s
Fri Jun 18 15:28:32 2021 | f: 1+1E-1.802783/1+1E-10 | sweeps: 10000 | flat time: 0.006378s
Fri Jun 18 15:28:32 2021 | f: 1+1E-2.105512/1+1E-10 | sweeps: 20000 | flat time: 0.013081s
Fri Jun 18 15:28:32 2021 | f: 1+1E-2.407391/1+1E-10 | sweeps: 10000 | flat time: 0.006372s
Fri Jun 18 15:28:32 2021 | f: 1+1E-2.708846/1+1E-10 | sweeps: 20000 | flat time: 0.013271s
Fri Jun 18 15:28:32 2021 | f: 1+1E-3.010088/1+1E-10 | sweeps: 40000 | flat time: 0.026785s
Fri Jun 18 15:28:32 2021 | f: 1+1E-3.311224/1+1E-10 | sweeps: 40000 | flat time: 0.028173s
Fri Jun 18 15:28:32 2021 | f: 1+1E-3.612307/1+1E-10 | sweeps: 60000 | flat time: 0.042191s
Fri Jun 18 15:28:32 2021 | f: 1+1E-3.913363/1+1E-10 | sweeps: 50000 | flat time: 0.036128s
Fri Jun 18 15:28:32 2021 | f: 1+1E-4.214407/1+1E-10 | sweeps: 60000 | flat time: 0.043598s
Fri Jun 18 15:28:32 2021 | f: 1+1E-4.515443/1+1E-10 | sweeps: 170000 | flat time: 0.119277s
Fri Jun 18 15:28:32 2021 | f: 1+1E-4.816477/1+1E-10 | sweeps: 120000 | flat time: 0.081537s
Fri Jun 18 15:28:32 2021 | f: 1+1E-5.117508/1+1E-10 | sweeps: 40000 | flat time: 0.027849s
Fri Jun 18 15:28:32 2021 | f: 1+1E-5.418539/1+1E-10 | sweeps: 50000 | flat time: 0.034102s
Fri Jun 18 15:28:32 2021 | f: 1+1E-5.719570/1+1E-10 | sweeps: 80000 | flat time: 0.051689s
Fri Jun 18 15:28:32 2021 | f: 1+1E-6.020600/1+1E-10 | sweeps: 130000 | flat time: 0.091683s
Fri Jun 18 15:28:33 2021 | f: 1+1E-6.321630/1+1E-10 | sweeps: 110000 | flat time: 0.077171s
Fri Jun 18 15:28:33 2021 | f: 1+1E-6.622660/1+1E-10 | sweeps: 70000 | flat time: 0.048889s
Fri Jun 18 15:28:33 2021 | f: 1+1E-6.923690/1+1E-10 | sweeps: 90000 | flat time: 0.063208s
Fri Jun 18 15:28:33 2021 | f: 1+1E-7.224720/1+1E-10 | sweeps: 120000 | flat time: 0.084040s
Fri Jun 18 15:28:33 2021 | f: 1+1E-7.525750/1+1E-10 | sweeps: 210000 | flat time: 0.148110s
Fri Jun 18 15:28:33 2021 | f: 1+1E-7.826780/1+1E-10 | sweeps: 120000 | flat time: 0.084098s
Fri Jun 18 15:28:33 2021 | f: 1+1E-8.127810/1+1E-10 | sweeps: 160000 | flat time: 0.112367s
Fri Jun 18 15:28:33 2021 | f: 1+1E-8.428840/1+1E-10 | sweeps: 160000 | flat time: 0.113193s
Fri Jun 18 15:28:33 2021 | f: 1+1E-8.729870/1+1E-10 | sweeps: 200000 | flat time: 0.136587s
Fri Jun 18 15:28:33 2021 | f: 1+1E-9.030900/1+1E-10 | sweeps: 60000 | flat time: 0.041144s
Fri Jun 18 15:28:33 2021 | f: 1+1E-9.331930/1+1E-10 | sweeps: 50000 | flat time: 0.034132s
Fri Jun 18 15:28:34 2021 | f: 1+1E-9.632960/1+1E-10 | sweeps: 240000 | flat time: 0.159523s
Fri Jun 18 15:28:34 2021 | f: 1+1E-9.933990/1+1E-10 | sweeps: 70000 | flat time: 0.046197s
