f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-10 0.006012 10000 1970 2000.000000
1+1E-0.187942 1+1E-10 0.006168 10000 1980 2000.000000
1+1E-0.546643 1+1E-10 0.006484 10000 1978 2000.000000
1+1E-0.875664 1+1E-10 0.006316 10000 1970 2000.000000
1+1E-1.190478 1+1E-10 0.006526 10000 1962 2000.000000
1+1E-1.498346 1+1E-10 0.006450 10000 1945 2000.000000
1+1E-1.802783 1+1E-10 0.006358 10000 1933 2000.000000
1+1E-2.105512 1+1E-10 0.012723 20000 3906 4000.000000
1+1E-2.407391 1+1E-10 0.012719 20000 3880 4000.000000
1+1E-2.708846 1+1E-10 0.012202 20000 3864 4000.000000
1+1E-3.010088 1+1E-10 0.031790 50000 9742 10000.000000
1+1E-3.311224 1+1E-10 0.019585 30000 5801 6000.000000
1+1E-3.612307 1+1E-10 0.058738 90000 17409 18000.000000
1+1E-3.913363 1+1E-10 0.039243 60000 11540 12000.000000
1+1E-4.214407 1+1E-10 0.051397 80000 15259 16000.000000
1+1E-4.515443 1+1E-10 0.082898 130000 24801 26000.000000
1+1E-4.816477 1+1E-10 0.074949 120000 22866 24000.000000
1+1E-5.117508 1+1E-10 0.047916 80000 15284 16000.000000
1+1E-5.418539 1+1E-10 0.061373 100000 19024 20000.000000
1+1E-5.719570 1+1E-10 0.052541 80000 15295 16000.000000
1+1E-6.020600 1+1E-10 0.162962 260000 49725 52000.000000
1+1E-6.321630 1+1E-10 0.071511 110000 20965 22000.000000
1+1E-6.622660 1+1E-10 0.065339 100000 19204 20000.000000
1+1E-6.923690 1+1E-10 0.148188 220000 42383 44000.000000
1+1E-7.224720 1+1E-10 0.033814 50000 9569 10000.000000
1+1E-7.525750 1+1E-10 0.052248 80000 15305 16000.000000
1+1E-7.826780 1+1E-10 0.072974 110000 21021 22000.000000
1+1E-8.127810 1+1E-10 0.065419 100000 19193 20000.000000
1+1E-8.428840 1+1E-10 0.090745 140000 26668 28000.000000
1+1E-8.729870 1+1E-10 0.104093 160000 30495 32000.000000
1+1E-9.030900 1+1E-10 0.049968 80000 15368 16000.000000
1+1E-9.331930 1+1E-10 0.091664 140000 26981 28000.000000
1+1E-9.632960 1+1E-10 0.071106 110000 20903 22000.000000
1+1E-9.933990 1+1E-10 0.079010 120000 22833 24000.000000
1.76184
