q q_max q_time hits q_time/hits 
1 31 0.063707 1 0.063707
2 31 0.110248 2 0.055124
3 31 0.172420 3 0.057473
4 31 0.293508 5 0.058702
5 31 0.364425 6 0.060737
6 31 0.493238 8 0.061655
7 31 0.558351 9 0.062039
8 31 0.687246 11 0.062477
9 31 0.845302 13 0.065023
10 31 0.914965 14 0.065355
11 31 1.056864 16 0.066054
12 31 1.221487 18 0.067860
13 31 1.267911 19 0.066732
14 31 1.402937 21 0.066807
15 31 1.542098 23 0.067048
16 31 2.148779 25 0.085951
17 31 1.824997 26 0.070192
18 31 1.912277 28 0.068296
19 31 2.205629 30 0.073521
20 31 2.167998 32 0.067750
21 31 2.451111 34 0.072092
22 31 2.723481 36 0.075652
23 31 2.590376 38 0.068168
24 31 3.137471 40 0.078437
25 31 2.931330 42 0.069794
26 31 2.924554 44 0.066467
27 31 3.106482 46 0.067532
28 31 3.187250 48 0.066401
29 31 3.305107 50 0.066102
30 31 3.430244 52 0.065966
31 31 3.437814 53 0.064864
54.4798
