q q_max q_time hits q_time/hits 
1 31 0.062224 1 0.062224
2 31 0.114685 2 0.057342
3 31 0.176443 3 0.058814
4 31 0.294146 5 0.058829
5 31 0.367604 6 0.061267
6 31 0.508515 8 0.063564
7 31 0.569311 9 0.063257
8 31 0.702190 11 0.063835
9 31 0.846480 13 0.065114
10 31 0.948295 14 0.067735
11 31 1.107061 16 0.069191
12 31 1.219955 18 0.067775
13 31 1.286590 19 0.067715
14 31 1.483120 21 0.070625
15 31 1.684643 23 0.073245
16 31 1.777475 25 0.071099
17 31 1.774469 26 0.068249
18 31 1.958968 28 0.069963
19 31 2.075042 30 0.069168
20 31 2.221783 32 0.069431
21 31 2.365752 34 0.069581
22 31 2.939520 36 0.081653
23 31 3.139996 38 0.082631
24 31 2.973980 40 0.074349
25 31 2.869888 42 0.068331
26 31 3.244344 44 0.073735
27 31 3.116291 46 0.067745
28 31 3.274496 48 0.068219
29 31 3.440125 50 0.068802
30 31 3.523510 52 0.067760
31 31 3.515557 53 0.066331
55.5827
