L: 4 | f_final: 1+1E-10 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:06:34 2021 | f: 1+1E0.235094/1+1E-10 | sweeps: 10000 | flat time: 0.005412s
Sat May 29 14:06:34 2021 | f: 1+1E-0.187942/1+1E-10 | sweeps: 10000 | flat time: 0.005499s
Sat May 29 14:06:34 2021 | f: 1+1E-0.546643/1+1E-10 | sweeps: 10000 | flat time: 0.005706s
Sat May 29 14:06:34 2021 | f: 1+1E-0.875664/1+1E-10 | sweeps: 10000 | flat time: 0.005815s
Sat May 29 14:06:34 2021 | f: 1+1E-1.190478/1+1E-10 | sweeps: 10000 | flat time: 0.005862s
Sat May 29 14:06:34 2021 | f: 1+1E-1.498346/1+1E-10 | sweeps: 10000 | flat time: 0.005851s
Sat May 29 14:06:34 2021 | f: 1+1E-1.802783/1+1E-10 | sweeps: 10000 | flat time: 0.005812s
Sat May 29 14:06:34 2021 | f: 1+1E-2.105512/1+1E-10 | sweeps: 10000 | flat time: 0.005792s
Sat May 29 14:06:34 2021 | f: 1+1E-2.407391/1+1E-10 | sweeps: 10000 | flat time: 0.005767s
Sat May 29 14:06:34 2021 | f: 1+1E-2.708846/1+1E-10 | sweeps: 10000 | flat time: 0.005781s
Sat May 29 14:06:34 2021 | f: 1+1E-3.010088/1+1E-10 | sweeps: 20000 | flat time: 0.011720s
Sat May 29 14:06:34 2021 | f: 1+1E-3.311224/1+1E-10 | sweeps: 30000 | flat time: 0.017461s
Sat May 29 14:06:34 2021 | f: 1+1E-3.612307/1+1E-10 | sweeps: 10000 | flat time: 0.005744s
Sat May 29 14:06:34 2021 | f: 1+1E-3.913363/1+1E-10 | sweeps: 40000 | flat time: 0.023131s
Sat May 29 14:06:34 2021 | f: 1+1E-4.214407/1+1E-10 | sweeps: 20000 | flat time: 0.011525s
Sat May 29 14:06:34 2021 | f: 1+1E-4.515443/1+1E-10 | sweeps: 20000 | flat time: 0.011499s
Sat May 29 14:06:34 2021 | f: 1+1E-4.816477/1+1E-10 | sweeps: 120000 | flat time: 0.069676s
Sat May 29 14:06:34 2021 | f: 1+1E-5.117508/1+1E-10 | sweeps: 50000 | flat time: 0.029061s
Sat May 29 14:06:34 2021 | f: 1+1E-5.418539/1+1E-10 | sweeps: 40000 | flat time: 0.023298s
Sat May 29 14:06:34 2021 | f: 1+1E-5.719570/1+1E-10 | sweeps: 90000 | flat time: 0.052107s
Sat May 29 14:06:35 2021 | f: 1+1E-6.020600/1+1E-10 | sweeps: 60000 | flat time: 0.034439s
Sat May 29 14:06:35 2021 | f: 1+1E-6.321630/1+1E-10 | sweeps: 10000 | flat time: 0.005811s
Sat May 29 14:06:35 2021 | f: 1+1E-6.622660/1+1E-10 | sweeps: 20000 | flat time: 0.011507s
Sat May 29 14:06:35 2021 | f: 1+1E-6.923690/1+1E-10 | sweeps: 50000 | flat time: 0.028698s
Sat May 29 14:06:35 2021 | f: 1+1E-7.224720/1+1E-10 | sweeps: 40000 | flat time: 0.022915s
Sat May 29 14:06:35 2021 | f: 1+1E-7.525750/1+1E-10 | sweeps: 40000 | flat time: 0.022934s
Sat May 29 14:06:35 2021 | f: 1+1E-7.826780/1+1E-10 | sweeps: 30000 | flat time: 0.017143s
Sat May 29 14:06:35 2021 | f: 1+1E-8.127810/1+1E-10 | sweeps: 50000 | flat time: 0.029192s
Sat May 29 14:06:35 2021 | f: 1+1E-8.428840/1+1E-10 | sweeps: 50000 | flat time: 0.028953s
Sat May 29 14:06:35 2021 | f: 1+1E-8.729870/1+1E-10 | sweeps: 30000 | flat time: 0.017299s
Sat May 29 14:06:35 2021 | f: 1+1E-9.030900/1+1E-10 | sweeps: 60000 | flat time: 0.034421s
Sat May 29 14:06:35 2021 | f: 1+1E-9.331930/1+1E-10 | sweeps: 20000 | flat time: 0.011506s
Sat May 29 14:06:35 2021 | f: 1+1E-9.632960/1+1E-10 | sweeps: 40000 | flat time: 0.022961s
Sat May 29 14:06:35 2021 | f: 1+1E-9.933990/1+1E-10 | sweeps: 30000 | flat time: 0.017252s
