run: 557 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:51:51 2021 | q: 0/31 | q_time: 0.001171s | E: 1 | q_time/E: 0.001171s | shuffle time: 0.000000s
Sun Feb  7 14:51:51 2021 | q: 1/31 | q_time: 0.001262s | E: 1 | q_time/E: 0.001262s | shuffle time: 0.000053s
Sun Feb  7 14:51:51 2021 | q: 2/31 | q_time: 0.002531s | E: 2 | q_time/E: 0.001265s | shuffle time: 0.000058s
Sun Feb  7 14:51:51 2021 | q: 3/31 | q_time: 0.003923s | E: 3 | q_time/E: 0.001308s | shuffle time: 0.000057s
Sun Feb  7 14:51:51 2021 | q: 4/31 | q_time: 0.006924s | E: 5 | q_time/E: 0.001385s | shuffle time: 0.000026s
Sun Feb  7 14:51:51 2021 | q: 5/31 | q_time: 0.004717s | E: 6 | q_time/E: 0.000786s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 6/31 | q_time: 0.006646s | E: 8 | q_time/E: 0.000831s | shuffle time: 0.000026s
Sun Feb  7 14:51:51 2021 | q: 7/31 | q_time: 0.007843s | E: 9 | q_time/E: 0.000871s | shuffle time: 0.000026s
Sun Feb  7 14:51:51 2021 | q: 8/31 | q_time: 0.011187s | E: 11 | q_time/E: 0.001017s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 9/31 | q_time: 0.018163s | E: 13 | q_time/E: 0.001397s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 10/31 | q_time: 0.012690s | E: 14 | q_time/E: 0.000906s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 11/31 | q_time: 0.014444s | E: 16 | q_time/E: 0.000903s | shuffle time: 0.000028s
Sun Feb  7 14:51:51 2021 | q: 12/31 | q_time: 0.025022s | E: 18 | q_time/E: 0.001390s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 13/31 | q_time: 0.019066s | E: 19 | q_time/E: 0.001003s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 14/31 | q_time: 0.019596s | E: 21 | q_time/E: 0.000933s | shuffle time: 0.000028s
Sun Feb  7 14:51:51 2021 | q: 15/31 | q_time: 0.033326s | E: 23 | q_time/E: 0.001449s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 16/31 | q_time: 0.054955s | E: 25 | q_time/E: 0.002198s | shuffle time: 0.000027s
Sun Feb  7 14:51:51 2021 | q: 17/31 | q_time: 0.023886s | E: 26 | q_time/E: 0.000919s | shuffle time: 0.000032s
Sun Feb  7 14:51:51 2021 | q: 18/31 | q_time: 0.023931s | E: 28 | q_time/E: 0.000855s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 19/31 | q_time: 0.037203s | E: 30 | q_time/E: 0.001240s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 20/31 | q_time: 0.063169s | E: 32 | q_time/E: 0.001974s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 21/31 | q_time: 0.039482s | E: 34 | q_time/E: 0.001161s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 22/31 | q_time: 0.051766s | E: 36 | q_time/E: 0.001438s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 23/31 | q_time: 0.059802s | E: 38 | q_time/E: 0.001574s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 24/31 | q_time: 0.092836s | E: 40 | q_time/E: 0.002321s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 25/31 | q_time: 0.068756s | E: 42 | q_time/E: 0.001637s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 26/31 | q_time: 0.053519s | E: 44 | q_time/E: 0.001216s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 27/31 | q_time: 0.047366s | E: 46 | q_time/E: 0.001030s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 28/31 | q_time: 0.057213s | E: 48 | q_time/E: 0.001192s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 29/31 | q_time: 0.077454s | E: 50 | q_time/E: 0.001549s | shuffle time: 0.000027s
Sun Feb  7 14:51:52 2021 | q: 30/31 | q_time: 0.047768s | E: 52 | q_time/E: 0.000919s | shuffle time: 0.000028s
Sun Feb  7 14:51:52 2021 | q: 31/31 | q_time: 0.047677s | E: 53 | q_time/E: 0.000900s | shuffle time: 0.000027s
