run: 498 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:49:14 2021 | q: 0/31 | q_time: 0.001492s | E: 1 | q_time/E: 0.001492s | shuffle time: 0.000000s
Sun Feb  7 14:49:14 2021 | q: 1/31 | q_time: 0.001788s | E: 1 | q_time/E: 0.001788s | shuffle time: 0.000084s
Sun Feb  7 14:49:14 2021 | q: 2/31 | q_time: 0.003457s | E: 2 | q_time/E: 0.001729s | shuffle time: 0.000097s
Sun Feb  7 14:49:14 2021 | q: 3/31 | q_time: 0.003769s | E: 3 | q_time/E: 0.001256s | shuffle time: 0.000085s
Sun Feb  7 14:49:14 2021 | q: 4/31 | q_time: 0.005679s | E: 5 | q_time/E: 0.001136s | shuffle time: 0.000039s
Sun Feb  7 14:49:14 2021 | q: 5/31 | q_time: 0.004779s | E: 6 | q_time/E: 0.000796s | shuffle time: 0.000040s
Sun Feb  7 14:49:14 2021 | q: 6/31 | q_time: 0.008178s | E: 8 | q_time/E: 0.001022s | shuffle time: 0.000039s
Sun Feb  7 14:49:14 2021 | q: 7/31 | q_time: 0.007833s | E: 9 | q_time/E: 0.000870s | shuffle time: 0.000039s
Sun Feb  7 14:49:14 2021 | q: 8/31 | q_time: 0.013276s | E: 11 | q_time/E: 0.001207s | shuffle time: 0.000040s
Sun Feb  7 14:49:14 2021 | q: 9/31 | q_time: 0.015201s | E: 13 | q_time/E: 0.001169s | shuffle time: 0.000064s
Sun Feb  7 14:49:14 2021 | q: 10/31 | q_time: 0.013567s | E: 14 | q_time/E: 0.000969s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 11/31 | q_time: 0.015311s | E: 16 | q_time/E: 0.000957s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 12/31 | q_time: 0.023864s | E: 18 | q_time/E: 0.001326s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 13/31 | q_time: 0.016248s | E: 19 | q_time/E: 0.000855s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 14/31 | q_time: 0.014474s | E: 21 | q_time/E: 0.000689s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 15/31 | q_time: 0.026898s | E: 23 | q_time/E: 0.001169s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 16/31 | q_time: 0.042518s | E: 25 | q_time/E: 0.001701s | shuffle time: 0.000027s
Sun Feb  7 14:49:14 2021 | q: 17/31 | q_time: 0.020372s | E: 26 | q_time/E: 0.000784s | shuffle time: 0.000028s
Sun Feb  7 14:49:14 2021 | q: 18/31 | q_time: 0.025808s | E: 28 | q_time/E: 0.000922s | shuffle time: 0.000028s
Sun Feb  7 14:49:14 2021 | q: 19/31 | q_time: 0.034888s | E: 30 | q_time/E: 0.001163s | shuffle time: 0.000028s
Sun Feb  7 14:49:14 2021 | q: 20/31 | q_time: 0.039901s | E: 32 | q_time/E: 0.001247s | shuffle time: 0.000028s
Sun Feb  7 14:49:14 2021 | q: 21/31 | q_time: 0.056958s | E: 34 | q_time/E: 0.001675s | shuffle time: 0.000031s
Sun Feb  7 14:49:15 2021 | q: 22/31 | q_time: 0.071580s | E: 36 | q_time/E: 0.001988s | shuffle time: 0.000029s
Sun Feb  7 14:49:15 2021 | q: 23/31 | q_time: 0.087104s | E: 38 | q_time/E: 0.002292s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 24/31 | q_time: 0.097569s | E: 40 | q_time/E: 0.002439s | shuffle time: 0.000029s
Sun Feb  7 14:49:15 2021 | q: 25/31 | q_time: 0.058087s | E: 42 | q_time/E: 0.001383s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 26/31 | q_time: 0.051286s | E: 44 | q_time/E: 0.001166s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 27/31 | q_time: 0.053615s | E: 46 | q_time/E: 0.001166s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 28/31 | q_time: 0.049531s | E: 48 | q_time/E: 0.001032s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 29/31 | q_time: 0.064959s | E: 50 | q_time/E: 0.001299s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 30/31 | q_time: 0.054681s | E: 52 | q_time/E: 0.001052s | shuffle time: 0.000028s
Sun Feb  7 14:49:15 2021 | q: 31/31 | q_time: 0.065214s | E: 53 | q_time/E: 0.001230s | shuffle time: 0.000030s
