run: 81 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:30:22 2021 | q: 0/31 | q_time: 0.001572s | E: 1 | q_time/E: 0.001572s | shuffle time: 0.000000s
Sun Feb  7 14:30:22 2021 | q: 1/31 | q_time: 0.001669s | E: 1 | q_time/E: 0.001669s | shuffle time: 0.000084s
Sun Feb  7 14:30:22 2021 | q: 2/31 | q_time: 0.003279s | E: 2 | q_time/E: 0.001639s | shuffle time: 0.000087s
Sun Feb  7 14:30:22 2021 | q: 3/31 | q_time: 0.003994s | E: 3 | q_time/E: 0.001331s | shuffle time: 0.000087s
Sun Feb  7 14:30:22 2021 | q: 4/31 | q_time: 0.006079s | E: 5 | q_time/E: 0.001216s | shuffle time: 0.000039s
Sun Feb  7 14:30:22 2021 | q: 5/31 | q_time: 0.004965s | E: 6 | q_time/E: 0.000828s | shuffle time: 0.000040s
Sun Feb  7 14:30:22 2021 | q: 6/31 | q_time: 0.006851s | E: 8 | q_time/E: 0.000856s | shuffle time: 0.000040s
Sun Feb  7 14:30:22 2021 | q: 7/31 | q_time: 0.008299s | E: 9 | q_time/E: 0.000922s | shuffle time: 0.000040s
Sun Feb  7 14:30:22 2021 | q: 8/31 | q_time: 0.009556s | E: 11 | q_time/E: 0.000869s | shuffle time: 0.000040s
Sun Feb  7 14:30:23 2021 | q: 9/31 | q_time: 0.022091s | E: 13 | q_time/E: 0.001699s | shuffle time: 0.000040s
Sun Feb  7 14:30:23 2021 | q: 10/31 | q_time: 0.012819s | E: 14 | q_time/E: 0.000916s | shuffle time: 0.000041s
Sun Feb  7 14:30:23 2021 | q: 11/31 | q_time: 0.016987s | E: 16 | q_time/E: 0.001062s | shuffle time: 0.000044s
Sun Feb  7 14:30:23 2021 | q: 12/31 | q_time: 0.024463s | E: 18 | q_time/E: 0.001359s | shuffle time: 0.000044s
Sun Feb  7 14:30:23 2021 | q: 13/31 | q_time: 0.017175s | E: 19 | q_time/E: 0.000904s | shuffle time: 0.000044s
Sun Feb  7 14:30:23 2021 | q: 14/31 | q_time: 0.020805s | E: 21 | q_time/E: 0.000991s | shuffle time: 0.000041s
Sun Feb  7 14:30:23 2021 | q: 15/31 | q_time: 0.025108s | E: 23 | q_time/E: 0.001092s | shuffle time: 0.000040s
Sun Feb  7 14:30:23 2021 | q: 16/31 | q_time: 0.031682s | E: 25 | q_time/E: 0.001267s | shuffle time: 0.000041s
Sun Feb  7 14:30:23 2021 | q: 17/31 | q_time: 0.033577s | E: 26 | q_time/E: 0.001291s | shuffle time: 0.000066s
Sun Feb  7 14:30:23 2021 | q: 18/31 | q_time: 0.045230s | E: 28 | q_time/E: 0.001615s | shuffle time: 0.000034s
Sun Feb  7 14:30:23 2021 | q: 19/31 | q_time: 0.039580s | E: 30 | q_time/E: 0.001319s | shuffle time: 0.000029s
Sun Feb  7 14:30:23 2021 | q: 20/31 | q_time: 0.038506s | E: 32 | q_time/E: 0.001203s | shuffle time: 0.000028s
Sun Feb  7 14:30:23 2021 | q: 21/31 | q_time: 0.035763s | E: 34 | q_time/E: 0.001052s | shuffle time: 0.000029s
Sun Feb  7 14:30:23 2021 | q: 22/31 | q_time: 0.064242s | E: 36 | q_time/E: 0.001784s | shuffle time: 0.000031s
Sun Feb  7 14:30:23 2021 | q: 23/31 | q_time: 0.056253s | E: 38 | q_time/E: 0.001480s | shuffle time: 0.000030s
Sun Feb  7 14:30:23 2021 | q: 24/31 | q_time: 0.062539s | E: 40 | q_time/E: 0.001563s | shuffle time: 0.000030s
Sun Feb  7 14:30:23 2021 | q: 25/31 | q_time: 0.059627s | E: 42 | q_time/E: 0.001420s | shuffle time: 0.000029s
Sun Feb  7 14:30:23 2021 | q: 26/31 | q_time: 0.059508s | E: 44 | q_time/E: 0.001352s | shuffle time: 0.000028s
Sun Feb  7 14:30:23 2021 | q: 27/31 | q_time: 0.049093s | E: 46 | q_time/E: 0.001067s | shuffle time: 0.000028s
Sun Feb  7 14:30:23 2021 | q: 28/31 | q_time: 0.048367s | E: 48 | q_time/E: 0.001008s | shuffle time: 0.000029s
Sun Feb  7 14:30:23 2021 | q: 29/31 | q_time: 0.049729s | E: 50 | q_time/E: 0.000995s | shuffle time: 0.000028s
Sun Feb  7 14:30:23 2021 | q: 30/31 | q_time: 0.050473s | E: 52 | q_time/E: 0.000971s | shuffle time: 0.000027s
Sun Feb  7 14:30:23 2021 | q: 31/31 | q_time: 0.054994s | E: 53 | q_time/E: 0.001038s | shuffle time: 0.000027s
