run: 512 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:49:51 2021 | q: 0/31 | q_time: 0.001520s | E: 1 | q_time/E: 0.001520s | shuffle time: 0.000000s
Sun Feb  7 14:49:51 2021 | q: 1/31 | q_time: 0.001641s | E: 1 | q_time/E: 0.001641s | shuffle time: 0.000042s
Sun Feb  7 14:49:51 2021 | q: 2/31 | q_time: 0.002705s | E: 2 | q_time/E: 0.001352s | shuffle time: 0.000052s
Sun Feb  7 14:49:51 2021 | q: 3/31 | q_time: 0.003073s | E: 3 | q_time/E: 0.001024s | shuffle time: 0.000045s
Sun Feb  7 14:49:51 2021 | q: 4/31 | q_time: 0.004336s | E: 5 | q_time/E: 0.000867s | shuffle time: 0.000026s
Sun Feb  7 14:49:51 2021 | q: 5/31 | q_time: 0.004773s | E: 6 | q_time/E: 0.000795s | shuffle time: 0.000027s
Sun Feb  7 14:49:51 2021 | q: 6/31 | q_time: 0.007981s | E: 8 | q_time/E: 0.000998s | shuffle time: 0.000027s
Sun Feb  7 14:49:51 2021 | q: 7/31 | q_time: 0.007542s | E: 9 | q_time/E: 0.000838s | shuffle time: 0.000027s
Sun Feb  7 14:49:51 2021 | q: 8/31 | q_time: 0.009226s | E: 11 | q_time/E: 0.000839s | shuffle time: 0.000040s
Sun Feb  7 14:49:51 2021 | q: 9/31 | q_time: 0.011717s | E: 13 | q_time/E: 0.000901s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 10/31 | q_time: 0.014079s | E: 14 | q_time/E: 0.001006s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 11/31 | q_time: 0.016295s | E: 16 | q_time/E: 0.001018s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 12/31 | q_time: 0.021191s | E: 18 | q_time/E: 0.001177s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 13/31 | q_time: 0.013139s | E: 19 | q_time/E: 0.000692s | shuffle time: 0.000029s
Sun Feb  7 14:49:51 2021 | q: 14/31 | q_time: 0.016664s | E: 21 | q_time/E: 0.000794s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 15/31 | q_time: 0.030172s | E: 23 | q_time/E: 0.001312s | shuffle time: 0.000029s
Sun Feb  7 14:49:51 2021 | q: 16/31 | q_time: 0.060151s | E: 25 | q_time/E: 0.002406s | shuffle time: 0.000028s
Sun Feb  7 14:49:51 2021 | q: 17/31 | q_time: 0.030232s | E: 26 | q_time/E: 0.001163s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 18/31 | q_time: 0.033986s | E: 28 | q_time/E: 0.001214s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 19/31 | q_time: 0.033719s | E: 30 | q_time/E: 0.001124s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 20/31 | q_time: 0.040306s | E: 32 | q_time/E: 0.001260s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 21/31 | q_time: 0.077740s | E: 34 | q_time/E: 0.002286s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 22/31 | q_time: 0.046525s | E: 36 | q_time/E: 0.001292s | shuffle time: 0.000035s
Sun Feb  7 14:49:52 2021 | q: 23/31 | q_time: 0.061202s | E: 38 | q_time/E: 0.001611s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 24/31 | q_time: 0.110183s | E: 40 | q_time/E: 0.002755s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 25/31 | q_time: 0.064203s | E: 42 | q_time/E: 0.001529s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 26/31 | q_time: 0.044517s | E: 44 | q_time/E: 0.001012s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 27/31 | q_time: 0.060563s | E: 46 | q_time/E: 0.001317s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 28/31 | q_time: 0.074962s | E: 48 | q_time/E: 0.001562s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 29/31 | q_time: 0.070410s | E: 50 | q_time/E: 0.001408s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 30/31 | q_time: 0.051975s | E: 52 | q_time/E: 0.001000s | shuffle time: 0.000028s
Sun Feb  7 14:49:52 2021 | q: 31/31 | q_time: 0.090532s | E: 53 | q_time/E: 0.001708s | shuffle time: 0.000027s
