run: 774 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 15:01:30 2021 | q: 0/31 | q_time: 0.001524s | E: 1 | q_time/E: 0.001524s | shuffle time: 0.000000s
Sun Feb  7 15:01:30 2021 | q: 1/31 | q_time: 0.001654s | E: 1 | q_time/E: 0.001654s | shuffle time: 0.000054s
Sun Feb  7 15:01:30 2021 | q: 2/31 | q_time: 0.003234s | E: 2 | q_time/E: 0.001617s | shuffle time: 0.000059s
Sun Feb  7 15:01:30 2021 | q: 3/31 | q_time: 0.003128s | E: 3 | q_time/E: 0.001043s | shuffle time: 0.000058s
Sun Feb  7 15:01:30 2021 | q: 4/31 | q_time: 0.004401s | E: 5 | q_time/E: 0.000880s | shuffle time: 0.000060s
Sun Feb  7 15:01:30 2021 | q: 5/31 | q_time: 0.004922s | E: 6 | q_time/E: 0.000820s | shuffle time: 0.000027s
Sun Feb  7 15:01:30 2021 | q: 6/31 | q_time: 0.006390s | E: 8 | q_time/E: 0.000799s | shuffle time: 0.000027s
Sun Feb  7 15:01:30 2021 | q: 7/31 | q_time: 0.007019s | E: 9 | q_time/E: 0.000780s | shuffle time: 0.000027s
Sun Feb  7 15:01:30 2021 | q: 8/31 | q_time: 0.009147s | E: 11 | q_time/E: 0.000832s | shuffle time: 0.000027s
Sun Feb  7 15:01:30 2021 | q: 9/31 | q_time: 0.016179s | E: 13 | q_time/E: 0.001245s | shuffle time: 0.000027s
Sun Feb  7 15:01:30 2021 | q: 10/31 | q_time: 0.017521s | E: 14 | q_time/E: 0.001252s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 11/31 | q_time: 0.014878s | E: 16 | q_time/E: 0.000930s | shuffle time: 0.000029s
Sun Feb  7 15:01:30 2021 | q: 12/31 | q_time: 0.017718s | E: 18 | q_time/E: 0.000984s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 13/31 | q_time: 0.014865s | E: 19 | q_time/E: 0.000782s | shuffle time: 0.000031s
Sun Feb  7 15:01:30 2021 | q: 14/31 | q_time: 0.017200s | E: 21 | q_time/E: 0.000819s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 15/31 | q_time: 0.014416s | E: 23 | q_time/E: 0.000627s | shuffle time: 0.000030s
Sun Feb  7 15:01:30 2021 | q: 16/31 | q_time: 0.085296s | E: 25 | q_time/E: 0.003412s | shuffle time: 0.000033s
Sun Feb  7 15:01:30 2021 | q: 17/31 | q_time: 0.016017s | E: 26 | q_time/E: 0.000616s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 18/31 | q_time: 0.023413s | E: 28 | q_time/E: 0.000836s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 19/31 | q_time: 0.035045s | E: 30 | q_time/E: 0.001168s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 20/31 | q_time: 0.034773s | E: 32 | q_time/E: 0.001087s | shuffle time: 0.000029s
Sun Feb  7 15:01:30 2021 | q: 21/31 | q_time: 0.050631s | E: 34 | q_time/E: 0.001489s | shuffle time: 0.000028s
Sun Feb  7 15:01:30 2021 | q: 22/31 | q_time: 0.036104s | E: 36 | q_time/E: 0.001003s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 23/31 | q_time: 0.046556s | E: 38 | q_time/E: 0.001225s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 24/31 | q_time: 0.108501s | E: 40 | q_time/E: 0.002713s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 25/31 | q_time: 0.080928s | E: 42 | q_time/E: 0.001927s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 26/31 | q_time: 0.064796s | E: 44 | q_time/E: 0.001473s | shuffle time: 0.000034s
Sun Feb  7 15:01:31 2021 | q: 27/31 | q_time: 0.070263s | E: 46 | q_time/E: 0.001527s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 28/31 | q_time: 0.046519s | E: 48 | q_time/E: 0.000969s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 29/31 | q_time: 0.058852s | E: 50 | q_time/E: 0.001177s | shuffle time: 0.000030s
Sun Feb  7 15:01:31 2021 | q: 30/31 | q_time: 0.056857s | E: 52 | q_time/E: 0.001093s | shuffle time: 0.000028s
Sun Feb  7 15:01:31 2021 | q: 31/31 | q_time: 0.042614s | E: 53 | q_time/E: 0.000804s | shuffle time: 0.000028s
