run: 94 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:30:58 2021 | q: 0/31 | q_time: 0.001562s | E: 1 | q_time/E: 0.001562s | shuffle time: 0.000000s
Sun Feb  7 14:30:58 2021 | q: 1/31 | q_time: 0.001667s | E: 1 | q_time/E: 0.001667s | shuffle time: 0.000065s
Sun Feb  7 14:30:58 2021 | q: 2/31 | q_time: 0.002999s | E: 2 | q_time/E: 0.001499s | shuffle time: 0.000069s
Sun Feb  7 14:30:58 2021 | q: 3/31 | q_time: 0.003862s | E: 3 | q_time/E: 0.001287s | shuffle time: 0.000068s
Sun Feb  7 14:30:58 2021 | q: 4/31 | q_time: 0.006590s | E: 5 | q_time/E: 0.001318s | shuffle time: 0.000070s
Sun Feb  7 14:30:58 2021 | q: 5/31 | q_time: 0.004958s | E: 6 | q_time/E: 0.000826s | shuffle time: 0.000040s
Sun Feb  7 14:30:58 2021 | q: 6/31 | q_time: 0.006837s | E: 8 | q_time/E: 0.000855s | shuffle time: 0.000042s
Sun Feb  7 14:30:58 2021 | q: 7/31 | q_time: 0.007996s | E: 9 | q_time/E: 0.000888s | shuffle time: 0.000040s
Sun Feb  7 14:30:58 2021 | q: 8/31 | q_time: 0.011428s | E: 11 | q_time/E: 0.001039s | shuffle time: 0.000041s
Sun Feb  7 14:30:58 2021 | q: 9/31 | q_time: 0.026753s | E: 13 | q_time/E: 0.002058s | shuffle time: 0.000040s
Sun Feb  7 14:30:58 2021 | q: 10/31 | q_time: 0.015487s | E: 14 | q_time/E: 0.001106s | shuffle time: 0.000041s
Sun Feb  7 14:30:58 2021 | q: 11/31 | q_time: 0.018116s | E: 16 | q_time/E: 0.001132s | shuffle time: 0.000042s
Sun Feb  7 14:30:58 2021 | q: 12/31 | q_time: 0.016768s | E: 18 | q_time/E: 0.000932s | shuffle time: 0.000042s
Sun Feb  7 14:30:58 2021 | q: 13/31 | q_time: 0.020378s | E: 19 | q_time/E: 0.001073s | shuffle time: 0.000041s
Sun Feb  7 14:30:58 2021 | q: 14/31 | q_time: 0.037752s | E: 21 | q_time/E: 0.001798s | shuffle time: 0.000041s
Sun Feb  7 14:30:58 2021 | q: 15/31 | q_time: 0.025199s | E: 23 | q_time/E: 0.001096s | shuffle time: 0.000041s
Sun Feb  7 14:30:59 2021 | q: 16/31 | q_time: 0.168988s | E: 25 | q_time/E: 0.006760s | shuffle time: 0.000041s
Sun Feb  7 14:30:59 2021 | q: 17/31 | q_time: 0.028716s | E: 26 | q_time/E: 0.001104s | shuffle time: 0.000031s
Sun Feb  7 14:30:59 2021 | q: 18/31 | q_time: 0.030834s | E: 28 | q_time/E: 0.001101s | shuffle time: 0.000033s
Sun Feb  7 14:30:59 2021 | q: 19/31 | q_time: 0.066355s | E: 30 | q_time/E: 0.002212s | shuffle time: 0.000031s
Sun Feb  7 14:30:59 2021 | q: 20/31 | q_time: 0.054099s | E: 32 | q_time/E: 0.001691s | shuffle time: 0.000029s
Sun Feb  7 14:30:59 2021 | q: 21/31 | q_time: 0.072598s | E: 34 | q_time/E: 0.002135s | shuffle time: 0.000029s
Sun Feb  7 14:30:59 2021 | q: 22/31 | q_time: 0.041919s | E: 36 | q_time/E: 0.001164s | shuffle time: 0.000030s
Sun Feb  7 14:30:59 2021 | q: 23/31 | q_time: 0.053337s | E: 38 | q_time/E: 0.001404s | shuffle time: 0.000030s
Sun Feb  7 14:30:59 2021 | q: 24/31 | q_time: 0.112098s | E: 40 | q_time/E: 0.002802s | shuffle time: 0.000030s
Sun Feb  7 14:30:59 2021 | q: 25/31 | q_time: 0.108314s | E: 42 | q_time/E: 0.002579s | shuffle time: 0.000044s
Sun Feb  7 14:30:59 2021 | q: 26/31 | q_time: 0.093904s | E: 44 | q_time/E: 0.002134s | shuffle time: 0.000043s
Sun Feb  7 14:30:59 2021 | q: 27/31 | q_time: 0.086651s | E: 46 | q_time/E: 0.001884s | shuffle time: 0.000043s
Sun Feb  7 14:30:59 2021 | q: 28/31 | q_time: 0.070424s | E: 48 | q_time/E: 0.001467s | shuffle time: 0.000043s
Sun Feb  7 14:30:59 2021 | q: 29/31 | q_time: 0.057901s | E: 50 | q_time/E: 0.001158s | shuffle time: 0.000042s
Sun Feb  7 14:31:00 2021 | q: 30/31 | q_time: 0.079292s | E: 52 | q_time/E: 0.001525s | shuffle time: 0.000028s
Sun Feb  7 14:31:00 2021 | q: 31/31 | q_time: 0.052992s | E: 53 | q_time/E: 0.001000s | shuffle time: 0.000028s
