run: 156 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:33:51 2021 | q: 0/31 | q_time: 0.001521s | E: 1 | q_time/E: 0.001521s | shuffle time: 0.000000s
Sun Feb  7 14:33:51 2021 | q: 1/31 | q_time: 0.001644s | E: 1 | q_time/E: 0.001644s | shuffle time: 0.000066s
Sun Feb  7 14:33:51 2021 | q: 2/31 | q_time: 0.003279s | E: 2 | q_time/E: 0.001639s | shuffle time: 0.000069s
Sun Feb  7 14:33:51 2021 | q: 3/31 | q_time: 0.003767s | E: 3 | q_time/E: 0.001256s | shuffle time: 0.000039s
Sun Feb  7 14:33:51 2021 | q: 4/31 | q_time: 0.006615s | E: 5 | q_time/E: 0.001323s | shuffle time: 0.000040s
Sun Feb  7 14:33:51 2021 | q: 5/31 | q_time: 0.006279s | E: 6 | q_time/E: 0.001046s | shuffle time: 0.000040s
Sun Feb  7 14:33:51 2021 | q: 6/31 | q_time: 0.009882s | E: 8 | q_time/E: 0.001235s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 7/31 | q_time: 0.008942s | E: 9 | q_time/E: 0.000994s | shuffle time: 0.000040s
Sun Feb  7 14:33:51 2021 | q: 8/31 | q_time: 0.012155s | E: 11 | q_time/E: 0.001105s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 9/31 | q_time: 0.011903s | E: 13 | q_time/E: 0.000916s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 10/31 | q_time: 0.014282s | E: 14 | q_time/E: 0.001020s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 11/31 | q_time: 0.014737s | E: 16 | q_time/E: 0.000921s | shuffle time: 0.000043s
Sun Feb  7 14:33:51 2021 | q: 12/31 | q_time: 0.019465s | E: 18 | q_time/E: 0.001081s | shuffle time: 0.000047s
Sun Feb  7 14:33:51 2021 | q: 13/31 | q_time: 0.017146s | E: 19 | q_time/E: 0.000902s | shuffle time: 0.000045s
Sun Feb  7 14:33:51 2021 | q: 14/31 | q_time: 0.021955s | E: 21 | q_time/E: 0.001045s | shuffle time: 0.000046s
Sun Feb  7 14:33:51 2021 | q: 15/31 | q_time: 0.020435s | E: 23 | q_time/E: 0.000888s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 16/31 | q_time: 0.026465s | E: 25 | q_time/E: 0.001059s | shuffle time: 0.000040s
Sun Feb  7 14:33:51 2021 | q: 17/31 | q_time: 0.031157s | E: 26 | q_time/E: 0.001198s | shuffle time: 0.000045s
Sun Feb  7 14:33:51 2021 | q: 18/31 | q_time: 0.032498s | E: 28 | q_time/E: 0.001161s | shuffle time: 0.000041s
Sun Feb  7 14:33:51 2021 | q: 19/31 | q_time: 0.031041s | E: 30 | q_time/E: 0.001035s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 20/31 | q_time: 0.046448s | E: 32 | q_time/E: 0.001451s | shuffle time: 0.000041s
Sun Feb  7 14:33:52 2021 | q: 21/31 | q_time: 0.044909s | E: 34 | q_time/E: 0.001321s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 22/31 | q_time: 0.054508s | E: 36 | q_time/E: 0.001514s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 23/31 | q_time: 0.055177s | E: 38 | q_time/E: 0.001452s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 24/31 | q_time: 0.097931s | E: 40 | q_time/E: 0.002448s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 25/31 | q_time: 0.060152s | E: 42 | q_time/E: 0.001432s | shuffle time: 0.000042s
Sun Feb  7 14:33:52 2021 | q: 26/31 | q_time: 0.078132s | E: 44 | q_time/E: 0.001776s | shuffle time: 0.000044s
Sun Feb  7 14:33:52 2021 | q: 27/31 | q_time: 0.090243s | E: 46 | q_time/E: 0.001962s | shuffle time: 0.000044s
Sun Feb  7 14:33:52 2021 | q: 28/31 | q_time: 0.078660s | E: 48 | q_time/E: 0.001639s | shuffle time: 0.000044s
Sun Feb  7 14:33:52 2021 | q: 29/31 | q_time: 0.081078s | E: 50 | q_time/E: 0.001622s | shuffle time: 0.000044s
Sun Feb  7 14:33:52 2021 | q: 30/31 | q_time: 0.107953s | E: 52 | q_time/E: 0.002076s | shuffle time: 0.000043s
Sun Feb  7 14:33:52 2021 | q: 31/31 | q_time: 0.089858s | E: 53 | q_time/E: 0.001695s | shuffle time: 0.000029s
