run: 223 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:36:58 2021 | q: 0/31 | q_time: 0.001542s | E: 1 | q_time/E: 0.001542s | shuffle time: 0.000000s
Sun Feb  7 14:36:58 2021 | q: 1/31 | q_time: 0.001593s | E: 1 | q_time/E: 0.001593s | shuffle time: 0.000053s
Sun Feb  7 14:36:58 2021 | q: 2/31 | q_time: 0.003293s | E: 2 | q_time/E: 0.001646s | shuffle time: 0.000058s
Sun Feb  7 14:36:58 2021 | q: 3/31 | q_time: 0.002949s | E: 3 | q_time/E: 0.000983s | shuffle time: 0.000056s
Sun Feb  7 14:36:58 2021 | q: 4/31 | q_time: 0.005291s | E: 5 | q_time/E: 0.001058s | shuffle time: 0.000059s
Sun Feb  7 14:36:58 2021 | q: 5/31 | q_time: 0.004688s | E: 6 | q_time/E: 0.000781s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 6/31 | q_time: 0.008767s | E: 8 | q_time/E: 0.001096s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 7/31 | q_time: 0.007627s | E: 9 | q_time/E: 0.000847s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 8/31 | q_time: 0.011931s | E: 11 | q_time/E: 0.001085s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 9/31 | q_time: 0.026981s | E: 13 | q_time/E: 0.002075s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 10/31 | q_time: 0.015136s | E: 14 | q_time/E: 0.001081s | shuffle time: 0.000028s
Sun Feb  7 14:36:58 2021 | q: 11/31 | q_time: 0.016551s | E: 16 | q_time/E: 0.001034s | shuffle time: 0.000029s
Sun Feb  7 14:36:58 2021 | q: 12/31 | q_time: 0.018780s | E: 18 | q_time/E: 0.001043s | shuffle time: 0.000029s
Sun Feb  7 14:36:58 2021 | q: 13/31 | q_time: 0.017728s | E: 19 | q_time/E: 0.000933s | shuffle time: 0.000029s
Sun Feb  7 14:36:58 2021 | q: 14/31 | q_time: 0.019762s | E: 21 | q_time/E: 0.000941s | shuffle time: 0.000031s
Sun Feb  7 14:36:58 2021 | q: 15/31 | q_time: 0.040115s | E: 23 | q_time/E: 0.001744s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 16/31 | q_time: 0.024007s | E: 25 | q_time/E: 0.000960s | shuffle time: 0.000027s
Sun Feb  7 14:36:58 2021 | q: 17/31 | q_time: 0.025584s | E: 26 | q_time/E: 0.000984s | shuffle time: 0.000030s
Sun Feb  7 14:36:58 2021 | q: 18/31 | q_time: 0.026334s | E: 28 | q_time/E: 0.000940s | shuffle time: 0.000030s
Sun Feb  7 14:36:58 2021 | q: 19/31 | q_time: 0.033783s | E: 30 | q_time/E: 0.001126s | shuffle time: 0.000030s
Sun Feb  7 14:36:58 2021 | q: 20/31 | q_time: 0.055271s | E: 32 | q_time/E: 0.001727s | shuffle time: 0.000029s
Sun Feb  7 14:36:58 2021 | q: 21/31 | q_time: 0.026042s | E: 34 | q_time/E: 0.000766s | shuffle time: 0.000033s
Sun Feb  7 14:36:58 2021 | q: 22/31 | q_time: 0.066082s | E: 36 | q_time/E: 0.001836s | shuffle time: 0.000033s
Sun Feb  7 14:36:58 2021 | q: 23/31 | q_time: 0.039525s | E: 38 | q_time/E: 0.001040s | shuffle time: 0.000028s
Sun Feb  7 14:36:58 2021 | q: 24/31 | q_time: 0.085646s | E: 40 | q_time/E: 0.002141s | shuffle time: 0.000030s
Sun Feb  7 14:36:58 2021 | q: 25/31 | q_time: 0.062930s | E: 42 | q_time/E: 0.001498s | shuffle time: 0.000031s
Sun Feb  7 14:36:59 2021 | q: 26/31 | q_time: 0.063084s | E: 44 | q_time/E: 0.001434s | shuffle time: 0.000032s
Sun Feb  7 14:36:59 2021 | q: 27/31 | q_time: 0.060126s | E: 46 | q_time/E: 0.001307s | shuffle time: 0.000029s
Sun Feb  7 14:36:59 2021 | q: 28/31 | q_time: 0.051464s | E: 48 | q_time/E: 0.001072s | shuffle time: 0.000028s
Sun Feb  7 14:36:59 2021 | q: 29/31 | q_time: 0.044604s | E: 50 | q_time/E: 0.000892s | shuffle time: 0.000029s
Sun Feb  7 14:36:59 2021 | q: 30/31 | q_time: 0.089550s | E: 52 | q_time/E: 0.001722s | shuffle time: 0.000030s
Sun Feb  7 14:36:59 2021 | q: 31/31 | q_time: 0.057282s | E: 53 | q_time/E: 0.001081s | shuffle time: 0.000028s
