run: 427 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:46:05 2021 | q: 0/31 | q_time: 0.001639s | E: 1 | q_time/E: 0.001639s | shuffle time: 0.000000s
Sun Feb  7 14:46:05 2021 | q: 1/31 | q_time: 0.001796s | E: 1 | q_time/E: 0.001796s | shuffle time: 0.000054s
Sun Feb  7 14:46:05 2021 | q: 2/31 | q_time: 0.003589s | E: 2 | q_time/E: 0.001795s | shuffle time: 0.000059s
Sun Feb  7 14:46:05 2021 | q: 3/31 | q_time: 0.003919s | E: 3 | q_time/E: 0.001306s | shuffle time: 0.000045s
Sun Feb  7 14:46:05 2021 | q: 4/31 | q_time: 0.004361s | E: 5 | q_time/E: 0.000872s | shuffle time: 0.000046s
Sun Feb  7 14:46:05 2021 | q: 5/31 | q_time: 0.004948s | E: 6 | q_time/E: 0.000825s | shuffle time: 0.000046s
Sun Feb  7 14:46:05 2021 | q: 6/31 | q_time: 0.008065s | E: 8 | q_time/E: 0.001008s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 7/31 | q_time: 0.008577s | E: 9 | q_time/E: 0.000953s | shuffle time: 0.000026s
Sun Feb  7 14:46:05 2021 | q: 8/31 | q_time: 0.010508s | E: 11 | q_time/E: 0.000955s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 9/31 | q_time: 0.015234s | E: 13 | q_time/E: 0.001172s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 10/31 | q_time: 0.011979s | E: 14 | q_time/E: 0.000856s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 11/31 | q_time: 0.015058s | E: 16 | q_time/E: 0.000941s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 12/31 | q_time: 0.022060s | E: 18 | q_time/E: 0.001226s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 13/31 | q_time: 0.018774s | E: 19 | q_time/E: 0.000988s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 14/31 | q_time: 0.018599s | E: 21 | q_time/E: 0.000886s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 15/31 | q_time: 0.026527s | E: 23 | q_time/E: 0.001153s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 16/31 | q_time: 0.076601s | E: 25 | q_time/E: 0.003064s | shuffle time: 0.000027s
Sun Feb  7 14:46:05 2021 | q: 17/31 | q_time: 0.029467s | E: 26 | q_time/E: 0.001133s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 18/31 | q_time: 0.037255s | E: 28 | q_time/E: 0.001331s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 19/31 | q_time: 0.035806s | E: 30 | q_time/E: 0.001194s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 20/31 | q_time: 0.031165s | E: 32 | q_time/E: 0.000974s | shuffle time: 0.000028s
Sun Feb  7 14:46:05 2021 | q: 21/31 | q_time: 0.053244s | E: 34 | q_time/E: 0.001566s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 22/31 | q_time: 0.050473s | E: 36 | q_time/E: 0.001402s | shuffle time: 0.000029s
Sun Feb  7 14:46:06 2021 | q: 23/31 | q_time: 0.064924s | E: 38 | q_time/E: 0.001709s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 24/31 | q_time: 0.044277s | E: 40 | q_time/E: 0.001107s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 25/31 | q_time: 0.040313s | E: 42 | q_time/E: 0.000960s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 26/31 | q_time: 0.055611s | E: 44 | q_time/E: 0.001264s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 27/31 | q_time: 0.043948s | E: 46 | q_time/E: 0.000955s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 28/31 | q_time: 0.049998s | E: 48 | q_time/E: 0.001042s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 29/31 | q_time: 0.060989s | E: 50 | q_time/E: 0.001220s | shuffle time: 0.000028s
Sun Feb  7 14:46:06 2021 | q: 30/31 | q_time: 0.050887s | E: 52 | q_time/E: 0.000979s | shuffle time: 0.000027s
Sun Feb  7 14:46:06 2021 | q: 31/31 | q_time: 0.058210s | E: 53 | q_time/E: 0.001098s | shuffle time: 0.000027s
