run: 323 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:41:29 2021 | q: 0/31 | q_time: 0.001533s | E: 1 | q_time/E: 0.001533s | shuffle time: 0.000000s
Sun Feb  7 14:41:29 2021 | q: 1/31 | q_time: 0.001642s | E: 1 | q_time/E: 0.001642s | shuffle time: 0.000054s
Sun Feb  7 14:41:29 2021 | q: 2/31 | q_time: 0.002723s | E: 2 | q_time/E: 0.001361s | shuffle time: 0.000060s
Sun Feb  7 14:41:29 2021 | q: 3/31 | q_time: 0.003049s | E: 3 | q_time/E: 0.001016s | shuffle time: 0.000026s
Sun Feb  7 14:41:29 2021 | q: 4/31 | q_time: 0.004722s | E: 5 | q_time/E: 0.000944s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 5/31 | q_time: 0.005071s | E: 6 | q_time/E: 0.000845s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 6/31 | q_time: 0.006405s | E: 8 | q_time/E: 0.000801s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 7/31 | q_time: 0.007692s | E: 9 | q_time/E: 0.000855s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 8/31 | q_time: 0.013881s | E: 11 | q_time/E: 0.001262s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 9/31 | q_time: 0.014443s | E: 13 | q_time/E: 0.001111s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 10/31 | q_time: 0.013642s | E: 14 | q_time/E: 0.000974s | shuffle time: 0.000027s
Sun Feb  7 14:41:29 2021 | q: 11/31 | q_time: 0.022547s | E: 16 | q_time/E: 0.001409s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 12/31 | q_time: 0.027005s | E: 18 | q_time/E: 0.001500s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 13/31 | q_time: 0.015681s | E: 19 | q_time/E: 0.000825s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 14/31 | q_time: 0.017604s | E: 21 | q_time/E: 0.000838s | shuffle time: 0.000030s
Sun Feb  7 14:41:29 2021 | q: 15/31 | q_time: 0.021595s | E: 23 | q_time/E: 0.000939s | shuffle time: 0.000031s
Sun Feb  7 14:41:29 2021 | q: 16/31 | q_time: 0.036015s | E: 25 | q_time/E: 0.001441s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 17/31 | q_time: 0.025361s | E: 26 | q_time/E: 0.000975s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 18/31 | q_time: 0.043204s | E: 28 | q_time/E: 0.001543s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 19/31 | q_time: 0.024755s | E: 30 | q_time/E: 0.000825s | shuffle time: 0.000028s
Sun Feb  7 14:41:29 2021 | q: 20/31 | q_time: 0.042266s | E: 32 | q_time/E: 0.001321s | shuffle time: 0.000031s
Sun Feb  7 14:41:30 2021 | q: 21/31 | q_time: 0.067684s | E: 34 | q_time/E: 0.001991s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 22/31 | q_time: 0.030544s | E: 36 | q_time/E: 0.000848s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 23/31 | q_time: 0.058248s | E: 38 | q_time/E: 0.001533s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 24/31 | q_time: 0.070999s | E: 40 | q_time/E: 0.001775s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 25/31 | q_time: 0.058774s | E: 42 | q_time/E: 0.001399s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 26/31 | q_time: 0.051736s | E: 44 | q_time/E: 0.001176s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 27/31 | q_time: 0.053619s | E: 46 | q_time/E: 0.001166s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 28/31 | q_time: 0.066180s | E: 48 | q_time/E: 0.001379s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 29/31 | q_time: 0.050356s | E: 50 | q_time/E: 0.001007s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 30/31 | q_time: 0.052673s | E: 52 | q_time/E: 0.001013s | shuffle time: 0.000028s
Sun Feb  7 14:41:30 2021 | q: 31/31 | q_time: 0.060527s | E: 53 | q_time/E: 0.001142s | shuffle time: 0.000028s
