run: 69 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:29:49 2021 | q: 0/31 | q_time: 0.001523s | E: 1 | q_time/E: 0.001523s | shuffle time: 0.000000s
Sun Feb  7 14:29:49 2021 | q: 1/31 | q_time: 0.001650s | E: 1 | q_time/E: 0.001650s | shuffle time: 0.000041s
Sun Feb  7 14:29:49 2021 | q: 2/31 | q_time: 0.003360s | E: 2 | q_time/E: 0.001680s | shuffle time: 0.000045s
Sun Feb  7 14:29:49 2021 | q: 3/31 | q_time: 0.002893s | E: 3 | q_time/E: 0.000964s | shuffle time: 0.000058s
Sun Feb  7 14:29:49 2021 | q: 4/31 | q_time: 0.004075s | E: 5 | q_time/E: 0.000815s | shuffle time: 0.000059s
Sun Feb  7 14:29:49 2021 | q: 5/31 | q_time: 0.005218s | E: 6 | q_time/E: 0.000870s | shuffle time: 0.000026s
Sun Feb  7 14:29:49 2021 | q: 6/31 | q_time: 0.007158s | E: 8 | q_time/E: 0.000895s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 7/31 | q_time: 0.007318s | E: 9 | q_time/E: 0.000813s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 8/31 | q_time: 0.013060s | E: 11 | q_time/E: 0.001187s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 9/31 | q_time: 0.014709s | E: 13 | q_time/E: 0.001131s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 10/31 | q_time: 0.011943s | E: 14 | q_time/E: 0.000853s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 11/31 | q_time: 0.014380s | E: 16 | q_time/E: 0.000899s | shuffle time: 0.000029s
Sun Feb  7 14:29:49 2021 | q: 12/31 | q_time: 0.020605s | E: 18 | q_time/E: 0.001145s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 13/31 | q_time: 0.016458s | E: 19 | q_time/E: 0.000866s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 14/31 | q_time: 0.030687s | E: 21 | q_time/E: 0.001461s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 15/31 | q_time: 0.023520s | E: 23 | q_time/E: 0.001023s | shuffle time: 0.000027s
Sun Feb  7 14:29:49 2021 | q: 16/31 | q_time: 0.032171s | E: 25 | q_time/E: 0.001287s | shuffle time: 0.000029s
Sun Feb  7 14:29:49 2021 | q: 17/31 | q_time: 0.023712s | E: 26 | q_time/E: 0.000912s | shuffle time: 0.000029s
Sun Feb  7 14:29:49 2021 | q: 18/31 | q_time: 0.046679s | E: 28 | q_time/E: 0.001667s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 19/31 | q_time: 0.047469s | E: 30 | q_time/E: 0.001582s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 20/31 | q_time: 0.039714s | E: 32 | q_time/E: 0.001241s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 21/31 | q_time: 0.038819s | E: 34 | q_time/E: 0.001142s | shuffle time: 0.000028s
Sun Feb  7 14:29:49 2021 | q: 22/31 | q_time: 0.093290s | E: 36 | q_time/E: 0.002591s | shuffle time: 0.000029s
Sun Feb  7 14:29:49 2021 | q: 23/31 | q_time: 0.047251s | E: 38 | q_time/E: 0.001243s | shuffle time: 0.000028s
Sun Feb  7 14:29:50 2021 | q: 24/31 | q_time: 0.049218s | E: 40 | q_time/E: 0.001230s | shuffle time: 0.000028s
Sun Feb  7 14:29:50 2021 | q: 25/31 | q_time: 0.069998s | E: 42 | q_time/E: 0.001667s | shuffle time: 0.000030s
Sun Feb  7 14:29:50 2021 | q: 26/31 | q_time: 0.073316s | E: 44 | q_time/E: 0.001666s | shuffle time: 0.000028s
Sun Feb  7 14:29:50 2021 | q: 27/31 | q_time: 0.062601s | E: 46 | q_time/E: 0.001361s | shuffle time: 0.000028s
Sun Feb  7 14:29:50 2021 | q: 28/31 | q_time: 0.076350s | E: 48 | q_time/E: 0.001591s | shuffle time: 0.000028s
Sun Feb  7 14:29:50 2021 | q: 29/31 | q_time: 0.053181s | E: 50 | q_time/E: 0.001064s | shuffle time: 0.000027s
Sun Feb  7 14:29:50 2021 | q: 30/31 | q_time: 0.097658s | E: 52 | q_time/E: 0.001878s | shuffle time: 0.000029s
Sun Feb  7 14:29:50 2021 | q: 31/31 | q_time: 0.065905s | E: 53 | q_time/E: 0.001243s | shuffle time: 0.000028s
