run: 365 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:43:21 2021 | q: 0/31 | q_time: 0.001558s | E: 1 | q_time/E: 0.001558s | shuffle time: 0.000000s
Sun Feb  7 14:43:21 2021 | q: 1/31 | q_time: 0.001646s | E: 1 | q_time/E: 0.001646s | shuffle time: 0.000065s
Sun Feb  7 14:43:21 2021 | q: 2/31 | q_time: 0.002728s | E: 2 | q_time/E: 0.001364s | shuffle time: 0.000068s
Sun Feb  7 14:43:21 2021 | q: 3/31 | q_time: 0.003744s | E: 3 | q_time/E: 0.001248s | shuffle time: 0.000067s
Sun Feb  7 14:43:21 2021 | q: 4/31 | q_time: 0.005172s | E: 5 | q_time/E: 0.001034s | shuffle time: 0.000039s
Sun Feb  7 14:43:21 2021 | q: 5/31 | q_time: 0.004800s | E: 6 | q_time/E: 0.000800s | shuffle time: 0.000039s
Sun Feb  7 14:43:21 2021 | q: 6/31 | q_time: 0.006579s | E: 8 | q_time/E: 0.000822s | shuffle time: 0.000039s
Sun Feb  7 14:43:21 2021 | q: 7/31 | q_time: 0.007898s | E: 9 | q_time/E: 0.000878s | shuffle time: 0.000040s
Sun Feb  7 14:43:21 2021 | q: 8/31 | q_time: 0.012079s | E: 11 | q_time/E: 0.001098s | shuffle time: 0.000040s
Sun Feb  7 14:43:21 2021 | q: 9/31 | q_time: 0.015029s | E: 13 | q_time/E: 0.001156s | shuffle time: 0.000040s
Sun Feb  7 14:43:21 2021 | q: 10/31 | q_time: 0.016543s | E: 14 | q_time/E: 0.001182s | shuffle time: 0.000041s
Sun Feb  7 14:43:21 2021 | q: 11/31 | q_time: 0.016551s | E: 16 | q_time/E: 0.001034s | shuffle time: 0.000041s
Sun Feb  7 14:43:21 2021 | q: 12/31 | q_time: 0.018131s | E: 18 | q_time/E: 0.001007s | shuffle time: 0.000041s
Sun Feb  7 14:43:21 2021 | q: 13/31 | q_time: 0.019305s | E: 19 | q_time/E: 0.001016s | shuffle time: 0.000028s
Sun Feb  7 14:43:21 2021 | q: 14/31 | q_time: 0.019850s | E: 21 | q_time/E: 0.000945s | shuffle time: 0.000028s
Sun Feb  7 14:43:21 2021 | q: 15/31 | q_time: 0.024760s | E: 23 | q_time/E: 0.001077s | shuffle time: 0.000027s
Sun Feb  7 14:43:21 2021 | q: 16/31 | q_time: 0.037693s | E: 25 | q_time/E: 0.001508s | shuffle time: 0.000027s
Sun Feb  7 14:43:21 2021 | q: 17/31 | q_time: 0.023749s | E: 26 | q_time/E: 0.000913s | shuffle time: 0.000028s
Sun Feb  7 14:43:21 2021 | q: 18/31 | q_time: 0.033181s | E: 28 | q_time/E: 0.001185s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 19/31 | q_time: 0.054506s | E: 30 | q_time/E: 0.001817s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 20/31 | q_time: 0.059403s | E: 32 | q_time/E: 0.001856s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 21/31 | q_time: 0.032474s | E: 34 | q_time/E: 0.000955s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 22/31 | q_time: 0.053798s | E: 36 | q_time/E: 0.001494s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 23/31 | q_time: 0.053438s | E: 38 | q_time/E: 0.001406s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 24/31 | q_time: 0.092383s | E: 40 | q_time/E: 0.002310s | shuffle time: 0.000030s
Sun Feb  7 14:43:22 2021 | q: 25/31 | q_time: 0.058203s | E: 42 | q_time/E: 0.001386s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 26/31 | q_time: 0.068058s | E: 44 | q_time/E: 0.001547s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 27/31 | q_time: 0.053592s | E: 46 | q_time/E: 0.001165s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 28/31 | q_time: 0.051476s | E: 48 | q_time/E: 0.001072s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 29/31 | q_time: 0.047632s | E: 50 | q_time/E: 0.000953s | shuffle time: 0.000028s
Sun Feb  7 14:43:22 2021 | q: 30/31 | q_time: 0.044976s | E: 52 | q_time/E: 0.000865s | shuffle time: 0.000027s
Sun Feb  7 14:43:22 2021 | q: 31/31 | q_time: 0.052119s | E: 53 | q_time/E: 0.000983s | shuffle time: 0.000041s
