run: 220 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:36:49 2021 | q: 0/31 | q_time: 0.001486s | E: 1 | q_time/E: 0.001486s | shuffle time: 0.000000s
Sun Feb  7 14:36:49 2021 | q: 1/31 | q_time: 0.001601s | E: 1 | q_time/E: 0.001601s | shuffle time: 0.000065s
Sun Feb  7 14:36:49 2021 | q: 2/31 | q_time: 0.002609s | E: 2 | q_time/E: 0.001304s | shuffle time: 0.000068s
Sun Feb  7 14:36:49 2021 | q: 3/31 | q_time: 0.002960s | E: 3 | q_time/E: 0.000987s | shuffle time: 0.000067s
Sun Feb  7 14:36:49 2021 | q: 4/31 | q_time: 0.004450s | E: 5 | q_time/E: 0.000890s | shuffle time: 0.000040s
Sun Feb  7 14:36:49 2021 | q: 5/31 | q_time: 0.004973s | E: 6 | q_time/E: 0.000829s | shuffle time: 0.000040s
Sun Feb  7 14:36:50 2021 | q: 6/31 | q_time: 0.008627s | E: 8 | q_time/E: 0.001078s | shuffle time: 0.000040s
Sun Feb  7 14:36:50 2021 | q: 7/31 | q_time: 0.009189s | E: 9 | q_time/E: 0.001021s | shuffle time: 0.000040s
Sun Feb  7 14:36:50 2021 | q: 8/31 | q_time: 0.011670s | E: 11 | q_time/E: 0.001061s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 9/31 | q_time: 0.017473s | E: 13 | q_time/E: 0.001344s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 10/31 | q_time: 0.012985s | E: 14 | q_time/E: 0.000927s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 11/31 | q_time: 0.018331s | E: 16 | q_time/E: 0.001146s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 12/31 | q_time: 0.025572s | E: 18 | q_time/E: 0.001421s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 13/31 | q_time: 0.021370s | E: 19 | q_time/E: 0.001125s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 14/31 | q_time: 0.022781s | E: 21 | q_time/E: 0.001085s | shuffle time: 0.000045s
Sun Feb  7 14:36:50 2021 | q: 15/31 | q_time: 0.033159s | E: 23 | q_time/E: 0.001442s | shuffle time: 0.000044s
Sun Feb  7 14:36:50 2021 | q: 16/31 | q_time: 0.067884s | E: 25 | q_time/E: 0.002715s | shuffle time: 0.000040s
Sun Feb  7 14:36:50 2021 | q: 17/31 | q_time: 0.021736s | E: 26 | q_time/E: 0.000836s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 18/31 | q_time: 0.023631s | E: 28 | q_time/E: 0.000844s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 19/31 | q_time: 0.047205s | E: 30 | q_time/E: 0.001574s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 20/31 | q_time: 0.061285s | E: 32 | q_time/E: 0.001915s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 21/31 | q_time: 0.074403s | E: 34 | q_time/E: 0.002188s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 22/31 | q_time: 0.042024s | E: 36 | q_time/E: 0.001167s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 23/31 | q_time: 0.055222s | E: 38 | q_time/E: 0.001453s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 24/31 | q_time: 0.058579s | E: 40 | q_time/E: 0.001464s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 25/31 | q_time: 0.057917s | E: 42 | q_time/E: 0.001379s | shuffle time: 0.000030s
Sun Feb  7 14:36:50 2021 | q: 26/31 | q_time: 0.060425s | E: 44 | q_time/E: 0.001373s | shuffle time: 0.000028s
Sun Feb  7 14:36:50 2021 | q: 27/31 | q_time: 0.077776s | E: 46 | q_time/E: 0.001691s | shuffle time: 0.000041s
Sun Feb  7 14:36:50 2021 | q: 28/31 | q_time: 0.059500s | E: 48 | q_time/E: 0.001240s | shuffle time: 0.000029s
Sun Feb  7 14:36:50 2021 | q: 29/31 | q_time: 0.071713s | E: 50 | q_time/E: 0.001434s | shuffle time: 0.000032s
Sun Feb  7 14:36:51 2021 | q: 30/31 | q_time: 0.047370s | E: 52 | q_time/E: 0.000911s | shuffle time: 0.000028s
Sun Feb  7 14:36:51 2021 | q: 31/31 | q_time: 0.055986s | E: 53 | q_time/E: 0.001056s | shuffle time: 0.000028s
