run: 60 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:29:24 2021 | q: 0/31 | q_time: 0.001528s | E: 1 | q_time/E: 0.001528s | shuffle time: 0.000000s
Sun Feb  7 14:29:24 2021 | q: 1/31 | q_time: 0.001653s | E: 1 | q_time/E: 0.001653s | shuffle time: 0.000085s
Sun Feb  7 14:29:24 2021 | q: 2/31 | q_time: 0.003302s | E: 2 | q_time/E: 0.001651s | shuffle time: 0.000069s
Sun Feb  7 14:29:24 2021 | q: 3/31 | q_time: 0.002552s | E: 3 | q_time/E: 0.000851s | shuffle time: 0.000068s
Sun Feb  7 14:29:24 2021 | q: 4/31 | q_time: 0.004346s | E: 5 | q_time/E: 0.000869s | shuffle time: 0.000040s
Sun Feb  7 14:29:24 2021 | q: 5/31 | q_time: 0.004998s | E: 6 | q_time/E: 0.000833s | shuffle time: 0.000040s
Sun Feb  7 14:29:24 2021 | q: 6/31 | q_time: 0.008117s | E: 8 | q_time/E: 0.001015s | shuffle time: 0.000040s
Sun Feb  7 14:29:24 2021 | q: 7/31 | q_time: 0.008545s | E: 9 | q_time/E: 0.000949s | shuffle time: 0.000040s
Sun Feb  7 14:29:24 2021 | q: 8/31 | q_time: 0.008843s | E: 11 | q_time/E: 0.000804s | shuffle time: 0.000064s
Sun Feb  7 14:29:24 2021 | q: 9/31 | q_time: 0.012595s | E: 13 | q_time/E: 0.000969s | shuffle time: 0.000028s
Sun Feb  7 14:29:24 2021 | q: 10/31 | q_time: 0.011184s | E: 14 | q_time/E: 0.000799s | shuffle time: 0.000028s
Sun Feb  7 14:29:24 2021 | q: 11/31 | q_time: 0.015742s | E: 16 | q_time/E: 0.000984s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 12/31 | q_time: 0.014907s | E: 18 | q_time/E: 0.000828s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 13/31 | q_time: 0.018773s | E: 19 | q_time/E: 0.000988s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 14/31 | q_time: 0.016939s | E: 21 | q_time/E: 0.000807s | shuffle time: 0.000028s
Sun Feb  7 14:29:24 2021 | q: 15/31 | q_time: 0.023777s | E: 23 | q_time/E: 0.001034s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 16/31 | q_time: 0.039570s | E: 25 | q_time/E: 0.001583s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 17/31 | q_time: 0.019409s | E: 26 | q_time/E: 0.000746s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 18/31 | q_time: 0.020328s | E: 28 | q_time/E: 0.000726s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 19/31 | q_time: 0.031619s | E: 30 | q_time/E: 0.001054s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 20/31 | q_time: 0.042713s | E: 32 | q_time/E: 0.001335s | shuffle time: 0.000029s
Sun Feb  7 14:29:24 2021 | q: 21/31 | q_time: 0.073660s | E: 34 | q_time/E: 0.002166s | shuffle time: 0.000030s
Sun Feb  7 14:29:24 2021 | q: 22/31 | q_time: 0.074739s | E: 36 | q_time/E: 0.002076s | shuffle time: 0.000029s
Sun Feb  7 14:29:25 2021 | q: 23/31 | q_time: 0.087529s | E: 38 | q_time/E: 0.002303s | shuffle time: 0.000029s
Sun Feb  7 14:29:25 2021 | q: 24/31 | q_time: 0.061464s | E: 40 | q_time/E: 0.001537s | shuffle time: 0.000030s
Sun Feb  7 14:29:25 2021 | q: 25/31 | q_time: 0.055101s | E: 42 | q_time/E: 0.001312s | shuffle time: 0.000029s
Sun Feb  7 14:29:25 2021 | q: 26/31 | q_time: 0.043164s | E: 44 | q_time/E: 0.000981s | shuffle time: 0.000029s
Sun Feb  7 14:29:25 2021 | q: 27/31 | q_time: 0.070931s | E: 46 | q_time/E: 0.001542s | shuffle time: 0.000033s
Sun Feb  7 14:29:25 2021 | q: 28/31 | q_time: 0.046171s | E: 48 | q_time/E: 0.000962s | shuffle time: 0.000032s
Sun Feb  7 14:29:25 2021 | q: 29/31 | q_time: 0.068231s | E: 50 | q_time/E: 0.001365s | shuffle time: 0.000029s
Sun Feb  7 14:29:25 2021 | q: 30/31 | q_time: 0.076440s | E: 52 | q_time/E: 0.001470s | shuffle time: 0.000028s
Sun Feb  7 14:29:25 2021 | q: 31/31 | q_time: 0.090055s | E: 53 | q_time/E: 0.001699s | shuffle time: 0.000029s
