run: 882 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 15:07:18 2021 | q: 0/31 | q_time: 0.008151s | E: 1 | q_time/E: 0.008151s | shuffle time: 0.000000s
Sun Feb  7 15:07:18 2021 | q: 1/31 | q_time: 0.000894s | E: 1 | q_time/E: 0.000894s | shuffle time: 0.000041s
Sun Feb  7 15:07:18 2021 | q: 2/31 | q_time: 0.001706s | E: 2 | q_time/E: 0.000853s | shuffle time: 0.000043s
Sun Feb  7 15:07:18 2021 | q: 3/31 | q_time: 0.002560s | E: 3 | q_time/E: 0.000853s | shuffle time: 0.000043s
Sun Feb  7 15:07:18 2021 | q: 4/31 | q_time: 0.005010s | E: 5 | q_time/E: 0.001002s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 5/31 | q_time: 0.005617s | E: 6 | q_time/E: 0.000936s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 6/31 | q_time: 0.007641s | E: 8 | q_time/E: 0.000955s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 7/31 | q_time: 0.009424s | E: 9 | q_time/E: 0.001047s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 8/31 | q_time: 0.012882s | E: 11 | q_time/E: 0.001171s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 9/31 | q_time: 0.018725s | E: 13 | q_time/E: 0.001440s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 10/31 | q_time: 0.014216s | E: 14 | q_time/E: 0.001015s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 11/31 | q_time: 0.021230s | E: 16 | q_time/E: 0.001327s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 12/31 | q_time: 0.039145s | E: 18 | q_time/E: 0.002175s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 13/31 | q_time: 0.021013s | E: 19 | q_time/E: 0.001106s | shuffle time: 0.000044s
Sun Feb  7 15:07:18 2021 | q: 14/31 | q_time: 0.034206s | E: 21 | q_time/E: 0.001629s | shuffle time: 0.000043s
Sun Feb  7 15:07:18 2021 | q: 15/31 | q_time: 0.041999s | E: 23 | q_time/E: 0.001826s | shuffle time: 0.000043s
Sun Feb  7 15:07:18 2021 | q: 16/31 | q_time: 0.064215s | E: 25 | q_time/E: 0.002569s | shuffle time: 0.000043s
Sun Feb  7 15:07:19 2021 | q: 17/31 | q_time: 0.043963s | E: 26 | q_time/E: 0.001691s | shuffle time: 0.000043s
Sun Feb  7 15:07:19 2021 | q: 18/31 | q_time: 0.054199s | E: 28 | q_time/E: 0.001936s | shuffle time: 0.000043s
Sun Feb  7 15:07:19 2021 | q: 19/31 | q_time: 0.073244s | E: 30 | q_time/E: 0.002441s | shuffle time: 0.000044s
Sun Feb  7 15:07:19 2021 | q: 20/31 | q_time: 0.076392s | E: 32 | q_time/E: 0.002387s | shuffle time: 0.000044s
Sun Feb  7 15:07:19 2021 | q: 21/31 | q_time: 0.069274s | E: 34 | q_time/E: 0.002037s | shuffle time: 0.000045s
Sun Feb  7 15:07:19 2021 | q: 22/31 | q_time: 0.130877s | E: 36 | q_time/E: 0.003635s | shuffle time: 0.000043s
Sun Feb  7 15:07:19 2021 | q: 23/31 | q_time: 0.115920s | E: 38 | q_time/E: 0.003051s | shuffle time: 0.000044s
Sun Feb  7 15:07:19 2021 | q: 24/31 | q_time: 0.160750s | E: 40 | q_time/E: 0.004019s | shuffle time: 0.000043s
Sun Feb  7 15:07:19 2021 | q: 25/31 | q_time: 0.104128s | E: 42 | q_time/E: 0.002479s | shuffle time: 0.000042s
Sun Feb  7 15:07:19 2021 | q: 26/31 | q_time: 0.090142s | E: 44 | q_time/E: 0.002049s | shuffle time: 0.000044s
Sun Feb  7 15:07:19 2021 | q: 27/31 | q_time: 0.071555s | E: 46 | q_time/E: 0.001556s | shuffle time: 0.000045s
Sun Feb  7 15:07:20 2021 | q: 28/31 | q_time: 0.098621s | E: 48 | q_time/E: 0.002055s | shuffle time: 0.000046s
Sun Feb  7 15:07:20 2021 | q: 29/31 | q_time: 0.071975s | E: 50 | q_time/E: 0.001440s | shuffle time: 0.000043s
Sun Feb  7 15:07:20 2021 | q: 30/31 | q_time: 0.097911s | E: 52 | q_time/E: 0.001883s | shuffle time: 0.000044s
Sun Feb  7 15:07:20 2021 | q: 31/31 | q_time: 0.146268s | E: 53 | q_time/E: 0.002760s | shuffle time: 0.000043s
