run: 647 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:55:51 2021 | q: 0/31 | q_time: 0.001479s | E: 1 | q_time/E: 0.001479s | shuffle time: 0.000000s
Sun Feb  7 14:55:51 2021 | q: 1/31 | q_time: 0.001590s | E: 1 | q_time/E: 0.001590s | shuffle time: 0.000078s
Sun Feb  7 14:55:51 2021 | q: 2/31 | q_time: 0.002764s | E: 2 | q_time/E: 0.001382s | shuffle time: 0.000083s
Sun Feb  7 14:55:51 2021 | q: 3/31 | q_time: 0.003772s | E: 3 | q_time/E: 0.001257s | shuffle time: 0.000067s
Sun Feb  7 14:55:51 2021 | q: 4/31 | q_time: 0.006612s | E: 5 | q_time/E: 0.001322s | shuffle time: 0.000068s
Sun Feb  7 14:55:51 2021 | q: 5/31 | q_time: 0.004619s | E: 6 | q_time/E: 0.000770s | shuffle time: 0.000039s
Sun Feb  7 14:55:51 2021 | q: 6/31 | q_time: 0.006546s | E: 8 | q_time/E: 0.000818s | shuffle time: 0.000039s
Sun Feb  7 14:55:51 2021 | q: 7/31 | q_time: 0.007265s | E: 9 | q_time/E: 0.000807s | shuffle time: 0.000039s
Sun Feb  7 14:55:51 2021 | q: 8/31 | q_time: 0.010947s | E: 11 | q_time/E: 0.000995s | shuffle time: 0.000040s
Sun Feb  7 14:55:51 2021 | q: 9/31 | q_time: 0.013837s | E: 13 | q_time/E: 0.001064s | shuffle time: 0.000040s
Sun Feb  7 14:55:51 2021 | q: 10/31 | q_time: 0.014044s | E: 14 | q_time/E: 0.001003s | shuffle time: 0.000040s
Sun Feb  7 14:55:51 2021 | q: 11/31 | q_time: 0.020742s | E: 16 | q_time/E: 0.001296s | shuffle time: 0.000041s
Sun Feb  7 14:55:51 2021 | q: 12/31 | q_time: 0.017935s | E: 18 | q_time/E: 0.000996s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 13/31 | q_time: 0.016849s | E: 19 | q_time/E: 0.000887s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 14/31 | q_time: 0.024386s | E: 21 | q_time/E: 0.001161s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 15/31 | q_time: 0.023430s | E: 23 | q_time/E: 0.001019s | shuffle time: 0.000027s
Sun Feb  7 14:55:51 2021 | q: 16/31 | q_time: 0.030064s | E: 25 | q_time/E: 0.001203s | shuffle time: 0.000027s
Sun Feb  7 14:55:51 2021 | q: 17/31 | q_time: 0.040519s | E: 26 | q_time/E: 0.001558s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 18/31 | q_time: 0.034219s | E: 28 | q_time/E: 0.001222s | shuffle time: 0.000029s
Sun Feb  7 14:55:51 2021 | q: 19/31 | q_time: 0.029791s | E: 30 | q_time/E: 0.000993s | shuffle time: 0.000030s
Sun Feb  7 14:55:51 2021 | q: 20/31 | q_time: 0.065592s | E: 32 | q_time/E: 0.002050s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 21/31 | q_time: 0.081837s | E: 34 | q_time/E: 0.002407s | shuffle time: 0.000029s
Sun Feb  7 14:55:51 2021 | q: 22/31 | q_time: 0.050061s | E: 36 | q_time/E: 0.001391s | shuffle time: 0.000029s
Sun Feb  7 14:55:51 2021 | q: 23/31 | q_time: 0.041652s | E: 38 | q_time/E: 0.001096s | shuffle time: 0.000029s
Sun Feb  7 14:55:51 2021 | q: 24/31 | q_time: 0.089355s | E: 40 | q_time/E: 0.002234s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 25/31 | q_time: 0.048378s | E: 42 | q_time/E: 0.001152s | shuffle time: 0.000029s
Sun Feb  7 14:55:51 2021 | q: 26/31 | q_time: 0.042931s | E: 44 | q_time/E: 0.000976s | shuffle time: 0.000028s
Sun Feb  7 14:55:51 2021 | q: 27/31 | q_time: 0.048001s | E: 46 | q_time/E: 0.001043s | shuffle time: 0.000028s
Sun Feb  7 14:55:52 2021 | q: 28/31 | q_time: 0.058297s | E: 48 | q_time/E: 0.001215s | shuffle time: 0.000028s
Sun Feb  7 14:55:52 2021 | q: 29/31 | q_time: 0.048955s | E: 50 | q_time/E: 0.000979s | shuffle time: 0.000029s
Sun Feb  7 14:55:52 2021 | q: 30/31 | q_time: 0.069405s | E: 52 | q_time/E: 0.001335s | shuffle time: 0.000028s
Sun Feb  7 14:55:52 2021 | q: 31/31 | q_time: 0.075385s | E: 53 | q_time/E: 0.001422s | shuffle time: 0.000029s
