run: 584 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:53:03 2021 | q: 0/31 | q_time: 0.001204s | E: 1 | q_time/E: 0.001204s | shuffle time: 0.000000s
Sun Feb  7 14:53:03 2021 | q: 1/31 | q_time: 0.001288s | E: 1 | q_time/E: 0.001288s | shuffle time: 0.000065s
Sun Feb  7 14:53:03 2021 | q: 2/31 | q_time: 0.002550s | E: 2 | q_time/E: 0.001275s | shuffle time: 0.000069s
Sun Feb  7 14:53:03 2021 | q: 3/31 | q_time: 0.003875s | E: 3 | q_time/E: 0.001292s | shuffle time: 0.000067s
Sun Feb  7 14:53:03 2021 | q: 4/31 | q_time: 0.005765s | E: 5 | q_time/E: 0.001153s | shuffle time: 0.000069s
Sun Feb  7 14:53:03 2021 | q: 5/31 | q_time: 0.004712s | E: 6 | q_time/E: 0.000785s | shuffle time: 0.000040s
Sun Feb  7 14:53:03 2021 | q: 6/31 | q_time: 0.006415s | E: 8 | q_time/E: 0.000802s | shuffle time: 0.000040s
Sun Feb  7 14:53:03 2021 | q: 7/31 | q_time: 0.008781s | E: 9 | q_time/E: 0.000976s | shuffle time: 0.000040s
Sun Feb  7 14:53:03 2021 | q: 8/31 | q_time: 0.012814s | E: 11 | q_time/E: 0.001165s | shuffle time: 0.000040s
Sun Feb  7 14:53:03 2021 | q: 9/31 | q_time: 0.019406s | E: 13 | q_time/E: 0.001493s | shuffle time: 0.000040s
Sun Feb  7 14:53:03 2021 | q: 10/31 | q_time: 0.012664s | E: 14 | q_time/E: 0.000905s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 11/31 | q_time: 0.025524s | E: 16 | q_time/E: 0.001595s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 12/31 | q_time: 0.026927s | E: 18 | q_time/E: 0.001496s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 13/31 | q_time: 0.016610s | E: 19 | q_time/E: 0.000874s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 14/31 | q_time: 0.018429s | E: 21 | q_time/E: 0.000878s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 15/31 | q_time: 0.023327s | E: 23 | q_time/E: 0.001014s | shuffle time: 0.000041s
Sun Feb  7 14:53:03 2021 | q: 16/31 | q_time: 0.053463s | E: 25 | q_time/E: 0.002139s | shuffle time: 0.000041s
Sun Feb  7 14:53:04 2021 | q: 17/31 | q_time: 0.028388s | E: 26 | q_time/E: 0.001092s | shuffle time: 0.000050s
Sun Feb  7 14:53:04 2021 | q: 18/31 | q_time: 0.021690s | E: 28 | q_time/E: 0.000775s | shuffle time: 0.000050s
Sun Feb  7 14:53:04 2021 | q: 19/31 | q_time: 0.028540s | E: 30 | q_time/E: 0.000951s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 20/31 | q_time: 0.041939s | E: 32 | q_time/E: 0.001311s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 21/31 | q_time: 0.066521s | E: 34 | q_time/E: 0.001956s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 22/31 | q_time: 0.037985s | E: 36 | q_time/E: 0.001055s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 23/31 | q_time: 0.054467s | E: 38 | q_time/E: 0.001433s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 24/31 | q_time: 0.113080s | E: 40 | q_time/E: 0.002827s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 25/31 | q_time: 0.063651s | E: 42 | q_time/E: 0.001516s | shuffle time: 0.000029s
Sun Feb  7 14:53:04 2021 | q: 26/31 | q_time: 0.076644s | E: 44 | q_time/E: 0.001742s | shuffle time: 0.000028s
Sun Feb  7 14:53:04 2021 | q: 27/31 | q_time: 0.040198s | E: 46 | q_time/E: 0.000874s | shuffle time: 0.000028s
Sun Feb  7 14:53:04 2021 | q: 28/31 | q_time: 0.073945s | E: 48 | q_time/E: 0.001541s | shuffle time: 0.000028s
Sun Feb  7 14:53:04 2021 | q: 29/31 | q_time: 0.047711s | E: 50 | q_time/E: 0.000954s | shuffle time: 0.000028s
Sun Feb  7 14:53:04 2021 | q: 30/31 | q_time: 0.055218s | E: 52 | q_time/E: 0.001062s | shuffle time: 0.000027s
Sun Feb  7 14:53:04 2021 | q: 31/31 | q_time: 0.045810s | E: 53 | q_time/E: 0.000864s | shuffle time: 0.000027s
