run: 122 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:32:17 2021 | q: 0/31 | q_time: 0.001522s | E: 1 | q_time/E: 0.001522s | shuffle time: 0.000000s
Sun Feb  7 14:32:17 2021 | q: 1/31 | q_time: 0.001654s | E: 1 | q_time/E: 0.001654s | shuffle time: 0.000052s
Sun Feb  7 14:32:17 2021 | q: 2/31 | q_time: 0.003285s | E: 2 | q_time/E: 0.001643s | shuffle time: 0.000046s
Sun Feb  7 14:32:17 2021 | q: 3/31 | q_time: 0.002954s | E: 3 | q_time/E: 0.000985s | shuffle time: 0.000045s
Sun Feb  7 14:32:17 2021 | q: 4/31 | q_time: 0.004750s | E: 5 | q_time/E: 0.000950s | shuffle time: 0.000046s
Sun Feb  7 14:32:17 2021 | q: 5/31 | q_time: 0.005051s | E: 6 | q_time/E: 0.000842s | shuffle time: 0.000047s
Sun Feb  7 14:32:17 2021 | q: 6/31 | q_time: 0.006607s | E: 8 | q_time/E: 0.000826s | shuffle time: 0.000027s
Sun Feb  7 14:32:17 2021 | q: 7/31 | q_time: 0.009644s | E: 9 | q_time/E: 0.001072s | shuffle time: 0.000030s
Sun Feb  7 14:32:17 2021 | q: 8/31 | q_time: 0.010312s | E: 11 | q_time/E: 0.000937s | shuffle time: 0.000030s
Sun Feb  7 14:32:17 2021 | q: 9/31 | q_time: 0.018093s | E: 13 | q_time/E: 0.001392s | shuffle time: 0.000030s
Sun Feb  7 14:32:17 2021 | q: 10/31 | q_time: 0.012501s | E: 14 | q_time/E: 0.000893s | shuffle time: 0.000028s
Sun Feb  7 14:32:17 2021 | q: 11/31 | q_time: 0.026281s | E: 16 | q_time/E: 0.001643s | shuffle time: 0.000030s
Sun Feb  7 14:32:17 2021 | q: 12/31 | q_time: 0.024686s | E: 18 | q_time/E: 0.001371s | shuffle time: 0.000029s
Sun Feb  7 14:32:17 2021 | q: 13/31 | q_time: 0.020975s | E: 19 | q_time/E: 0.001104s | shuffle time: 0.000028s
Sun Feb  7 14:32:17 2021 | q: 14/31 | q_time: 0.017135s | E: 21 | q_time/E: 0.000816s | shuffle time: 0.000030s
Sun Feb  7 14:32:18 2021 | q: 15/31 | q_time: 0.027132s | E: 23 | q_time/E: 0.001180s | shuffle time: 0.000028s
Sun Feb  7 14:32:18 2021 | q: 16/31 | q_time: 0.036589s | E: 25 | q_time/E: 0.001464s | shuffle time: 0.000030s
Sun Feb  7 14:32:18 2021 | q: 17/31 | q_time: 0.018538s | E: 26 | q_time/E: 0.000713s | shuffle time: 0.000030s
Sun Feb  7 14:32:18 2021 | q: 18/31 | q_time: 0.024791s | E: 28 | q_time/E: 0.000885s | shuffle time: 0.000030s
Sun Feb  7 14:32:18 2021 | q: 19/31 | q_time: 0.036101s | E: 30 | q_time/E: 0.001203s | shuffle time: 0.000029s
Sun Feb  7 14:32:18 2021 | q: 20/31 | q_time: 0.042448s | E: 32 | q_time/E: 0.001326s | shuffle time: 0.000031s
Sun Feb  7 14:32:18 2021 | q: 21/31 | q_time: 0.038269s | E: 34 | q_time/E: 0.001126s | shuffle time: 0.000031s
Sun Feb  7 14:32:18 2021 | q: 22/31 | q_time: 0.061465s | E: 36 | q_time/E: 0.001707s | shuffle time: 0.000031s
Sun Feb  7 14:32:18 2021 | q: 23/31 | q_time: 0.051492s | E: 38 | q_time/E: 0.001355s | shuffle time: 0.000028s
Sun Feb  7 14:32:18 2021 | q: 24/31 | q_time: 0.112099s | E: 40 | q_time/E: 0.002802s | shuffle time: 0.000028s
Sun Feb  7 14:32:18 2021 | q: 25/31 | q_time: 0.044737s | E: 42 | q_time/E: 0.001065s | shuffle time: 0.000029s
Sun Feb  7 14:32:18 2021 | q: 26/31 | q_time: 0.071036s | E: 44 | q_time/E: 0.001614s | shuffle time: 0.000028s
Sun Feb  7 14:32:18 2021 | q: 27/31 | q_time: 0.042412s | E: 46 | q_time/E: 0.000922s | shuffle time: 0.000029s
Sun Feb  7 14:32:18 2021 | q: 28/31 | q_time: 0.055323s | E: 48 | q_time/E: 0.001153s | shuffle time: 0.000028s
Sun Feb  7 14:32:18 2021 | q: 29/31 | q_time: 0.090276s | E: 50 | q_time/E: 0.001806s | shuffle time: 0.000043s
Sun Feb  7 14:32:18 2021 | q: 30/31 | q_time: 0.080536s | E: 52 | q_time/E: 0.001549s | shuffle time: 0.000043s
Sun Feb  7 14:32:18 2021 | q: 31/31 | q_time: 0.108474s | E: 53 | q_time/E: 0.002047s | shuffle time: 0.000042s
