run: 47 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:28:48 2021 | q: 0/31 | q_time: 0.000842s | E: 1 | q_time/E: 0.000842s | shuffle time: 0.000000s
Sun Feb  7 14:28:48 2021 | q: 1/31 | q_time: 0.000905s | E: 1 | q_time/E: 0.000905s | shuffle time: 0.000044s
Sun Feb  7 14:28:48 2021 | q: 2/31 | q_time: 0.001823s | E: 2 | q_time/E: 0.000912s | shuffle time: 0.000049s
Sun Feb  7 14:28:48 2021 | q: 3/31 | q_time: 0.002840s | E: 3 | q_time/E: 0.000947s | shuffle time: 0.000048s
Sun Feb  7 14:28:48 2021 | q: 4/31 | q_time: 0.005308s | E: 5 | q_time/E: 0.001062s | shuffle time: 0.000050s
Sun Feb  7 14:28:48 2021 | q: 5/31 | q_time: 0.006361s | E: 6 | q_time/E: 0.001060s | shuffle time: 0.000030s
Sun Feb  7 14:28:48 2021 | q: 6/31 | q_time: 0.010010s | E: 8 | q_time/E: 0.001251s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 7/31 | q_time: 0.009194s | E: 9 | q_time/E: 0.001022s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 8/31 | q_time: 0.013409s | E: 11 | q_time/E: 0.001219s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 9/31 | q_time: 0.028535s | E: 13 | q_time/E: 0.002195s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 10/31 | q_time: 0.019417s | E: 14 | q_time/E: 0.001387s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 11/31 | q_time: 0.027265s | E: 16 | q_time/E: 0.001704s | shuffle time: 0.000030s
Sun Feb  7 14:28:48 2021 | q: 12/31 | q_time: 0.031356s | E: 18 | q_time/E: 0.001742s | shuffle time: 0.000031s
Sun Feb  7 14:28:48 2021 | q: 13/31 | q_time: 0.025309s | E: 19 | q_time/E: 0.001332s | shuffle time: 0.000031s
Sun Feb  7 14:28:48 2021 | q: 14/31 | q_time: 0.024555s | E: 21 | q_time/E: 0.001169s | shuffle time: 0.000030s
Sun Feb  7 14:28:48 2021 | q: 15/31 | q_time: 0.031367s | E: 23 | q_time/E: 0.001364s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 16/31 | q_time: 0.050154s | E: 25 | q_time/E: 0.002006s | shuffle time: 0.000029s
Sun Feb  7 14:28:48 2021 | q: 17/31 | q_time: 0.022368s | E: 26 | q_time/E: 0.000860s | shuffle time: 0.000028s
Sun Feb  7 14:28:48 2021 | q: 18/31 | q_time: 0.049666s | E: 28 | q_time/E: 0.001774s | shuffle time: 0.000028s
Sun Feb  7 14:28:48 2021 | q: 19/31 | q_time: 0.032687s | E: 30 | q_time/E: 0.001090s | shuffle time: 0.000031s
Sun Feb  7 14:28:48 2021 | q: 20/31 | q_time: 0.057355s | E: 32 | q_time/E: 0.001792s | shuffle time: 0.000032s
Sun Feb  7 14:28:49 2021 | q: 21/31 | q_time: 0.084298s | E: 34 | q_time/E: 0.002479s | shuffle time: 0.000037s
Sun Feb  7 14:28:49 2021 | q: 22/31 | q_time: 0.034995s | E: 36 | q_time/E: 0.000972s | shuffle time: 0.000030s
Sun Feb  7 14:28:49 2021 | q: 23/31 | q_time: 0.069759s | E: 38 | q_time/E: 0.001836s | shuffle time: 0.000034s
Sun Feb  7 14:28:49 2021 | q: 24/31 | q_time: 0.066738s | E: 40 | q_time/E: 0.001668s | shuffle time: 0.000032s
Sun Feb  7 14:28:49 2021 | q: 25/31 | q_time: 0.064878s | E: 42 | q_time/E: 0.001545s | shuffle time: 0.000036s
Sun Feb  7 14:28:49 2021 | q: 26/31 | q_time: 0.050488s | E: 44 | q_time/E: 0.001147s | shuffle time: 0.000030s
Sun Feb  7 14:28:49 2021 | q: 27/31 | q_time: 0.057401s | E: 46 | q_time/E: 0.001248s | shuffle time: 0.000029s
Sun Feb  7 14:28:49 2021 | q: 28/31 | q_time: 0.043039s | E: 48 | q_time/E: 0.000897s | shuffle time: 0.000030s
Sun Feb  7 14:28:49 2021 | q: 29/31 | q_time: 0.060645s | E: 50 | q_time/E: 0.001213s | shuffle time: 0.000033s
Sun Feb  7 14:28:49 2021 | q: 30/31 | q_time: 0.062995s | E: 52 | q_time/E: 0.001211s | shuffle time: 0.000033s
Sun Feb  7 14:28:49 2021 | q: 31/31 | q_time: 0.052426s | E: 53 | q_time/E: 0.000989s | shuffle time: 0.000029s
