run: 560 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:51:59 2021 | q: 0/31 | q_time: 0.001550s | E: 1 | q_time/E: 0.001550s | shuffle time: 0.000000s
Sun Feb  7 14:51:59 2021 | q: 1/31 | q_time: 0.001624s | E: 1 | q_time/E: 0.001624s | shuffle time: 0.000084s
Sun Feb  7 14:51:59 2021 | q: 2/31 | q_time: 0.003115s | E: 2 | q_time/E: 0.001557s | shuffle time: 0.000068s
Sun Feb  7 14:51:59 2021 | q: 3/31 | q_time: 0.003850s | E: 3 | q_time/E: 0.001283s | shuffle time: 0.000067s
Sun Feb  7 14:51:59 2021 | q: 4/31 | q_time: 0.007682s | E: 5 | q_time/E: 0.001536s | shuffle time: 0.000069s
Sun Feb  7 14:51:59 2021 | q: 5/31 | q_time: 0.005385s | E: 6 | q_time/E: 0.000898s | shuffle time: 0.000039s
Sun Feb  7 14:51:59 2021 | q: 6/31 | q_time: 0.008839s | E: 8 | q_time/E: 0.001105s | shuffle time: 0.000040s
Sun Feb  7 14:51:59 2021 | q: 7/31 | q_time: 0.007303s | E: 9 | q_time/E: 0.000811s | shuffle time: 0.000039s
Sun Feb  7 14:51:59 2021 | q: 8/31 | q_time: 0.012681s | E: 11 | q_time/E: 0.001153s | shuffle time: 0.000040s
Sun Feb  7 14:51:59 2021 | q: 9/31 | q_time: 0.017573s | E: 13 | q_time/E: 0.001352s | shuffle time: 0.000027s
Sun Feb  7 14:51:59 2021 | q: 10/31 | q_time: 0.016157s | E: 14 | q_time/E: 0.001154s | shuffle time: 0.000028s
Sun Feb  7 14:51:59 2021 | q: 11/31 | q_time: 0.013973s | E: 16 | q_time/E: 0.000873s | shuffle time: 0.000029s
Sun Feb  7 14:51:59 2021 | q: 12/31 | q_time: 0.018423s | E: 18 | q_time/E: 0.001023s | shuffle time: 0.000032s
Sun Feb  7 14:51:59 2021 | q: 13/31 | q_time: 0.012528s | E: 19 | q_time/E: 0.000659s | shuffle time: 0.000029s
Sun Feb  7 14:51:59 2021 | q: 14/31 | q_time: 0.024182s | E: 21 | q_time/E: 0.001152s | shuffle time: 0.000030s
Sun Feb  7 14:51:59 2021 | q: 15/31 | q_time: 0.020292s | E: 23 | q_time/E: 0.000882s | shuffle time: 0.000030s
Sun Feb  7 14:51:59 2021 | q: 16/31 | q_time: 0.037060s | E: 25 | q_time/E: 0.001482s | shuffle time: 0.000030s
Sun Feb  7 14:51:59 2021 | q: 17/31 | q_time: 0.018945s | E: 26 | q_time/E: 0.000729s | shuffle time: 0.000027s
Sun Feb  7 14:51:59 2021 | q: 18/31 | q_time: 0.022340s | E: 28 | q_time/E: 0.000798s | shuffle time: 0.000031s
Sun Feb  7 14:51:59 2021 | q: 19/31 | q_time: 0.045043s | E: 30 | q_time/E: 0.001501s | shuffle time: 0.000028s
Sun Feb  7 14:51:59 2021 | q: 20/31 | q_time: 0.045479s | E: 32 | q_time/E: 0.001421s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 21/31 | q_time: 0.076690s | E: 34 | q_time/E: 0.002256s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 22/31 | q_time: 0.053429s | E: 36 | q_time/E: 0.001484s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 23/31 | q_time: 0.075418s | E: 38 | q_time/E: 0.001985s | shuffle time: 0.000029s
Sun Feb  7 14:52:00 2021 | q: 24/31 | q_time: 0.075072s | E: 40 | q_time/E: 0.001877s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 25/31 | q_time: 0.067782s | E: 42 | q_time/E: 0.001614s | shuffle time: 0.000029s
Sun Feb  7 14:52:00 2021 | q: 26/31 | q_time: 0.074883s | E: 44 | q_time/E: 0.001702s | shuffle time: 0.000029s
Sun Feb  7 14:52:00 2021 | q: 27/31 | q_time: 0.046631s | E: 46 | q_time/E: 0.001014s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 28/31 | q_time: 0.070003s | E: 48 | q_time/E: 0.001458s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 29/31 | q_time: 0.058454s | E: 50 | q_time/E: 0.001169s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 30/31 | q_time: 0.057834s | E: 52 | q_time/E: 0.001112s | shuffle time: 0.000028s
Sun Feb  7 14:52:00 2021 | q: 31/31 | q_time: 0.083205s | E: 53 | q_time/E: 0.001570s | shuffle time: 0.000030s
