run: 160 | L: 8 | REP: 1000 | skip: 64 | workers: 11 (+1 root) | REP per worker 90 | Lattice SS
Sun Feb  7 14:34:02 2021 | q: 0/31 | q_time: 0.000793s | E: 1 | q_time/E: 0.000793s | shuffle time: 0.000000s
Sun Feb  7 14:34:02 2021 | q: 1/31 | q_time: 0.000827s | E: 1 | q_time/E: 0.000827s | shuffle time: 0.000039s
Sun Feb  7 14:34:02 2021 | q: 2/31 | q_time: 0.001720s | E: 2 | q_time/E: 0.000860s | shuffle time: 0.000045s
Sun Feb  7 14:34:02 2021 | q: 3/31 | q_time: 0.002498s | E: 3 | q_time/E: 0.000833s | shuffle time: 0.000042s
Sun Feb  7 14:34:02 2021 | q: 4/31 | q_time: 0.005810s | E: 5 | q_time/E: 0.001162s | shuffle time: 0.000042s
Sun Feb  7 14:34:02 2021 | q: 5/31 | q_time: 0.005599s | E: 6 | q_time/E: 0.000933s | shuffle time: 0.000042s
Sun Feb  7 14:34:02 2021 | q: 6/31 | q_time: 0.008773s | E: 8 | q_time/E: 0.001097s | shuffle time: 0.000044s
Sun Feb  7 14:34:02 2021 | q: 7/31 | q_time: 0.009126s | E: 9 | q_time/E: 0.001014s | shuffle time: 0.000044s
Sun Feb  7 14:34:02 2021 | q: 8/31 | q_time: 0.013951s | E: 11 | q_time/E: 0.001268s | shuffle time: 0.000044s
Sun Feb  7 14:34:03 2021 | q: 9/31 | q_time: 0.022342s | E: 13 | q_time/E: 0.001719s | shuffle time: 0.000043s
Sun Feb  7 14:34:03 2021 | q: 10/31 | q_time: 0.017954s | E: 14 | q_time/E: 0.001282s | shuffle time: 0.000043s
Sun Feb  7 14:34:03 2021 | q: 11/31 | q_time: 0.021044s | E: 16 | q_time/E: 0.001315s | shuffle time: 0.000043s
Sun Feb  7 14:34:03 2021 | q: 12/31 | q_time: 0.023984s | E: 18 | q_time/E: 0.001332s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 13/31 | q_time: 0.016592s | E: 19 | q_time/E: 0.000873s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 14/31 | q_time: 0.029678s | E: 21 | q_time/E: 0.001413s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 15/31 | q_time: 0.029675s | E: 23 | q_time/E: 0.001290s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 16/31 | q_time: 0.085253s | E: 25 | q_time/E: 0.003410s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 17/31 | q_time: 0.029681s | E: 26 | q_time/E: 0.001142s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 18/31 | q_time: 0.042002s | E: 28 | q_time/E: 0.001500s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 19/31 | q_time: 0.030201s | E: 30 | q_time/E: 0.001007s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 20/31 | q_time: 0.032894s | E: 32 | q_time/E: 0.001028s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 21/31 | q_time: 0.030052s | E: 34 | q_time/E: 0.000884s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 22/31 | q_time: 0.065125s | E: 36 | q_time/E: 0.001809s | shuffle time: 0.000030s
Sun Feb  7 14:34:03 2021 | q: 23/31 | q_time: 0.087427s | E: 38 | q_time/E: 0.002301s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 24/31 | q_time: 0.077686s | E: 40 | q_time/E: 0.001942s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 25/31 | q_time: 0.076424s | E: 42 | q_time/E: 0.001820s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 26/31 | q_time: 0.053703s | E: 44 | q_time/E: 0.001221s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 27/31 | q_time: 0.053327s | E: 46 | q_time/E: 0.001159s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 28/31 | q_time: 0.050757s | E: 48 | q_time/E: 0.001057s | shuffle time: 0.000028s
Sun Feb  7 14:34:03 2021 | q: 29/31 | q_time: 0.054264s | E: 50 | q_time/E: 0.001085s | shuffle time: 0.000029s
Sun Feb  7 14:34:03 2021 | q: 30/31 | q_time: 0.067254s | E: 52 | q_time/E: 0.001293s | shuffle time: 0.000029s
Sun Feb  7 14:34:04 2021 | q: 31/31 | q_time: 0.070176s | E: 53 | q_time/E: 0.001324s | shuffle time: 0.000030s
